entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	ACTC	LSSP	NSSP 
LK-2309340	195.95285202508668	2.3068316061429712	198.25968363122965	223.210653194902	110.15266185806625	77.81053410040434	5.944304113562366	0.4299887628578838	1.2086170631681057	0.4067461270277279
LK-2309345	139.59616400464853	1.6433792103266456	141.23954321497519	159.01453144959135	78.47239216665547	55.43196726822194	4.234702599909719	0.3063225732095007	0.8610148003726505	0.2897645962792574
LK-2309350	216.68174876823633	2.550860073569665	219.23260884180598	246.8230198138668	121.80517484801044	86.04173109614959	6.5731230611127645	0.47547517744119705	1.3364707690239053	0.4497738164984297
LK-2309355	274.98177085834476	3.2371901382072434	278.218960996552	313.23280092970543	154.5778676322285	109.19197264668311	8.341676351098263	0.6034057184567658	1.6960593167433418	0.5707891931347785
LK-2309360	194.98118499025153	2.295392771732345	197.2765777619839	222.103823509638	109.60645031166263	77.42469674122879	5.914828225395941	0.427856587174291	1.2026239207061151	0.40472920408378876
LK-2309365	870.6136632122859	10.249195631921168	880.8628588442072	991.7193979965232	489.40554557765637	345.71027382130063	26.410395797116763	1.9104294124991597	5.369855645943584	1.8071629577694754
LK-2309370	365.99458312123625	4.308627628002574	370.3032107492388	416.9058481160979	205.73968247870224	145.33207195612712	11.102584542686733	0.8031195074866259	2.2574169940164617	0.7597076422170785
LK-2309375	1617.1778349772856	19.03803340408571	1636.2158683813714	1842.1335395076787	909.0780837311154	642.1619781211882	49.0577032049866	3.5486510627263033	9.974586770906367	3.3568320863627195
LK-2309380	489.39629654529915	5.761359598152114	495.1576561434513	557.473218144623	275.1085488719638	194.3334165714231	14.846022339822703	1.073905819302913	3.0185460866892693	1.0158568560973502
LK-2309385	773.7708487403836	9.10912513566208	782.8799738760457	881.4053726985469	434.96646145276077	307.25515035680326	23.47263227652974	1.6979225693677427	4.77253911389852	1.6061429710235404
LK-2309390	785.4308531584053	9.246391148589595	794.6772443069949	894.6873289217147	441.5210000096044	311.88519866691	23.826342934526842	1.7235086775708566	4.844456823442408	1.6303460463508102
LK-2309395	289.23288736926014	3.404959709563096	292.63784707882326	329.46630298024377	162.58897031281515	114.85092058125798	8.773989377539161	0.6346776284827937	1.7839587395192038	0.6003707296458859
LK-2309400	118.86726726149887	1.399350742899951	120.26661800439882	135.4021648306265	66.81987917671127	47.20077027247669	3.60588365235932	0.26083615862618736	0.733161094516851	0.24673690680855562
LK-2309405	167.4506190032559	1.971292463431266	169.42191146668716	190.74364909382533	94.13045649689298	66.49263823125462	5.079678060680568	0.36744494280582796	1.0328182176163812	0.3475830540055129
LK-2309410	106.23559580864203	1.250645895561809	107.48624170420383	121.01337892219479	59.71912907346401	42.18488460319442	3.222697106195795	0.23311787473948078	0.655250242510973	0.22051690853734668
LK-2309415	133.11838377241426	1.5671203142558034	134.68550408667005	151.6356668811648	74.8309818572979	52.85971820705154	4.038196678800219	0.2921080686522152	0.8210605172927131	0.27631844331966304
LK-2309420	104.29226173897175	1.2277682267405565	105.52002996571231	118.79971955166684	58.626705980656745	41.413209884843305	3.1637453298629454	0.22885352337229517	0.6432639575869918	0.2164830626494684
LK-2309425	129.2317156330737	1.5213649766132982	130.753080609687	147.2083481401089	72.64613567168337	51.316368770349314	3.9202931261345193	0.283579365917844	0.7970879474447508	0.2682507515439065
LK-2309430	132.47060574919084	1.5594944246487192	134.03010017383954	150.89778042432218	74.46684082636214	52.60249330093451	4.018546086689269	0.2906866181964867	0.8170650889847194	0.2749738280237037
LK-2309435	199.51563115281553	2.3487739989819345	201.86440515179748	227.2690287075366	112.15543752821291	79.22527108404806	6.052382370172591	0.43780674036439077	1.2305919188620713	0.4141415111555048
LK-2309440	282.4312181254142	3.3248878686887124	285.75610599410294	321.71849518339593	158.76548948798973	112.15005906702908	8.567658160374188	0.6197523986976441	1.7420067422852699	0.586252269038312
LK-2309445	145.42616621365937	1.7120122167904035	147.13817843044978	165.6555095611752	81.74966144507728	57.7469914232753	4.411557928908269	0.3191156273110576	0.8969736551445943	0.3018661339428923
LK-2309450	58.94780011333186	0.6939559542446624	59.64175606757652	67.14766757268126	33.136833815153814	23.407466456650564	1.7882038820964474	0.12935199147129728	0.36358397602743014	0.12235999193230822
LK-2309455	144.77838819043595	1.704386327183319	146.48277451761925	164.91762310433253	81.38552041414151	57.48976651715825	4.391907336797319	0.31769417685532897	0.8929782268366004	0.30052151864693283
LK-2309460	198.22007510636865	2.3335222197677656	200.55359732613644	225.79325579385124	111.42715546634139	78.71082127181397	6.013081185950691	0.43496383945293365	1.2226010622460837	0.41145228056358585
LK-2309465	153.84728051556394	1.811148781682498	155.65842929724644	175.24803350012968	86.4834948472421	61.0909152027968	4.667015626350619	0.3375944832355286	0.9489142231485128	0.3193461327903649
LK-2309470	193.03785092058126	2.272515102911092	195.31036602349235	219.89016413911006	108.51402721885535	76.65302202287766	5.855876449063091	0.4235922358071053	1.1906376357821338	0.40069535819591046
LK-2309475	133.11838377241426	1.5671203142558034	134.68550408667005	151.6356668811648	74.8309818572979	52.85971820705154	4.038196678800219	0.2921080686522152	0.8210605172927131	0.27631844331966304
LK-2309480	84.21114301904551	0.9913656489209461	85.20250866796646	95.92523938954464	47.3383340216483	33.439237795215085	2.554576974423496	0.18478855924471035	0.5194056800391859	0.17479998847472603
LK-2309485	172.956732200655	2.036112525091482	174.9928447257465	197.01568397698787	97.2256552598469	68.67904993324946	5.246708093623642	0.37952727167952055	1.066779358234328	0.3590122840211681
LK-2309490	464.45684265119723	5.4677628482793725	469.92460549947657	529.064589556181	261.0891191809372	184.4302576859171	14.08947454355113	1.0191799767573642	2.8647220968315104	0.9640891672029122
LK-2309495	118.86726726149887	1.399350742899951	120.26661800439882	135.4021648306265	66.81987917671127	47.20077027247669	3.60588365235932	0.26083615862618736	0.733161094516851	0.24673690680855562
LK-2309500	128.58393760985027	1.513739087006214	130.0976766968565	146.47046168326625	72.28199464074761	51.059143864232276	3.9006425340235693	0.28215791546211544	0.7930925191367569	0.26690613624794707
LK-2309505	283.72677417186105	3.3401396479028804	287.0669138197639	323.1942680970812	159.4937715498612	112.66450887926315	8.606959344596087	0.6225952996091011	1.749997598901257	0.5889414996302308
LK-2309510	1012.8009393098282	11.92307840067615	1024.7240177105043	1153.6854752734853	569.3345018680549	402.1711407139907	30.72370076547028	2.2224377875315744	6.24685215954821	2.1023060152325703
LK-2309515	1082.4370768063466	12.742861533437702	1095.1799383397843	1233.0082693840702	608.4796626936486	429.8228181215725	32.836139417397405	2.3752437115223928	6.6763607026575365	2.2468521595482094
LK-2309520	475.79295805760717	5.601215916403347	481.3941739740105	541.9776025509274	267.46158722231297	188.93169354296526	14.433359905492754	1.0440553597326137	2.9346420922214005	0.9876199348822021
LK-2309525	258.1395422545357	3.0389170084230543	261.1784592629587	294.0477530517965	145.11020082789884	102.5041250876401	7.830760956213563	0.5664480066078237	1.5921781807355044	0.5358291954398332
LK-2309530	110.77004197120603	1.3040271228113984	112.07406909401742	126.17858412009335	62.26811629001431	43.98545894601369	3.360251250972445	0.24306802792958057	0.6832182406669292	0.2299292156090627
LK-2309535	218.94897184951833	2.57755068719446	221.5265225367128	249.40562241281611	123.0796684562856	86.94201826755923	6.64190013350109	0.48045025403624697	1.3504547681018835	0.4544799700342877
LK-2309540	128.58393760985027	1.513739087006214	130.0976766968565	146.47046168326625	72.28199464074761	51.059143864232276	3.9006425340235693	0.28215791546211544	0.7930925191367569	0.26690613624794707
LK-2309545	219.92063888435348	2.5889895216050864	222.50962840595855	250.51245209808008	123.62588000268923	87.32785562673479	6.671376021667515	0.4825824297198398	1.356447910563874	0.4564968929782268
LK-2309550	248.09898289457254	2.920715719513249	251.0196986140858	282.6105129707354	139.46601484839462	98.51713904282599	7.526176778493839	0.5444155245440313	1.5302490419616015	0.5149876583524621
LK-2309555	123.72560243567457	1.4565449149530825	125.18214735062764	140.9363132569464	69.55093690872944	49.12995706835448	3.7532630931914444	0.2714970370441514	0.763126806826804	0.25682152152825133
LK-2309560	159.02950470135133	1.8721558985391715	160.9016605998905	181.15112515487087	89.39662309472814	63.14871445173311	4.824220363238218	0.3489660868813569	0.9808776496124627	0.33010305515804034
LK-2309565	173.28062121226674	2.039925469895024	175.32054668216176	197.3846272054092	97.40772577531479	68.80766238630797	5.2565333896791175	0.3802379969073848	1.068777072388325	0.3596845916691478
LK-2309570	351.0956885870974	4.133232167039637	355.22892075413705	399.9344596087169	197.36443876717985	139.41589911543522	10.650620924134884	0.7704261470048693	2.165522142932606	0.7287814904100116
LK-2309575	837.2530950162795	9.856462317156332	847.1095573334359	953.7182454691267	470.65228248446493	332.4631911562731	25.398390303402838	1.8372247140291398	5.164091088081906	1.7379152700275646
LK-2309580	806.8075279247784	9.498045505623374	816.3055734304018	919.037581997522	453.53765403048436	320.37362056877225	24.474812474188187	1.7704165426098983	4.9763059576062005	1.6747183511174712
LK-2309585	619.9235682248196	7.297976353979581	627.2215445787992	706.1573391984172	348.4829666055187	246.1642351540065	18.80561665017912	1.3603280861322142	3.823624890750007	1.2867968382331756
LK-2309590	337.8162391110172	3.976901430094411	341.7931405411116	384.8077872434426	189.89954763299684	134.14278854003592	10.24778378586041	0.7412864126624343	2.083615862618734	0.7012168768428433
LK-2309595	286.31788626475475	3.370643206331217	289.68852947108593	326.14581392445183	160.95033567360423	113.6934085037313	8.685561713039887	0.6282811014320152	1.7659793121332321	0.5943199608140685
LK-2309600	1050.372064656787	12.365379997887032	1062.737444654674	1196.482889770359	590.4546816623287	417.090185268779	31.863435107905378	2.30488191396383	6.478587001411846	2.180293702398217
LK-2309605	143.8067211556008	1.6929474927726929	145.4996686483735	163.81079341906857	80.83930886773788	57.1039291579827	4.362431448630893	0.3155620011717362	0.8869850843746099	0.2985045957029937
LK-2309610	329.07123579750095	3.8739519203987745	332.9451877178997	374.8463200760668	184.98364371536414	130.67025230745588	9.982500792362584	0.722096831510099	2.029677580460819	0.683064570347391
LK-2309615	748.8313948462817	8.815528385789337	757.646923232071	852.9967441101047	420.94703176173414	297.35199147129725	22.716084480258164	1.6431967268221939	4.618715124040761	1.5543752821291021
LK-2309620	1107.052641688837	13.032645338506901	1120.0852870273438	1261.047954744091	622.3170218692075	439.59736455402	33.582861917613506	2.4292588288400774	6.828186978361298	2.297947540794668
LK-2309625	515.631306485848	6.070208127239025	521.7015146130869	587.3576196467504	289.85626062486193	204.7510252691632	15.641871320316177	1.131474562759919	3.1803609331630156	1.070313775583707
LK-2312	36044.36048317804	482.2429436810851	36526.603426859125	43902.889968574746	25083.73980953385	9412.874636503546	960.4248941522247	192.89717747243412	320.8184635857325	73.60550193027093
LK-2312005	675.7021758329604	9.040321480456756	684.7424973134171	823.0213514529088	470.2299427739896	176.4575591706417	18.00451393792019	3.6161285921827018	6.014192816472283	1.3798385417539258
LK-2312010	394.1029541641437	5.27276295603099	399.37571712017467	480.0267892402655	274.26137758875296	102.91878262492911	10.501123697695403	2.109105182412396	3.507774934959564	0.8047901353942037
LK-2312015	662.1065586129813	8.858423663948571	670.9649822769298	806.4615657093896	460.76857571616284	172.90710526378774	17.64225007599021	3.5433694655794286	5.893182900647892	1.352075190813203
LK-2312020	576.6241153423629	7.714741142653363	584.3388564850162	702.341912847012	401.28023034007714	150.5836263244435	15.364516044105434	3.085896457061345	5.132333054902027	1.177513121773408
LK-2312025	535.3274280366763	7.1622265250097525	542.489654561686	652.0415636510721	372.54132790192836	139.79912258237457	14.264139563493108	2.864890610003901	4.764765435585436	1.0931819432909622
LK-2312030	566.4274024273785	7.578317780272225	574.0057202076507	689.9220735393725	394.18420504670706	147.920785894303	15.092818147657946	3.03132711210889	5.0415756180337326	1.1566906085678659
LK-2312035	468.5389584435291	6.268653501413298	474.80761194494244	570.6916161860336	326.06236223035444	122.35751776495452	12.484518341762064	2.5074614005653193	4.1703042240981105	0.9567944817946613
LK-2312040	758.465495659583	10.147624438450327	768.6131200980334	923.8290471665825	527.8260147385099	198.07094732861515	20.209795197418966	4.059049775380131	6.75084067905327	1.5488479406055762
LK-2312045	638.6541189085174	8.544649930471952	647.1987688389893	777.8959353018187	444.44771754141163	166.78257227446466	17.017344914160983	3.417859972188781	5.684440795850815	1.304183410440456
LK-2312050	242.34187694612714	3.2423285792583836	245.58420552538553	295.1781808782314	168.64886780576185	63.2868408896718	6.45735333890196	1.2969314317033533	2.1570017495697877	0.49488173051838485
LK-2312055	484.853699107504	6.4869308812231194	491.34062998872713	590.5633590782568	337.4160026997465	126.61806245317926	12.919234976078043	2.5947723524892474	4.31551612308738	0.9901105029235286
LK-2312060	386.28547426265567	5.168171711538784	391.45364597419444	470.5049124377419	268.8210915305026	100.87727162848807	10.292821977085662	2.0672686846155135	3.438194233360538	0.7888262086032881
LK-2312065	534.1378115299282	7.1463104660652865	541.2841219959935	650.5925823985142	371.7134582843685	139.48845786552485	14.232441475574234	2.8585241864261146	4.754177067950802	1.090752650083649
LK-2312070	421.6340790346013	5.641106034460063	427.27518506906137	513.560355370892	293.42064588085213	110.10845178630836	11.23470801810362	2.256442413784025	3.7528200145039574	0.8610109210491675
LK-2312075	239.28286307163185	3.201401570544042	242.48426464217587	291.45222908593956	166.52006021775082	62.487988760629655	6.375843969967713	1.2805606282176167	2.1297745185092998	0.4886349765567222
LK-2312080	588.8601708403439	7.878449177510728	596.7386200178546	717.2457200161792	409.79546069212114	153.779034840612	15.690553519842418	3.151379671004291	5.241241979143979	1.2025001376200584
LK-2312085	574.5847727593659	7.687456470177135	582.2722292295431	699.8579449854841	399.8610252814031	150.05105823841538	15.310176464815935	3.074982588070854	5.114181567528368	1.1733486191322995
LK-2312090	698.6447798916751	9.347274045814316	707.9920539374893	850.9659898950976	486.1959996840722	182.44895013845775	18.615834204927037	3.738909618325726	6.218397049425945	1.4266891964663955
LK-2312095	548.4132096109062	7.3373031733988805	555.7505127843051	667.9803574292094	381.6478936950866	143.2164344677215	14.612818530600718	2.934921269359552	4.881237479566413	1.119904168571408
LK-2312100	766.96275642207	10.261310573767942	777.2240669958379	934.178913256282	533.7393691496517	200.2899810203989	20.436210111125206	4.104524229507176	6.826471876443515	1.5662000349435279
LK-2312105	546.2039218126596	7.307744778216301	553.511666590876	665.2893922458876	380.1104215481898	142.63948570785774	14.553950653037095	2.9230979112865203	4.861573368244949	1.1153926240435406
LK-2312110	783.2774970860448	10.479587953577763	793.7570850396227	954.0506561485053	545.0930096190438	204.55052570862364	20.870926745441185	4.191835181431105	6.971683775432785	1.5995160560723953
LK-2312115	857.2036657196811	11.468657330841015	868.6723230505222	1044.0944911288914	596.5391929959767	223.85611882714204	22.840736494685473	4.587462932336406	7.629675192727917	1.7504792768125759
LK-2312120	632.8759815900263	8.467343358455976	641.3433249484823	770.8580263608231	440.4266365418353	165.27362936405174	16.863382772840744	3.38693734338239	5.633011581625449	1.2923839862906488
LK-2312125	690.8272999901872	9.242682801322111	700.0699827915092	841.4441130925741	480.75571362582184	180.40743914201673	18.407532484317297	3.6970731205288443	6.14881634782692	1.41072526967548
LK-2312130	669.9240385144692	8.963014908440776	678.88705342291	815.983442511913	466.20886177441315	174.94861626022876	17.850551796599945	3.5852059633763105	5.962763602246916	1.3680391176041184
LK-2312135	503.88756321547476	6.7415878243345775	510.6291510398093	613.7470591191837	350.661916580704	131.5886979227748	13.42640438278002	2.696635129733831	4.484930005241529	1.0289791942405406
LK-2312140	392.40350201164625	5.250025728967467	397.6535277406137	477.95681602232554	273.0787067065246	102.47497588657235	10.455840714954155	2.1000102915869867	3.4926486954815146	0.8013197165266133
LK-2312145	1282.2366490592772	17.155237819428123	1299.3918868787055	1561.7947929356633	892.3251806412856	334.8521840901639	34.16601047827159	6.86209512777125	11.412747686187974	2.6184310355969243
LK-2312150	598.5470481095791	8.00805137177281	606.5550994813519	729.0445673584369	416.53668472082273	156.30873324924548	15.948666521467533	3.203220548709124	5.327461544168859	1.2222815251653236
LK-2312155	655.9885308639906	8.776569646519887	664.7651005105105	799.0096621248058	456.51096054014073	171.30940100570345	17.47923133812171	3.510627858607955	5.838728438526914	1.3395816828898774
LK-2312160	283.29867382131414	3.7902957514892885	287.0889695728034	345.06453543058325	197.15123606746496	73.98258328406935	7.548673222966036	1.5161183005957155	2.521544120990769	0.5785188252273125
LK-2312165	219.2293276721627	2.93310229119447	222.16242996335717	267.02654511424856	152.56454380745637	57.251069248020066	5.841504773620987	1.1732409164777882	1.9512848926683213	0.447684033919156
LK-2312170	729.4048638518777	9.758817855664084	739.1636817075419	888.43250513981	507.6023426524053	190.48185210271484	19.435456192543626	3.9035271422656335	6.492181983978632	1.489503777969781
LK-2312175	376.5985969934206	5.038569517276703	381.6371665106973	458.7060650954844	262.07986750180106	98.34757321985462	10.03470897546055	2.0154278069106812	3.351974668335659	0.7690448210580231
LK-2312180	352.12648599745825	4.711153447561971	356.8376394450202	428.89845075714965	245.04940679771286	91.9567561875175	9.382634023986578	1.8844613790247884	3.134156819851753	0.7190707893647219
LK-2312185	297.5740719022922	3.981288458822882	301.55536036111505	362.45231046127856	207.08567147818306	77.710559886266	7.929050277992519	1.5925153835291528	2.6486045326063805	0.6076703437150714
LK-2312190	207.67305303518046	2.7784891471625137	210.45154218234296	252.95072723225718	144.52238180830363	54.2331834271942	5.5335804909805	1.1113956588650054	1.848426464217588	0.42408518561954156
LK-2312195	243.19160302237583	3.253697192790145	246.445300215166	296.21316748720136	169.24020324687604	63.508744258850164	6.479994830272584	1.301478877116058	2.1645648693088124	0.49661693995218004
LK-2312200	150.74140592651807	2.0167920405344923	152.75819796705255	183.60662443127015	104.9029072536541	39.36565769224325	4.016600569148694	0.806716816213797	1.3416974417029466	0.3078261535552646
LK-2312205	563.5383337681329	7.539664494264235	571.0779982623972	686.4031190688746	392.17366454691887	147.16631443909654	15.015837076997824	3.015865797705694	5.015861010921049	1.1507908964929623
LK-2312210	229.76593101764647	3.074073098988313	232.8400041166348	279.860379065476	159.8971032772721	60.00267102583188	6.122259266616724	1.2296292395953252	2.045067577432225	0.4692006308982162
LK-2312215	308.45056567827544	4.126806712029429	312.57737239030484	375.7001390560939	214.65476512444442	80.55092301174916	8.218861367536505	1.6507226848117718	2.7454124652658938	0.6298810244676497
LK-2312220	478.5657261432637	6.402803141088084	484.96852928435175	582.9044581718791	333.04012043550165	124.97597752125931	12.751687939935426	2.5611212564352335	4.2595490370185995	0.9772699531134444
LK-2312225	310.82979869177177	4.158638829918361	314.9884375216901	378.59810156120983	216.31050435956413	81.1722524454486	8.282257543374254	1.6634555319673445	2.7665892005351624	0.6347396108822763
LK-2312230	185.7501202679642	2.485178918043067	188.23529918600727	226.24807272083234	129.265927427558	48.5080765023922	4.949430013618403	0.9940715672172267	1.653297974950756	0.379316782227626
LK-2312235	239.28286307163185	3.201401570544042	242.48426464217587	291.45222908593956	166.52006021775082	62.487988760629655	6.375843969967713	1.2805606282176167	2.1297745185092998	0.4886349765567222
LK-2312240	505.07717972222287	6.757503883279043	511.83468360550194	615.1960403717417	351.4897861982638	131.8993626396245	13.458102470698893	2.7030015533116174	4.495518372876163	1.031408487447854
LK-2312245	620.8098713072949	8.305909046304961	629.1157803535998	756.1612165134497	432.02967327801406	162.12260152171885	16.541873595377883	3.3223636185219845	5.525615281331301	1.2677440123307573
LK-2312250	674.1726688957127	9.019857976099585	683.1925268718123	821.158375556763	469.1655389799841	176.05813310612064	17.963759253453066	3.607943190439834	6.00057920094204	1.3767151647730944
LK-2312255	853.4648709841869	11.418635431301263	864.8835064154881	1039.5405500494237	593.9373170550743	222.8797440027572	22.741113932654727	4.567454172520506	7.596397465876209	1.742844355303877
LK-2312260	601.776007199324	8.051252103193503	609.8272593025175	732.9775164725226	418.78375939705654	157.15196605212327	16.034704188675903	3.220500841277401	5.356201399177151	1.228875321013745
LK-2312265	469.7285749502773	6.284569560357764	476.013144510635	572.1405974385915	326.89023184791427	122.66818248180424	12.516216429680936	2.513827824143106	4.180892591732744	0.9592237750019745
LK-2312270	554.7011825751465	7.421430913533915	562.1226134886805	675.6392583355871	386.0237759593315	144.85851939964147	14.780365566743335	2.968572365413566	4.937204565635194	1.1327447183814923
LK-2312275	546.7137574584088	7.314565946335358	554.0283234047442	665.9103842112695	380.46522281285826	142.77262772936479	14.567535547859471	2.925826378534143	4.866111240088364	1.1164337497038177
LK-2312280	677.911463631207	9.069879875639336	686.9813435068463	825.7123166362308	471.76741492088644	177.03450793050547	18.063381815483815	3.627951950255734	6.033856927793748	1.3843500862817932
LK-2312285	411.0974756891175	5.50013522666622	416.5976109157837	500.7265214196646	286.08808641103644	107.35685000849655	10.953953525107883	2.2000540906664883	3.659037329740054	0.8394943240701073
LK-2312290	235.71401355138732	3.1536533937106435	238.86766694509797	287.1052853282657	164.03645136507131	61.55599461008049	6.280749706211092	1.2614613574842575	2.0980094156053966	0.48134709693478245
LK-2312295	208.35283389617942	2.787584037987923	211.14041793416735	253.77871651943312	144.99545016119495	54.410706122536894	5.551693684077	1.1150336151951692	1.8544769600088076	0.4254733531665777
LK-2312300	341.9297730824739	4.574730085180833	346.5045031676547	416.4786114495102	237.95338150434281	89.29391575737704	9.11093612753909	1.829892034072333	3.043399382983459	0.6982482761591797
LK-2312305	131.5375966032976	1.759861374716682	133.29745797801428	160.21592706854915	91.53872628447382	34.350641548812035	3.504902864172592	0.7039445498866729	1.1707709356009928	0.2686104203514936
LK-2312310	298.59374319379054	3.9949307950609954	302.58867398885155	363.6942943920424	207.79527400752002	77.97684392928004	7.9562200676372665	1.597972318024398	2.6576802762932097	0.6097525950356256
LK-2312315	464.1203828470359	6.209536711048138	470.32991955808404	565.3096858193898	322.98741793656075	121.20362024522697	12.366782586634818	2.4838146844192552	4.130976001455182	0.9477713927389263
LK-2312320	519.8624134489502	6.9553177587316934	526.8177312076818	633.204807367819	361.77902287365043	135.76048126332822	13.852064420547752	2.7821271034926776	4.62711665633519	1.06160113159589
LK-2312325	472.44769839427306	6.320949123659401	478.7686475179325	575.4525545872954	328.7825052594796	123.37827326317502	12.588669202066933	2.5283796494637603	4.205094574897623	0.9647764451901191
LK-2312330	700.684122474672	9.374558718290544	710.0586811929625	853.4499577566255	487.61520474274624	182.98151822448585	18.670173784216537	3.7498234873162173	6.236548536799604	1.430853699107504
LK-2312335	396.82207760813947	5.309142519332627	402.1312201274721	483.33874638896935	276.15365100031835	103.62887340629989	10.5735764700814	2.1236570077330508	3.531976918124442	0.8103428055823483
LK-2312340	647.6612153167536	8.665157233908626	656.3263725506622	788.8667933569003	450.71587321722194	169.13474798775542	17.2573447226896	3.4660628935634503	5.764609865084475	1.322576630438685
LK-2312345	663.4661203349791	8.87661344559939	672.3427337805786	808.1175442837414	461.7147124219455	173.26215065447312	17.678476462183202	3.5506453782397553	5.90528389223033	1.354851525907275
LK-2312350	364.19259628018966	4.872587759712984	369.06518403990265	443.59526060452305	253.44637006153414	95.1077840298504	9.704143201449439	1.9490351038851939	3.2415531201459014	0.7437107633246134
LK-2312355	479.2455070042626	6.411898031913493	485.6574050361761	583.732447459055	333.513188788393	125.153500216602	12.769801133031924	2.5647592127653973	4.265599532809818	0.9786581206604805
LK-2312360	652.9295169894955	8.735642637805547	661.665159627301	795.283710332514	454.3821529521298	170.51054887666132	17.39772196918747	3.4942570551222185	5.811501207466427	1.333334928928215
LK-2315	34961.63951682195	467.75705631891475	35429.396573140875	42584.11003142524	24330.260190466164	9130.12536349646	931.5751058477757	187.10282252756588	311.18153641426744	71.39449806972911
LK-2315005	135.9561721997908	1.818978165081842	137.77515036487267	165.5978574351929	94.61367057826752	35.50453906853958	3.622638619299837	0.7275912660327368	1.2100991582439202	0.27763350940722853
LK-2315010	190.16869586445742	2.5442957084082267	192.71299157286563	231.6300030874761	132.3408717213517	49.661974022119736	5.067165768745648	1.0177182833632907	1.6926261975936834	0.38833987128336095
LK-2315015	284.9981259738115	3.8130329785528114	288.81115895236434	347.13450864852314	198.3339069496933	74.42639002242609	7.593956205707284	1.5252131914211247	2.536670360468818	0.5819892440949028
LK-2315020	196.286723613448	2.6261497258369095	198.9128733392849	239.08190667205977	136.59848689737373	51.259678280204014	5.2301845066141395	1.0504598903347637	1.7470806597146598	0.40083337920668616
LK-2315025	212.43151906217315	2.8421533829403782	215.27367244511353	258.74665224248895	147.833860278543	55.47584229459309	5.660372842655995	1.1368613531761513	1.8907799347561254	0.4338023584487946
LK-2315030	389.5144333524007	5.211372442959478	394.7258057953602	474.4378615518277	271.06816620673646	101.7205044313659	10.378859644294034	2.084548977183791	3.4669340883688315	0.7954200044517098
LK-2315035	255.76754895085648	3.421952673060215	259.18950162391667	311.53096929995667	177.99196777536577	66.79291412269008	6.815088902557818	1.368781069224086	2.2764990414463746	0.5222980395723487
LK-2315040	269.70305660133505	3.608397934981104	273.31145453631615	328.50474968706396	187.6898690096382	70.43212937721539	7.186409361036052	1.4433591739924418	2.4005342051663767	0.5507554742865897
LK-2315045	255.08776808985752	3.412857782234806	258.5006258720923	310.7029800127807	177.51889942247442	66.61539142734738	6.796975709461319	1.3651431128939224	2.2704485456551553	0.5209098720253125
LK-2315050	146.32283033002486	1.9576752501693324	148.2805055801942	178.22469406462636	101.82796295986041	38.21176017251572	3.8988648140214495	0.7830701000677329	1.302369219060019	0.2988030644995297
LK-2315055	196.11677839819825	2.6238760031305572	198.7406544013288	238.8749093502658	136.4802198091509	51.21529760636834	5.225656208340015	1.049550401252223	1.745568035766855	0.40048633731992717
LK-2315060	225.0074649906538	3.0104088632104484	228.01787385386424	274.06445405524425	156.58562480703276	58.760012158433	5.99546691494123	1.2041635452841795	2.002714106893688	0.4594834580689632
LK-2315065	119.98132196631539	1.6052482306847256	121.58657019700013	146.14010918655777	83.49656428532109	31.332755727986175	3.196978581532106	0.6420992922738903	1.0679125071502595	0.24501157205187918
LK-2315070	137.99551478278767	1.8462628375580696	139.84177762034574	168.0818252967208	96.03287563694153	36.03710715456767	3.6769781985893344	0.7385051350232279	1.228250645617579	0.28179801204833693
LK-2315075	161.1080640567521	2.155489125621983	163.2635531823741	196.2334610607036	112.117199635247	42.0728787962194	4.292826763870307	0.8621956502487931	1.4339675025190455	0.3289957086475658
LK-2315080	185.7501202679642	2.485178918043067	188.23529918600727	226.24807272083234	129.265927427558	48.5080765023922	4.949430013618403	0.9940715672172267	1.653297974950756	0.379316782227626
LK-2315085	168.24576309724114	2.2509854792887793	170.4967485765299	204.92734857605123	117.08441734060605	43.93686709731772	4.483015291383548	0.9003941917155118	1.4974977083268513	0.3435714678914453
LK-2315090	139.69496693528507	1.8690000646215927	141.56396699990665	170.15179851466073	97.21554651916988	36.48091389292441	3.722261181330582	0.747600025848637	1.243376885095628	0.2852684309159273
LK-2315095	114.54307507832375	1.532489104081452	116.07556418240522	139.51619488915003	79.71201746219039	29.912574165244592	3.0520730367601128	0.6129956416325808	1.0195085408205027	0.23390623167559002
LK-2315100	487.2329321210003	6.5187629991120515	493.7516951201124	593.4613215833726	339.0717419348662	127.2393918868787	12.982631151915792	2.6075051996448204	4.336692858356649	0.9949690893381552
LK-2315105	289.41670157030467	3.872149768917971	293.2888513392227	352.5164390151669	201.40885124348696	75.58028754215361	7.711691960834528	1.5488599075671883	2.575998583111745	0.5910123331506377
LK-2315110	156.1796528145097	2.089551167137766	158.26920398164745	190.23053872867786	108.6874540767848	40.785839254984836	4.161506113920687	0.8358204668551064	1.3901014080327032	0.31893149393155373
LK-2315115	216.51020422816688	2.8967227278928336	219.40692695605972	263.71458796554475	150.67227039589102	56.54097846664928	5.76905200123499	1.1586890911571335	1.927082909503443	0.4421313637310114
LK-2315120	85.82233370111796	1.1482299667079128	86.97056366782586	104.53364750596553	59.72487955253137	22.412240287015607	2.286790628433022	0.4592919866831651	0.7638750936414745	0.175256152813313
