entity_id	valid	rejected	polled	electors	UPFA	UNP	DNA	ITAK	UPF	TMVP	SMBP	TULF	AITC	DPLF	SLNF	IG4B	EDF	EPDP	ONF	UNAF	ELPP	LLF	USP	IG4J	PERLF	IG2G	JSP	UDF	IG6B	IG8B	DUA	IG3J	IG6J	ELMS	PNF	IG6G	IG5J	IG5M	SEP	SLLP	OWORS	IG8K	IG5B	IG9G	IG7G	IG9V	IG7J	IG5N	IG2M	IG4M	IG9K	IG2J	IG5G	IG5K	NPP	IG9J	IG4K	IG1A	IG1K	IG3K	MNA	OWO	IG6D	TLP	IG9M	MLF	IG1M	IG4H	IG3M	IG8D	IG7K	RJP	IG7M	IG1B	IG7T	IG6A	IG8M	IG8J	IG7A	IG6M	AITUF	J	IG1J	IG3B	IG3G	IG2K	IG6K	IG9D	IG8G	IG7C	CDUA	IG9B	IG4G	IG5A	IG8C	IG5P	IG7V	IG8R	IG2A	IG1H	IG3T	IG3A	IG2R	IG2B	IG3H	IG9N	IG7R	IG9R	IG4C	IG9C	IG3R	IG8P	IG7P	IG1G	IG6T	IG4P	IG2C	IG9P	IG8V	IG6P	IG2V	IG5T	IG7B	IG6N	IG3N	IG2P	IG1R	IG5V	IG3C	IG6V	IG2H	IG2N	IG1C	IG3P	IG4R	IG5D	IG5R	IG6C	NSU	IG4T	IG1P	IG3D	IG7N	IG4N	IG2D	IG5C	IG9T	IG4V	IG2T	IG1T	IG1N	OWOS	IG4A	IG4D	IG3V	IG1D	IG8N	IG6R	IG8T	IG1V	IG7D	JS	OORS 
LK-2106100	189.8346153105626	19.80286591705495	209.77748950671955	349.96137221302325	109.22069582964303	71.48490507913282	8.42659998459702	0	0	0	0.0	0	0	0	0.1471273441410913	0	0	0	0	0.0901748238284108	0	0.011865108398475106	0	0	0	0	0.011865108398475106	0	0	0	0	0	0	0.016611151757865147	0.02135719511725519	0	0	0.028476260156340253	0	0.011865108398475106	0	0	0	0	0	0	0	0	0.014238130078170127	0.011865108398475106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009492086718780084	0.047460433593900425	0.009492086718780084	0	0.007119065039085063	0	0	0	0.009492086718780084	0	0	0	0.009492086718780084	0	0	0.011865108398475106	0	0	0	0	0	0	0	0	0	0	0.009492086718780084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106105	248.3637461973892	25.908414840771687	274.4553361700489	457.8602131387423	142.89523085216987	93.5248758134699	11.024659209056953	0	0	0	0.0	0	0	0	0.1924891216450383	0	0	0	0	0.11797720358889445	0	0.015523316261696637	0	0	0	0	0.015523316261696637	0	0	0	0	0	0	0.021732642766375293	0.027941969271053947	0	0	0.03725595902807193	0	0.015523316261696637	0	0	0	0	0	0	0	0	0.018627979514035966	0.015523316261696637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01241865300935731	0.06209326504678655	0.01241865300935731	0	0.009313989757017983	0	0	0	0.01241865300935731	0	0	0	0.01241865300935731	0	0	0.015523316261696637	0	0	0	0	0	0	0	0	0	0	0.01241865300935731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106110	148.2481275751858	15.464712734414109	163.82217740382765	273.2964062921175	85.29405252416342	55.82492587315646	6.580610535638646	0	0	0	0.0	0	0	0	0.11489660749355	0	0	0	0	0.07042050136701451	0	0.009265855443028225	0	0	0	0	0.009265855443028225	0	0	0	0	0	0	0.012972197620239517	0.016678539797450806	0	0	0.022238053063267742	0	0.009265855443028225	0	0	0	0	0	0	0	0	0.011119026531633871	0.009265855443028225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007412684354422581	0.0370634217721129	0.007412684354422581	0	0.005559513265816936	0	0	0	0.007412684354422581	0	0	0	0.007412684354422581	0	0	0.009265855443028225	0	0	0	0	0	0	0	0	0	0	0.007412684354422581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106115	336.1574425276291	35.06673822634679	371.47210616504293	619.708474527321	193.40703338596018	126.58483191497554	14.92174804574685	0	0	0	0.0	0	0	0	0.2605317879009588	0	0	0	0	0.15968077322961993	0	0.021010628056528938	0	0	0	0	0.021010628056528938	0	0	0	0	0	0	0.02941487927914051	0.037819130501752084	0	0	0.050425507335669445	0	0.021010628056528938	0	0	0	0	0	0	0	0	0.025212753667834722	0.021010628056528938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01680850244522315	0.08404251222611575	0.01680850244522315	0	0.012606376833917361	0	0	0	0.01680850244522315	0	0	0	0.01680850244522315	0	0	0.021010628056528938	0	0	0	0	0	0	0	0	0	0	0.01680850244522315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106120	172.12185201586504	17.955134005930145	190.2039306480804	317.30777561708186	99.02971812545726	64.81491393584658	7.640345219299934	0	0	0	0.0	0	0	0	0.13339943779121258	0	0	0	0	0.08176094574300126	0	0.010758019176710692	0	0	0	0	0.010758019176710692	0	0	0	0	0	0	0.01506122684739497	0.019364434518079246	0	0	0.025819246024105662	0	0.010758019176710692	0	0	0	0	0	0	0	0	0.012909623012052831	0.010758019176710692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008606415341368554	0.04303207670684277	0.008606415341368554	0	0.006454811506026416	0	0	0	0.008606415341368554	0	0	0	0.008606415341368554	0	0	0.010758019176710692	0	0	0	0	0	0	0	0	0	0	0.008606415341368554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106125	375.8186299048866	39.20405098386538	415.2998575224306	692.8241364704071	216.2259617235935	141.5198120836382	16.682275020216412	0	0	0	0.0	0	0	0	0.29127036081481766	0	0	0	0	0.17852054372521084	0	0.023489545227001425	0	0	0	0	0.023489545227001425	0	0	0	0	0	0	0.032885363317801994	0.04228118140860257	0	0	0.056374908544803426	0	0.023489545227001425	0	0	0	0	0	0	0	0	0.028187454272401713	0.023489545227001425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01879163618160114	0.0939581809080057	0.01879163618160114	0	0.014093727136200856	0	0	0	0.01879163618160114	0	0	0	0.01879163618160114	0	0	0.023489545227001425	0	0	0	0	0	0	0	0	0	0	0.01879163618160114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106130	320.3699795910509	33.419846740344255	354.026108051908	590.6041819091994	184.32377064962068	120.63983980900304	14.22095575493858	0	0	0	0.0	0	0	0	0.2482960452847626	0	0	0	0	0.15218144711001577	0	0.020023874619738917	0	0	0	0	0.020023874619738917	0	0	0	0	0	0	0.028033424467634488	0.03604297431553005	0	0	0.048057299087373405	0	0.020023874619738917	0	0	0	0	0	0	0	0	0.024028649543686702	0.020023874619738917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016019099695791135	0.08009549847895567	0.016019099695791135	0	0.012014324771843351	0	0	0	0.016019099695791135	0	0	0	0.016019099695791135	0	0	0.020023874619738917	0	0	0	0	0	0	0	0	0	0	0.016019099695791135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106135	490.1814711771728	51.13397223612769	541.6769658053834	903.6527927528977	282.0242308136624	184.58475490007316	21.75874600485194	0	0	0	0.0	0	0	0	0.37990488659555627	0	0	0	0	0.2328449304940506	0	0.030637490854480344	0	0	0	0	0.030637490854480344	0	0	0	0	0	0	0.04289248719627248	0.05514748353806462	0	0	0.07352997805075281	0	0.030637490854480344	0	0	0	0	0	0	0	0	0.03676498902537641	0.030637490854480344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024509992683584274	0.12254996341792138	0.024509992683584274	0	0.018382494512688204	0	0	0	0.024509992683584274	0	0	0	0.024509992683584274	0	0	0.030637490854480344	0	0	0	0	0	0	0	0	0	0	0.024509992683584274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106140	396.9969338441989	41.41329566021025	438.70302572297743	731.8664802264238	228.4108263699026	149.49480149408913	17.62236223959336	0	0	0	0.0	0	0	0	0.3076841618853248	0	0	0	0	0.18858061534907006	0	0.024813238861719746	0	0	0	0	0.024813238861719746	0	0	0	0	0	0	0.034738534406407645	0.04466382995109554	0	0	0.059551773268127384	0	0.024813238861719746	0	0	0	0	0	0	0	0	0.029775886634063692	0.024813238861719746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019850591089375796	0.09925295544687898	0.019850591089375796	0	0.014887943317031846	0	0	0	0.019850591089375796	0	0	0	0.019850591089375796	0	0	0.024813238861719746	0	0	0	0	0	0	0	0	0	0	0.019850591089375796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106145	252.21434691362776	26.31009569101621	278.7104576610574	464.95882109438173	145.11066078786243	94.97487388809733	11.19558415803458	0	0	0	0.0	0	0	0	0.19547344911240325	0	0	0	0	0.11980630752050521	0	0.015763987831645423	0	0	0	0	0.015763987831645423	0	0	0	0	0	0	0.022069582964303593	0.02837517809696176	0	0	0.03783357079594901	0	0.015763987831645423	0	0	0	0	0	0	0	0	0.018916785397974506	0.015763987831645423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012611190265316338	0.06305595132658169	0.012611190265316338	0	0.009458392698987253	0	0	0	0.012611190265316338	0	0	0	0.012611190265316338	0	0	0.015763987831645423	0	0	0	0	0	0	0	0	0	0	0.012611190265316338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106150	352.715025607455	36.79396588239824	389.7691285763795	650.2324887365705	202.93338210943816	132.81982363587355	15.656725326350648	0	0	0	0.0	0	0	0	0.27336439601062806	0	0	0	0	0.16754592013554623	0	0.022045515807308715	0	0	0	0	0.022045515807308715	0	0	0	0	0	0	0.030863722130232196	0.039681928453155685	0	0	0.05290923793754091	0	0.022045515807308715	0	0	0	0	0	0	0	0	0.026454618968770455	0.022045515807308715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01763641264584697	0.08818206322923486	0.01763641264584697	0	0.013227309484385228	0	0	0	0.01763641264584697	0	0	0	0.01763641264584697	0	0	0.022045515807308715	0	0	0	0	0	0	0	0	0	0	0.01763641264584697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106155	328.4562410951519	34.26337652585775	362.9618631830259	605.5112586160421	188.97617351457507	123.68483576572066	14.579898147791598	0	0	0	0.0	0	0	0	0.25456313296622896	0	0	0	0	0.15602256536639839	0	0.020529284916631366	0	0	0	0	0.020529284916631366	0	0	0	0	0	0	0.028740998883283915	0.03695271284993646	0	0	0.049270283799915285	0	0.020529284916631366	0	0	0	0	0	0	0	0	0.024635141899957642	0.020529284916631366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016423427933305094	0.08211713966652547	0.016423427933305094	0	0.012317570949978821	0	0	0	0.016423427933305094	0	0	0	0.016423427933305094	0	0	0.020529284916631366	0	0	0	0	0	0	0	0	0	0	0.016423427933305094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106160	398.9222342023181	41.61413608533251	440.83058646848167	735.4157842042436	229.51854133774884	150.21980053140283	17.707824714082175	0	0	0	0.0	0	0	0	0.30917632561900726	0	0	0	0	0.18949516731487542	0	0.024933574646694136	0	0	0	0	0.024933574646694136	0	0	0	0	0	0	0.03490700450537179	0.04488043436404944	0	0	0.05984057915206592	0	0.024933574646694136	0	0	0	0	0	0	0	0	0.02992028957603296	0.024933574646694136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019946859717355308	0.09973429858677654	0.019946859717355308	0	0.01496014478801648	0	0	0	0.019946859717355308	0	0	0	0.019946859717355308	0	0	0.024933574646694136	0	0	0	0	0	0	0	0	0	0	0.019946859717355308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106165	407.7786158496669	42.538002040894916	450.6173658978012	751.7425825022142	234.61403018984174	153.55479610304593	18.10095209673072	0	0	0	0.0	0	0	0	0.31604027879394664	0	0	0	0	0.1937021063575802	0	0.02548711925757634	0	0	0	0	0.02548711925757634	0	0	0	0	0	0	0.03568196696060688	0.04587681466363741	0	0	0.06116908621818322	0	0.02548711925757634	0	0	0	0	0	0	0	0	0.03058454310909161	0.02548711925757634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020389695406061073	0.10194847703030537	0.020389695406061073	0	0.015292271554545805	0	0	0	0.020389695406061073	0	0	0	0.020389695406061073	0	0	0.02548711925757634	0	0	0	0	0	0	0	0	0	0	0.020389695406061073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106170	384.6750115522354	40.127916939427784	425.0866369517502	709.1509347683777	221.3214505756864	144.85480765528132	17.075402402864956	0	0	0	0.0	0	0	0	0.29813431398975704	0	0	0	0	0.18272748276791562	0	0.024043089837883634	0	0	0	0	0.024043089837883634	0	0	0	0	0	0	0.033660325773037084	0.04327756170819054	0	0	0.05770341561092072	0	0.024043089837883634	0	0	0	0	0	0	0	0	0.02885170780546036	0.024043089837883634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019234471870306906	0.09617235935153454	0.019234471870306906	0	0.01442585390273018	0	0	0	0.019234471870306906	0	0	0	0.019234471870306906	0	0	0.024043089837883634	0	0	0	0	0	0	0	0	0	0	0.019234471870306906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106175	363.4967076129231	37.91867226308291	401.6834687512034	670.1085910123609	209.13658592937733	136.87981824483037	16.135315183488007	0	0	0	0.0	0	0	0	0.2817205129192499	0	0	0	0	0.17266741114405637	0	0.022719396203165314	0	0	0	0	0.022719396203165314	0	0	0	0	0	0	0.03180715468443144	0.040894913165697565	0	0	0.05452655088759675	0	0.022719396203165314	0	0	0	0	0	0	0	0	0.027263275443798377	0.022719396203165314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01817551696253225	0.09087758481266126	0.01817551696253225	0	0.013631637721899188	0	0	0	0.01817551696253225	0	0	0	0.01817551696253225	0	0	0.022719396203165314	0	0	0	0	0	0	0	0	0	0	0.01817551696253225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106180	224.8750818283338	23.458161654280104	248.499095074897	414.55870460934193	129.3811082444453	84.67988755824253	9.982017020293426	0	0	0	0.0	0	0	0	0.17428472409411222	0	0	0	0	0.10681966960606878	0	0.01405521968500905	0	0	0	0	0.01405521968500905	0	0	0	0	0	0	0.01967730755901267	0.02529939543301629	0	0	0.03373252724402172	0	0.01405521968500905	0	0	0	0	0	0	0	0	0.01686626362201086	0.01405521968500905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01124417574800724	0.0562208787400362	0.01124417574800724	0	0.00843313181100543	0	0	0	0.01124417574800724	0	0	0	0.01124417574800724	0	0	0.01405521968500905	0	0	0	0	0	0	0	0	0	0	0.01124417574800724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106185	211.78303939312258	22.092446763448727	234.03168200546804	390.4234375601679	121.8486464630906	79.74989410450922	9.400872193769494	0	0	0	0.0	0	0	0	0.16413801070507142	0	0	0	0	0.10060071623859217	0	0.01323693634718318	0	0	0	0	0.01323693634718318	0	0	0	0	0	0	0.01853171088605645	0.023826485424929725	0	0	0.03176864723323963	0	0.01323693634718318	0	0	0	0	0	0	0	0	0.015884323616619817	0.01323693634718318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010589549077746544	0.05294774538873272	0.010589549077746544	0	0.007942161808309908	0	0	0	0.010589549077746544	0	0	0	0.010589549077746544	0	0	0.01323693634718318	0	0	0	0	0	0	0	0	0	0	0.010589549077746544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106190	231.42110304593942	24.141019099695793	255.73280160961147	426.6263381339289	133.14733913512265	87.14488428510917	10.272589433555394	0	0	0	0.0	0	0	0	0.1793580807886326	0	0	0	0	0.10992914628980709	0	0.014464361353921984	0	0	0	0	0.014464361353921984	0	0	0	0	0	0	0.02025010589549078	0.026035850437059572	0	0	0.03471446724941277	0	0.014464361353921984	0	0	0	0	0	0	0	0	0.017357233624706384	0.014464361353921984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011571489083137588	0.057857445415687936	0.011571489083137588	0	0.008678616812353192	0	0	0	0.011571489083137588	0	0	0	0.011571489083137588	0	0	0.014464361353921984	0	0	0	0	0	0	0	0	0	0	0.011571489083137588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106195	322.2952799491702	33.62068716546652	356.1536687974123	594.1534858870192	185.431485617467	121.36483884631677	14.306418229427395	0	0	0	0.0	0	0	0	0.2497882090184451	0	0	0	0	0.1530959990758212	0	0.020144210404713314	0	0	0	0	0.020144210404713314	0	0	0	0	0	0	0.028201894566598638	0.03625957872848396	0	0	0.04834610497131195	0	0.020144210404713314	0	0	0	0	0	0	0	0	0.024173052485655974	0.020144210404713314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01611536832377065	0.08057684161885326	0.01611536832377065	0	0.012086526242827987	0	0	0	0.01611536832377065	0	0	0	0.01611536832377065	0	0	0.020144210404713314	0	0	0	0	0	0	0	0	0	0	0.01611536832377065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106200	174.81727251723208	18.236310601101312	193.18251569178636	322.2768011860295	100.58051908044206	65.82991258808579	7.759992683584273	0	0	0	0.0	0	0	0	0.13548846701836806	0	0	0	0	0.0830413184951288	0	0.010926489275674843	0	0	0	0	0.010926489275674843	0	0	0	0	0	0	0.01529708498594478	0.019667680696214718	0	0	0.02622357426161962	0	0.010926489275674843	0	0	0	0	0	0	0	0	0.01311178713080981	0.010926489275674843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008741191420539874	0.04370595710269937	0.008741191420539874	0	0.006555893565404905	0	0	0	0.008741191420539874	0	0	0	0.008741191420539874	0	0	0.010926489275674843	0	0	0	0	0	0	0	0	0	0	0.008741191420539874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106205	325.7608205937849	33.98219993068659	359.98327813931996	600.5422330470947	187.42537255959027	122.66983711348146	14.460250683507258	0	0	0	0.0	0	0	0	0.25247410373907353	0	0	0	0	0.15474219261427086	0	0.02036081481766722	0	0	0	0	0.02036081481766722	0	0	0	0	0	0	0.028505140744734106	0.036649466671800995	0	0	0.04886595556240132	0	0.02036081481766722	0	0	0	0	0	0	0	0	0.02443297778120066	0.02036081481766722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016288651854133775	0.08144325927066888	0.016288651854133775	0	0.01221648889060033	0	0	0	0.016288651854133775	0	0	0	0.016288651854133775	0	0	0.02036081481766722	0	0	0	0	0	0	0	0	0	0	0.016288651854133775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106210	288.0249335746467	30.04572759829027	318.2830875274366	530.9758750818283	165.7141591898032	108.45985598213254	12.785186183526513	0	0	0	0.0	0	0	0	0.22322769455889716	0	0	0	0	0.13681697408448534	0	0.018002233432169126	0	0	0	0	0.018002233432169126	0	0	0	0	0	0	0.025203126805036773	0.032404020177904426	0	0	0.0432053602372059	0	0.018002233432169126	0	0	0	0	0	0	0	0	0.02160268011860295	0.018002233432169126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144017867457353	0.0720089337286765	0.0144017867457353	0	0.010801340059301475	0	0	0	0.0144017867457353	0	0	0	0.0144017867457353	0	0	0.018002233432169126	0	0	0	0	0	0	0	0	0	0	0.0144017867457353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106215	360.4162270399322	37.59732758288729	398.2793715583965	664.4297046478493	207.36424198082327	135.7198197851284	15.998575224305903	0	0	0	0.0	0	0	0	0.2793330509453579	0	0	0	0	0.17120412799876775	0	0.022526858947206282	0	0	0	0	0.022526858947206282	0	0	0	0	0	0	0.031537602526088795	0.04054834610497131	0	0	0.05406446147329508	0	0.022526858947206282	0	0	0	0	0	0	0	0	0.02703223073664754	0.022526858947206282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018021487157765026	0.09010743578882513	0.018021487157765026	0	0.01351611536832377	0	0	0	0.018021487157765026	0	0	0	0.018021487157765026	0	0	0.022526858947206282	0	0	0	0	0	0	0	0	0	0	0.018021487157765026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106220	256.06494762986637	26.711776541260736	282.9655791520659	472.0574290500212	147.326090723555	96.4248719627248	11.366509107012208	0	0	0	0.0	0	0	0	0.1984577765797682	0	0	0	0	0.121635411452116	0	0.01600465940159421	0	0	0	0	0.01600465940159421	0	0	0	0	0	0	0.022406523162231892	0.028808386922869578	0	0	0.0384111825638261	0	0.01600465940159421	0	0	0	0	0	0	0	0	0.01920559128191305	0.01600465940159421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012803727521275367	0.06401863760637684	0.012803727521275367	0	0.009602795640956525	0	0	0	0.012803727521275367	0	0	0	0.012803727521275367	0	0	0.01600465940159421	0	0	0	0	0	0	0	0	0	0	0.012803727521275367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2106225	376.58875004813433	39.28438715391429	416.1508818206323	694.243858061535	216.66904771073206	141.8098116985637	16.71646001001194	0	0	0	0.0	0	0	0	0.2918672263082907	0	0	0	0	0.178886364511533	0	0.023537679540991185	0	0	0	0	0.023537679540991185	0	0	0	0	0	0	0.03295275135738766	0.04236782317378413	0	0	0.05649043089837884	0	0.023537679540991185	0	0	0	0	0	0	0	0	0.02824521544918942	0.023537679540991185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018830143632792947	0.09415071816396474	0.018830143632792947	0	0.01412260772459471	0	0	0	0.018830143632792947	0	0	0	0.018830143632792947	0	0	0.023537679540991185	0	0	0	0	0	0	0	0	0	0	0.018830143632792947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
