entity_id	valid	rejected	polled	electors	UNP	UPFA	JVP	ITAK	SLMC	EPDP	ACMC	DP	BJP	AITC	CWC	FSP	UPP	PP	TULF	EDF	ONF	USP	JSP	AITM	IG0	IG1	OWORS	NSSP	SLMP	NSU	UPF	ELPP	MJP	SEP	SLNF	TLP	DUA	SLLP	SLVP	DNM	IG3	MNA	IG2 
LK-1212135	517.6208652327135	23.630337829626928	541.9074371126504	737.1045509782476	235.2628630453275	242.47552558026493	36.97967553773241	0	0	0	0	1.466180580872524	0.6266739579535788	0	0	0.14780046178150444	0.22465670190788675	0	0	0	0	0	0.18918459108032568	0	0.01773605541378053	0.053208166241341594	0.03547211082756106	0.02364807388504071	0	0	0.029560092356300888	0	0.041384129298821244	0	0	0	0	0	0	0	0	0	0
LK-1212140	454.84670069267224	20.764582573824278	476.1879329201604	647.7126321545752	206.73149835946043	213.06944950783813	32.4949872402479	0	0	0	0	1.2883703973751366	0.5506744440393729	0	0	0.12987604812249362	0.19741159314619028	0	0	0	0	0	0.16624134159679183	0	0.015585125774699234	0.0467553773240977	0.031170251549398467	0.020780167699598978	0	0	0.025975209624498723	0	0.03636529347429821	0	0	0	0	0	0	0	0	0	0
LK-1212145	918.2051525094179	41.91774213148621	961.2869850528618	1307.5462024547332	417.33165633734353	430.12616356786975	65.59806780896828	0	0	0	0	2.6008506501397495	1.1116539069145703	0	0	0.26218252521570057	0.39851743832786485	0	0	0	0	0	0.33559363227609673	0	0.03146190302588407	0.0943857090776522	0.06292380605176814	0.04194920403451209	0	0	0.05243650504314011	0	0.07341110706039616	0	0	0	0	0	0	0	0	0	0
LK-1212150	265.4602381820391	12.118744683436626	277.9155304411228	378.0217584153603	120.65382184955644	124.3528132215336	18.964910681735326	0	0	0	0	0.7519261149592903	0.32138777494227727	0	0	0.075799003524122	0.11521448535666545	0	0	0	0	0	0.09702272451087617	0	0.00909588042289464	0.02728764126868392	0.01819176084578928	0.01212784056385952	0	0	0.015159800704824401	0	0.021223720986754162	0	0	0	0	0	0	0	0	0	0
LK-1212155	393.6684894883947	17.97168550249119	412.13926358002186	560.5933892331997	178.92550735204762	184.4109855389476	28.124316441851985	0	0	0	0	1.1150808117632762	0.4766071211568842	0	0	0.11240733989549155	0.17085915664114715	0	0	0	0	0	0.14388139506622918	0	0.013488880787458985	0.04046664236237696	0.02697776157491797	0.017985174383278648	0	0	0.02248146797909831	0	0.03147405517073763	0	0	0	0	0	0	0	0	0	0
LK-1212160	458.03860736419983	20.9102989427634	479.52960262486334	652.2579839591689	208.18224571636895	214.5646737149107	32.72302223842508	0	0	0	0	1.2974115931461905	0.5545388261028071	0	0	0.13078745898651112	0.1987969376594969	0	0	0	0	0	0.16740794750273424	0	0.015694495078381335	0.04708348523514401	0.03138899015676267	0.02092599343784178	0	0	0.026157491797302226	0	0.03662048851622311	0	0	0	0	0	0	0	0	0	0
LK-1212165	256.41650261271116	11.705881638109126	268.447466277798	365.1432616356787	116.54337100498238	120.11634463482804	18.31881152023332	0	0	0	0	0.7263093936079718	0.31043869242921374	0	0	0.07321667274273909	0.11128934256896342	0	0	0	0	0	0.09371734111070604	0	0.00878600072912869	0.026358002187386074	0.01757200145825738	0.011714667638838255	0	0	0.01464333454854782	0	0.020500668367966945	0	0	0	0	0	0	0	0	0	0
LK-1212170	379.3049094665209	17.31596184226516	397.10174990885895	540.1393061125289	172.39714424595942	177.68247660712117	27.09815895005469	0	0	0	0	1.074395430793535	0.45921740187143034	0	0	0.10830599100741282	0.16462510633126748	0	0	0	0	0	0.1386316684894884	0	0.012996718920889539	0.038990156762668614	0.025993437841779078	0.01732895856118605	0	0	0.021661198201482563	0	0.03032567748207559	0	0	0	0	0	0	0	0	0	0
LK-1212175	543.1561186049338	24.79606878113987	568.6407947502734	773.4673654149957	246.86884190059544	254.4373192368453	38.80395552314984	0	0	0	0	1.5385101470409528	0.6575890144610523	0	0	0.15509174869364442	0.23573945801433951	0	0	0	0	0	0.19851743832786486	0	0.018611009843237332	0.055833029529711996	0.037222019686474664	0.024814679790983108	0	0	0.031018349738728884	0	0.04342568963422044	0	0	0	0	0	0	0	0	0	0
LK-1212180	322.38257382428	14.717353262850892	337.5086401749909	459.0805322639446	146.52548304775792	151.01764491432738	23.031534815895004	0	0	0	0	0.9131607728764126	0.3903025884068538	0	0	0.0920524972657674	0.13991979584396647	0	0	0	0	0	0.11782719650018228	0	0.01104629967189209	0.033138899015676265	0.02209259934378418	0.014728399562522785	0	0	0.01841049945315348	0	0.025774699234414875	0	0	0	0	0	0	0	0	0	0
LK-1212185	460.69852959047273	21.031729250212663	482.31432737878237	656.0457771296634	209.39120184712604	215.81069388747116	32.91305140357273	0	0	0	0	1.3049459229554017	0.5577591444890023	0	0	0.13154696803985905	0.19995139142058574	0	0	0	0	0	0.16838011909101958	0	0.015785636164783085	0.04735690849434926	0.03157127232956617	0.021047514886377447	0	0	0.02630939360797181	0	0.03683315105116053	0	0	0	0	0	0	0	0	0	0
LK-1212190	328.23440272208046	14.984499939239276	343.63503463361286	467.4136772390327	149.1851865354235	153.75888929396038	23.449598979219832	0	0	0	0	0.9297362984566776	0.39738728885648317	0	0	0.09372341718313283	0.1424595941183619	0	0	0	0	0	0.11996597399441002	0	0.01124681006197594	0.03374043018592782	0.02249362012395188	0.014995746749301252	0	0	0.018744683436626566	0	0.02624255681127719	0	0	0	0	0	0	0	0	0	0
LK-1212195	263.3323004010208	12.021600437477215	275.6877506379876	374.99152387896464	119.68665694495078	123.35599708348524	18.81288734961721	0	0	0	0	0.7458986511119213	0.3188115202333212	0	0	0.07519139628144368	0.1142909223477944	0	0	0	0	0	0.09624498724024791	0	0.009022967553773242	0.027068902661319724	0.018045935107546485	0.012030623405030989	0	0	0.015038279256288735	0	0.02105359095880423	0	0	0	0	0	0	0	0	0	0
LK-1212200	329.8303560578442	15.057358123708834	345.30586948596425	469.68635314132945	149.91056021387774	154.50650139749666	23.563616478308422	0	0	0	0	0.9342568963422044	0.39931947988820027	0	0	0.09417912261514157	0.14315226637501519	0	0	0	0	0	0.12054927694738121	0	0.011301494713816989	0.03390448414145097	0.022602989427633977	0.015068659618422652	0	0	0.018835824523028316	0	0.02637015433223964	0	0	0	0	0	0	0	0	0	0
LK-1212205	639.445303196014	29.191845910803256	669.4478308421436	910.5854781869	290.6330538340017	299.5432494835338	45.683011301494716	0	0	0	0	1.8112528861344026	0.7741645400413173	0	0	0.18258597642483898	0.27753068416575527	0	0	0	0	0	0.2337100498237939	0	0.02191031717098068	0.06573095151294203	0.04382063434196136	0.029213756227974237	0	0	0.036517195284967795	0	0.05112407339895492	0	0	0	0	0	0	0	0	0	0
LK-1212210	636.2533965244866	29.04612954186414	666.1061611374407	906.0401263823065	289.1823064770932	298.0480252764613	45.45497630331754	0	0	0	0	1.8022116903633492	0.7703001579778831	0	0	0.18167456556082148	0.27614533965244864	0	0	0	0	0	0.2325434439178515	0	0.021800947867298578	0.06540284360189573	0.043601895734597156	0.029067930489731438	0	0	0.036334913112164295	0	0.050868878357030016	0	0	0	0	0	0	0	0	0	0
LK-1212215	443.6750273423259	20.254575282537367	464.4920889537003	631.803900838498	201.6538826102807	207.83616478308423	31.69686474662778	0	0	0	0	1.256726212176449	0.5371491068173533	0	0	0.12668611009843236	0.1925628873496172	0	0	0	0	0	0.16215822092599344	0	0.015202333211811886	0.04560699963543566	0.030404666423623772	0.02026977761574918	0	0	0.025337222019686474	0	0.03547211082756106	0	0	0	0	0	0	0	0	0	0
LK-1212220	278.75984931340383	12.725896220682952	291.8391542107182	396.96072426783326	126.69860250334185	130.5829140843359	19.91505650747357	0	0	0	0	0.789597764005347	0.33748936687325315	0	0	0.07959654879086159	0.12098675416210962	0	0	0	0	0	0.10188358245230283	0	0.00955158585490339	0.02865475756471017	0.01910317170980678	0.012735447806537854	0	0	0.015919309758172316	0	0.022287033661441247	0	0	0	0	0	0	0	0	0	0
LK-1212225	575.075185320209	26.25323247053105	602.0574917973022	818.9208834609309	261.37631546968043	269.3895613075708	41.08430550492162	0	0	0	0	1.6289221047514888	0.6962328350953944	0	0	0.16420585733381943	0.24959290314740554	0	0	0	0	0	0.21018349738728886	0	0.01970470288005833	0.059114108640174995	0.03940940576011666	0.026272937173411108	0	0	0.03284117146676389	0	0.04597764005346944	0	0	0	0	0	0	0	0	0	0
LK-1212230	533.0484141450966	24.334633612832665	558.0588406853809	759.0737513671163	242.27480860371855	249.70244258111555	38.08184469558877	0	0	0	0	1.5098796937659498	0.6453518045935107	0	0	0.15220561429092233	0.23135253372220196	0	0	0	0	0	0.1948231862923806	0	0.01826467371491068	0.054794021144732044	0.03652934742982136	0.024352898286547575	0	0	0.03044112285818447	0	0.042617572001458257	0	0	0	0	0	0	0	0	0	0
LK-1212235	528.2605541378053	24.11605905942399	553.0463361283266	752.255723660226	240.0986875683558	247.45960627050673	37.739792198323	0	0	0	0	1.4963179001093692	0.6395552314983595	0	0	0.1508384979948961	0.22927451695224207	0	0	0	0	0	0.193073277433467	0	0.01810061975938753	0.05430185927816259	0.03620123951877506	0.024134159679183375	0	0	0.03016769959897922	0	0.04223477943857091	0	0	0	0	0	0	0	0	0	0
LK-1212240	821.9159679183376	37.52196500182283	860.4799489609917	1170.428089682829	373.5674444039373	385.02023332118125	58.71901203062341	0	0	0	0	2.3281079110463	0.9950783813343056	0	0	0.23468829748450604	0.3567262121764492	0	0	0	0	0	0.3004010207801677	0	0.028162595698140724	0.08448778709442217	0.05632519139628145	0.037550127597520966	0	0	0.04693765949690121	0	0.06571272329566169	0	0	0	0	0	0	0	0	0	0
LK-1212245	406.4361161745048	18.55455097824766	425.5059423988334	578.7747964515737	184.7284967796816	190.3918823672378	29.036456434560698	0	0	0	0	1.1512455948474904	0.49206464941062095	0	0	0.11605298335156154	0.17640053469437356	0	0	0	0	0	0.14854781868999878	0	0.013926358002187385	0.04177907400656215	0.02785271600437477	0.018568477336249847	0	0	0.02321059667031231	0	0.032494835338437236	0	0	0	0	0	0	0	0	0	0
LK-1212250	309.0829626929153	14.11020172560457	323.58501640539555	440.1415664114716	140.48070239397254	144.7875440515251	22.081388990156764	0	0	0	0	0.875489123830356	0.374200996475878	0	0	0.08825495199902783	0.1341475270385223	0	0	0	0	0	0.11296633855875562	0	0.01059059423988334	0.03177178271965002	0.02118118847976668	0.014120792319844453	0	0	0.017650990399805565	0	0.024711386559727794	0	0	0	0	0	0	0	0	0	0
LK-1212255	639.445303196014	29.191845910803256	669.4478308421436	910.5854781869	290.6330538340017	299.5432494835338	45.683011301494716	0	0	0	0	1.8112528861344026	0.7741645400413173	0	0	0.18258597642483898	0.27753068416575527	0	0	0	0	0	0.2337100498237939	0	0.02191031717098068	0.06573095151294203	0.04382063434196136	0.029213756227974237	0	0	0.036517195284967795	0	0.05112407339895492	0	0	0	0	0	0	0	0	0	0
LK-1212260	535.7083363713696	24.456063920281927	560.8435654393	762.8615445376108	243.48376473447564	250.948462753676	38.27187386073642	0	0	0	0	1.517414023575161	0.6485721229797059	0	0	0.15296512334427026	0.2325069874832908	0	0	0	0	0	0.19579535788066593	0	0.01835581480131243	0.05506744440393729	0.03671162960262486	0.02447441973508324	0	0	0.030593024668854052	0	0.04283023453639567	0	0	0	0	0	0	0	0	0	0
LK-1212265	335.15020051039005	15.300218738607363	350.8753189938024	477.2619394823186	152.3284724753919	156.99854174261756	23.943674808603717	0	0	0	0	0.9493255559606271	0.4057601166605906	0	0	0.0956981407218374	0.14546117389719285	0	0	0	0	0	0.12249362012395187	0	0.011483776886620488	0.034451330659861466	0.022967553773240976	0.015311702515493984	0	0	0.019139628144367482	0	0.02679547940211447	0	0	0	0	0	0	0	0	0	0
LK-1212270	443.6750273423259	20.254575282537367	464.4920889537003	631.803900838498	201.6538826102807	207.83616478308423	31.69686474662778	0	0	0	0	1.256726212176449	0.5371491068173533	0	0	0.12668611009843236	0.1925628873496172	0	0	0	0	0	0.16215822092599344	0	0.015202333211811886	0.04560699963543566	0.030404666423623772	0.02026977761574918	0	0	0.025337222019686474	0	0.03547211082756106	0	0	0	0	0	0	0	0	0	0
LK-1212275	253.22459594118362	11.560165269170009	265.1057965730952	360.5979098310852	115.0926236480739	118.6211204277555	18.090776522056142	0	0	0	0	0.7172681978369182	0.3065743103657796	0	0	0.0723052618787216	0.10990399805565683	0	0	0	0	0	0.09255073520476365	0	0.008676631425446592	0.026029894276339775	0.017353262850893184	0.011568841900595456	0	0	0.01446105237574432	0	0.020245473326042047	0	0	0	0	0	0	0	0	0	0
LK-1212280	754.8859278162595	34.46192125410135	790.3048851622311	1074.9757017863653	343.1017499088589	353.6205249726577	53.93027706890266	0	0	0	0	2.138242799854174	0.9139263580021874	0	0	0.21554866934013853	0.32763397739701056	0	0	0	0	0	0.2759022967553773	0	0.025865840320816624	0.07759752096244987	0.05173168064163325	0.03448778709442216	0	0	0.0431097338680277	0	0.06035362741523879	0	0	0	0	0	0	0	0	0	0
LK-1212285	484.10584518167457	22.10031595576619	506.81990521327015	689.3783570300158	220.0300157977883	226.77567140600317	34.58530805687204	0	0	0	0	1.3712480252764614	0.5860979462875198	0	0	0.1382306477093207	0.21011058451816747	0	0	0	0	0	0.1769352290679305	0	0.016587677725118485	0.04976303317535545	0.03317535545023697	0.022116903633491312	0	0	0.02764612954186414	0	0.038704581358609796	0	0	0	0	0	0	0	0	0	0
LK-1212290	683.0680277068902	31.1833029529712	715.1173168064163	972.7052861830113	310.45993437841776	319.97798031352534	48.79948960991615	0	0	0	0	1.9348158950054684	0.826977761574918	0	0	0.1950419248997448	0.2964637258476121	0	0	0	0	0	0.24965366387167334	0	0.023405030987969377	0.07021509296390813	0.04681006197593875	0.031206707983959168	0	0	0.03900838497994896	0	0.054611738971928545	0	0	0	0	0	0	0	0	0	0
LK-1212295	418.13977397010575	19.088844331024426	437.7587313160773	595.4410864017499	190.04790375501275	195.87437112650383	29.872584761210355	0	0	0	0	1.1843966460080204	0.5062340503098797	0	0	0.11939482318629238	0.18148013124316442	0	0	0	0	0	0.15282537367845425	0	0.014327378782355085	0.042982136347065256	0.02865475756471017	0.01910317170980678	0	0	0.023878964637258478	0	0.03343055049216187	0	0	0	0	0	0	0	0	0	0
LK-1212300	210.6658403208166	9.61728034998177	220.55020051039008	299.9932191031717	95.74932555596062	98.68479766678819	15.050309879693765	0	0	0	0	0.596718920889537	0.25504921618665694	0	0	0.06015311702515494	0.09143273787823551	0	0	0	0	0	0.07699598979219832	0	0.007218374043018593	0.02165512212905578	0.014436748086037185	0.00962449872402479	0	0	0.012030623405030989	0	0.016842872767043382	0	0	0	0	0	0	0	0	0	0
LK-1212305	627.2096609551586	28.63326649653664	656.6380969741159	893.1616296026249	285.07185563251915	293.8115566897557	44.80887714181553	0	0	0	0	1.7765949690120306	0.7593510754648195	0	0	0.17909223477943856	0.27222019686474663	0	0	0	0	0	0.22923806051768136	0	0.021491068173532628	0.06447320452059788	0.042982136347065256	0.02865475756471017	0	0	0.03581844695588771	0	0.0501458257382428	0	0	0	0	0	0	0	0	0	0
LK-1212310	926.1849191882367	42.282033053834	969.641159314619	1318.909581966217	420.9585247296148	433.8642240855511	66.16815530441123	0	0	0	0	2.6234536395673835	1.121314862073156	0	0	0.2644610523757443	0.40198079961113137	0	0	0	0	0	0.3385101470409527	0	0.03173532628508932	0.09520597885526795	0.06347065257017864	0.04231376838011909	0	0	0.05289221047514886	0	0.07404909466520841	0	0	0	0	0	0	0	0	0	0
LK-1212315	543.1561186049338	24.79606878113987	568.6407947502734	773.4673654149957	246.86884190059544	254.4373192368453	38.80395552314984	0	0	0	0	1.5385101470409528	0.6575890144610523	0	0	0.15509174869364442	0.23573945801433951	0	0	0	0	0	0.19851743832786486	0	0.018611009843237332	0.055833029529711996	0.037222019686474664	0.024814679790983108	0	0	0.031018349738728884	0	0.04342568963422044	0	0	0	0	0	0	0	0	0	0
LK-1212320	875.646396889051	39.97485721229798	916.7313889901568	1246.94151172682	397.9883582452303	410.18984080690245	62.55760116660591	0	0	0	0	2.4803013731923684	1.0601288127354478	0	0	0.25003038036213393	0.38004617815044356	0	0	0	0	0	0.32003888686353144	0	0.030003645643456072	0.09001093693036821	0.060007291286912144	0.04000486085794143	0	0	0.05000607607242678	0	0.0700085065013975	0	0	0	0	0	0	0	0	0	0
LK-1212325	425.0555717584154	19.404563130392514	444.9990156762669	605.289348645036	193.19118969498118	199.11402357516104	30.366660590594243	0	0	0	0	1.20398590351197	0.5146068781139872	0	0	0.12136954672499697	0.1844817110219954	0	0	0	0	0	0.15535301980799612	0	0.014564345606999637	0.04369303682099891	0.029128691213999275	0.019419127475999515	0	0	0.024273909344999393	0	0.03398347308299915	0	0	0	0	0	0	0	0	0	0
LK-1212330	724.0308299914934	33.053329687689875	758.0020780167699	1031.037301008628	329.07785879207677	339.1666909709564	51.725938753189936	0	0	0	0	2.0508445740673227	0.8765706647223235	0	0	0.20673836432130271	0.3142423137683801	0	0	0	0	0	0.26462510633126746	0	0.024808603718556324	0.07442581115566897	0.04961720743711265	0.03307813829140843	0	0	0.04134767286426054	0	0.057886742009964756	0	0	0	0	0	0	0	0	0	0
LK-1212335	265.4602381820391	12.118744683436626	277.9155304411228	378.0217584153603	120.65382184955644	124.3528132215336	18.964910681735326	0	0	0	0	0.7519261149592903	0.32138777494227727	0	0	0.075799003524122	0.11521448535666545	0	0	0	0	0	0.09702272451087617	0	0.00909588042289464	0.02728764126868392	0.01819176084578928	0.01212784056385952	0	0	0.015159800704824401	0	0.021223720986754162	0	0	0	0	0	0	0	0	0	0
LK-1212340	277.6958804228946	12.677324097703245	290.7252643091506	395.44560699963546	126.215020051039	130.08450601531172	19.83904484141451	0	0	0	0	0.7865840320816624	0.33620123951877506	0	0	0.07929274516952242	0.12052497265767408	0	0	0	0	0	0.1014947138169887	0	0.00951512942034269	0.028545388261028072	0.01903025884068538	0.012686839227123587	0	0	0.015858549033904483	0	0.022201968647466278	0	0	0	0	0	0	0	0	0	0
LK-1212345	661.2566654514522	30.187574431887228	692.28257382428	941.6453821849557	300.54649410620976	309.7606148985296	47.24125045570543	0	0	0	0	1.8730343905699356	0.8005711508081177	0	0	0.1888139506622919	0.2869972050066837	0	0	0	0	0	0.24168185684773363	0	0.022657674079475026	0.06797302223842508	0.04531534815895005	0.030210232105966704	0	0	0.03776279013245838	0	0.05286790618544173	0	0	0	0	0	0	0	0	0	0
LK-1212350	514.428958561186	23.484621460687812	538.5657674079475	732.5591991736542	233.812115688419	240.9803013731924	36.75164053955523	0	0	0	0	1.4571393851014705	0.6228095758901446	0	0	0.14688905091748694	0.22327135739458015	0	0	0	0	0	0.18801798517438328	0	0.017626686110098433	0.0528800583302953	0.035253372220196866	0.02350224814679791	0	0	0.029377810183497388	0	0.04112893425689634	0	0	0	0	0	0	0	0	0	0
LK-1212355	544.220087495443	24.84464090411958	569.7546846518411	774.9824826831937	247.3524243528983	254.9357273058695	38.8799671892089	0	0	0	0	1.5415238789646373	0.6588771418155305	0	0	0.15539555231498361	0.23620123951877509	0	0	0	0	0	0.198906306963179	0	0.018647466277798033	0.055942398833394094	0.037294932555596065	0.024863288370397377	0	0	0.03107911046299672	0	0.04351075464819541	0	0	0	0	0	0	0	0	0	0
LK-1212360	755.4179122615142	34.4862073155912	790.861830113015	1075.7332604204641	343.34354113501035	353.8697290071698	53.96828290193219	0	0	0	0	2.1397496658160167	0.9145704216794265	0	0	0.21570057115080812	0.32786486814922833	0	0	0	0	0	0.2760967310730344	0	0.025884068538096973	0.07765220561429093	0.051768137076193946	0.0345120913841293	0	0	0.043140114230161626	0	0.06039615992222627	0	0	0	0	0	0	0	0	0	0
LK-1212365	487.8297362984567	22.27031838619516	510.7185198687568	694.6812674687081	221.7225543808482	228.52009964758778	34.851348888078746	0	0	0	0	1.381796087009357	0.590606392028193	0	0	0.13929396038400776	0.21172681978369182	0	0	0	0	0	0.17829626929152995	0	0.01671527524608093	0.0501458257382428	0.03343055049216186	0.022287033661441243	0	0	0.027858792076801555	0	0.039002308907522175	0	0	0	0	0	0	0	0	0	0
LK-1212370	699.027561064528	31.91188479766679	731.8256653299308	995.4320452059789	317.7136711629603	327.4541013488881	49.93966460080205	0	0	0	0	1.9800218738607365	0.846299671892089	0	0	0.1995989792198323	0.3033904484141451	0	0	0	0	0	0.25548669340138536	0	0.02395187750637988	0.07185563251913964	0.04790375501275976	0.03193583667517317	0	0	0.03991979584396646	0	0.05588771418155305	0	0	0	0	0	0	0	0	0	0
LK-1212375	248.9687203791469	11.365876777251184	260.65023696682465	354.5374407582938	113.15829383886255	116.62748815165877	17.786729857819903	0	0	0	0	0.70521327014218	0.3014218009478673	0	0	0.07109004739336493	0.10805687203791468	0	0	0	0	0	0.0909952606635071	0	0.008530805687203791	0.025592417061611375	0.017061611374407582	0.011374407582938388	0	0	0.014218009478672985	0	0.019905213270142177	0	0	0	0	0	0	0	0	0	0
LK-1212380	359.0895005468466	16.393091505650748	375.93784177907406	511.35207801677	163.20907765220562	168.2127232956617	25.653937294932557	0	0	0	0	1.017134524243529	0.4347429821363471	0	0	0.10253372220196866	0.15585125774699235	0	0	0	0	0	0.13124316441851988	0	0.012304046664236238	0.03691213999270872	0.024608093328472476	0.016405395552314985	0	0	0.020506744440393732	0	0.028709442216551223	0	0	0	0	0	0	0	0	0	0
LK-1212385	574.0112164296999	26.204660347551343	600.9436018957346	817.405766192733	260.89273301737757	268.89115323854656	41.008293838862556	0	0	0	0	1.625908372827804	0.6949447077409162	0	0	0.16390205371248023	0.24913112164296997	0	0	0	0	0	0.20979462875197472	0	0.01966824644549763	0.05900473933649289	0.03933649289099526	0.02622432859399684	0	0	0.03278041074249605	0	0.04589257503949447	0	0	0	0	0	0	0	0	0	0
LK-1212390	482.5098918459108	22.027457771296632	505.1490703609187	687.105681127719	219.30464211933406	226.0280593024669	34.47129055778345	0	0	0	0	1.3667274273909344	0.5841657552558026	0	0	0.13777494227731193	0.20941791226151416	0	0	0	0	0	0.17635192611495928	0	0.016532993073277432	0.0495989792198323	0.033065986146554864	0.02204399076436991	0	0	0.02755498845546239	0	0.03857698383764734	0	0	0	0	0	0	0	0	0	0
LK-1212395	549.5399319479889	25.087501519018108	575.3241341596793	782.5580690241828	249.77033661441246	257.4277676509904	39.2600255195042	0	0	0	0	1.55659253858306	0.6653177785879208	0	0	0.15691457042167944	0.23851014704095275	0	0	0	0	0	0.20085065013974968	0	0.018829748450601532	0.05648924535180459	0.037659496901203064	0.02510633126746871	0	0	0.03138291408433588	0	0.043936079718070245	0	0	0	0	0	0	0	0	0	0
LK-1212400	1135.786790618544	51.85074128083607	1189.0774699234414	1617.3876838011909	516.2242678332725	532.0506136833151	81.14245351804593	0	0	0	0	3.2171588285332358	1.3750759509053347	0	0	0.3243103657795601	0.4929517559849313	0	0	0	0	0	0.4151172681978369	0	0.03891724389354721	0.11675173168064162	0.07783448778709443	0.05188965852472961	0	0	0.06486207315591201	0	0.09080690241827682	0	0	0	0	0	0	0	0	0	0
LK-1212405	363.8773605541378	16.611666059059424	380.9503463361283	518.1701057236602	165.38519868756833	170.4555596062705	25.99598979219832	0	0	0	0	1.0306963179001092	0.4405395552314983	0	0	0.10390083849799489	0.15792927451695224	0	0	0	0	0	0.13299307327743345	0	0.012468100619759385	0.037404301859278156	0.02493620123951877	0.016624134159679182	0	0	0.020780167699598978	0	0.029092234779438567	0	0	0	0	0	0	0	0	0	0
LK-1212410	450.5908251306356	20.57029408190546	471.7323733138899	641.652163081784	204.79716855024913	211.0758172317414	32.19094057601167	0	0	0	0	1.2763154696803987	0.5455219346214607	0	0	0.12866083363713696	0.1955644671284482	0	0	0	0	0	0.1646858670555353	0	0.015439300036456435	0.04631790010936931	0.03087860007291287	0.020585733381941914	0	0	0.025732166727427393	0	0.03602503341839835	0	0	0	0	0	0	0	0	0	0
LK-1212415	492.61759630574795	22.48889293960384	515.7310244258111	701.4992951755985	223.89867541621095	230.7629359581966	35.193401385344515	0	0	0	0	1.3953578806659375	0.5964029651233442	0	0	0.14066107668003403	0.2138048365536517	0	0	0	0	0	0.18004617815044355	0	0.016879329201604083	0.05063798760481225	0.033758658403208165	0.022505772268805443	0	0	0.028132215336006804	0	0.03938510147040952	0	0	0	0	0	0	0	0	0	0
LK-1212420	502.19331632033055	22.926042046421195	525.7560335399198	715.1353505893791	228.25091748693646	235.24860857941428	35.877506379876046	0	0	0	0	1.4224814679790982	0.6079961113136468	0	0	0.14339530927208652	0.2179608700935715	0	0	0	0	0	0.18354599586827075	0	0.01720743711265038	0.05162231133795115	0.03441487422530076	0.022943249483533844	0	0	0.028679061854417306	0	0.040150686596184225	0	0	0	0	0	0	0	0	0	0
LK-1212425	340.47004496293596	15.543079353505894	356.4447685016405	484.8375258233078	154.74638473690607	159.4905820877385	24.323733138899016	0	0	0	0	0.9643942155790497	0.4122007534329809	0	0	0.09721715882853323	0.1477700814193705	0	0	0	0	0	0.12443796330052254	0	0.011666059059423988	0.034998177178271965	0.023332118118847976	0.015554745412565317	0	0	0.019443431765706648	0	0.027220804471989303	0	0	0	0	0	0	0	0	0	0
LK-1212430	355.897593875319	16.24737513671163	372.5961720743711	506.80672621217644	161.7583302952971	166.71749908858914	25.425902296755375	0	0	0	0	1.0080933284724753	0.43087860007291284	0	0	0.10162231133795115	0.15446591323368575	0	0	0	0	0	0.13007655851257746	0	0.012194677360554136	0.03658403208166241	0.024389354721108272	0.016259569814072183	0	0	0.02032446226759023	0	0.02845424717462632	0	0	0	0	0	0	0	0	0	0
LK-1212435	491.5536274152388	22.440320816624133	514.6171345242435	699.9841779074006	223.41509296390814	230.26452788917246	35.117389719285455	0	0	0	0	1.392344148742253	0.5951148377688662	0	0	0.14035727305869486	0.2133430550492162	0	0	0	0	0	0.17965730951512943	0	0.016842872767043382	0.05052861830113015	0.033685745534086764	0.02245716368939118	0	0	0.028071454611738975	0	0.03930003645643456	0	0	0	0	0	0	0	0	0	0
LK-1212440	601.6744075829383	27.467535545023697	629.9047393364929	856.7988151658767	273.4658767772512	281.84976303317535	42.9845971563981	0	0	0	0	1.704265402843602	0.728436018957346	0	0	0.17180094786729858	0.2611374407582938	0	0	0	0	0	0.21990521327014217	0	0.020616113744075827	0.06184834123222749	0.041232227488151654	0.027488151658767772	0	0	0.034360189573459717	0	0.0481042654028436	0	0	0	0	0	0	0	0	0	0
LK-1212445	445.2709806780897	20.32743346700693	466.1629238060518	634.0765767407948	202.37925628873498	208.5837768866205	31.81088224571637	0	0	0	0	1.261246810061976	0.5390812978490704	0	0	0.12714181553044113	0.19325555960627053	0	0	0	0	0	0.16274152387896465	0	0.015257017863652935	0.04577105359095881	0.03051403572730587	0.02034269048487058	0	0	0.025428363106088227	0	0.035599708348523516	0	0	0	0	0	0	0	0	0	0
LK-1212450	611.250127597521	27.90468465184105	639.9297484506016	870.4348705796573	277.8181188479767	286.335435654393	43.66870215092964	0	0	0	0	1.7313889901567627	0.7400291651476486	0	0	0.17453518045935107	0.26529347429821365	0	0	0	0	0	0.22340503098796938	0	0.02094422165512213	0.06283266496536638	0.04188844331024426	0.027925628873496172	0	0	0.034907036091870215	0	0.0488698505286183	0	0	0	0	0	0	0	0	0	0
LK-1212455	1031.517839348645	47.09067322882489	1079.9162595698142	1468.9061915178029	468.8331875075951	483.2066229189452	73.69331024425811	0	0	0	0	2.921813100012152	1.2488394701664844	0	0	0.2945376108883218	0.4476971685502491	0	0	0	0	0	0.3770081419370519	0	0.035344513306598616	0.10603353991979585	0.07068902661319723	0.04712601774213149	0	0	0.05890752217766436	0	0.0824705310487301	0	0	0	0	0	0	0	0	0	0
