entity_id	valid	rejected	polled	electors	PA	UNP	Ind 2	SMBP	Ind 1	SLPF 
LK-1224430	662.7875366146094	8.781921109745177	671.5694577243546	920.5066703091563	469.3194311645343	184.20033693029185	1.9708904369469866	3.6942737027424912	2.2550653371579474	1.3475390429358467
LK-1224435	661.3244294697647	8.762534970430066	670.0869644401948	918.4746467543898	468.28340593017543	183.79371366996006	1.9665396854305472	3.6861185731558628	2.250087267980998	1.344564343061816
LK-1224440	842.0181618580744	11.156723175846246	853.1748850339206	1169.429555768034	596.2325223734867	234.01168632093368	2.5038574977107966	4.6932770771044225	2.8648788113342136	1.711939777504591
LK-1224445	634.6227240763507	8.408737927929295	643.0314620042799	881.3902168799041	449.37594540312745	176.37283916890527	1.8871384702555307	3.5372874581999016	2.159237505501677	1.2902760703607583
LK-1224450	639.7435990833068	8.476589415532183	648.220188498839	888.5022993215864	453.0020337233833	177.79602058006648	1.9023661005630683	3.5658304117531	2.176660747620999	1.3006875199198653
LK-1224455	818.6084475405606	10.846544946804475	829.4549924873652	1136.9171788917727	579.656118623746	227.50571415562538	2.4342454734477683	4.562795003718375	2.785229704503028	1.664344579520102
LK-1224460	360.6559112041969	4.778683341174804	365.43459454537174	500.89380624990514	255.38022026944304	100.23263367178133	1.0724602488022785	2.010239443103806	1.2270940521179559	0.7332635189485346
LK-1224465	588.9006257999565	7.802921074332084	596.7035468742886	817.8894807934557	417.0001568294152	163.66586228353748	1.7511774853668038	3.2824396586177764	2.0036728437220175	1.197316699297303
LK-1224470	742.5268760086408	9.838465702418715	752.3653417110595	1031.2519540439223	525.7828064370887	206.36130461837334	2.2080063945929265	4.138728265213718	2.526370107301674	1.5096601860705126
LK-1224475	959.7982870180657	12.717307390712662	972.5155944087784	1333.0074519267253	679.6325537393698	266.7448587776412	2.8540929947841573	5.349765008827978	3.265613380078617	1.9514031173640516
LK-1224480	818.2426707543495	10.841698411975697	829.0843691663252	1136.409173003081	579.3971123151563	227.40405834054243	2.4331577855686586	4.560756221321718	2.7839851872087906	1.6636009045515945
LK-1224485	870.9145279687555	11.539599427319684	882.4541273960751	1209.5620209746694	616.6940207520729	242.04249571248613	2.5897848401604717	4.854340886440326	2.9631956775789585	1.7706901000166946
LK-1224490	1080.138849681535	14.311817349380524	1094.4506670309156	1500.1413893062575	764.8456292653807	300.1896219399293	3.2119423070112867	6.020524417328133	3.6750595698826816	2.196072182003066
LK-1224495	688.7576884356013	9.126025082588393	697.8837135181897	956.5750884062589	487.7088790744029	191.41789980118077	2.0481162763637837	3.8390272529051384	2.3434260650487944	1.4003399656998892
LK-1224500	588.1690722275342	7.793228004674529	595.9623002322088	816.8734690160726	416.48214421223577	163.4625506533716	1.7490021096085844	3.278362093824463	2.001183809133543	1.1958293493602878
LK-1224505	932.3650280522293	12.353817278554336	944.7188453307837	1294.9070102748562	660.2070805951424	259.12067264642053	2.772516403850921	5.196856329078703	3.172274583010821	1.8956274947259786
LK-1227	70511.0	1065.0	71576.00000000001	91907.00000000006	51922.99999999999	17436.999999999993	396.00000000000006	373.99999999999994	206.00000000000003	175.0
LK-1227005	538.7524963105282	8.137331885389692	546.8898281959179	702.2326399910895	396.7274023334168	133.2306629911174	3.025712137666026	2.857617018906802	1.5739815665636399	1.337120262857461
LK-1227010	646.3459248740011	9.762425862501045	656.1083507365021	842.4744354412052	475.95721883440535	159.83795283045137	3.62997243338067	3.428307298192855	1.8883189931222677	1.6041544844485285
LK-1227015	614.1464316542756	9.27608386935093	623.4225155236265	800.5042630802216	452.2461058669562	151.87518725809593	3.4491354105755576	3.2575167766546933	1.7942472085317294	1.5242391334614205
LK-1227020	605.5075432294711	9.145601871188706	614.6531451006599	789.2439729345919	445.8845877537382	149.73883551917132	3.4006181605546737	3.2116949294127473	1.7690084370562191	1.50279842953805
LK-1227025	216.36488736669173	3.2679809539720996	219.63286832066385	282.0190850109988	159.32711274468855	53.50590037033943	1.215136580068499	1.1476289922869156	0.632116503773007	0.5369921755353215
LK-1227030	537.1817893242002	8.113607885723832	545.295397209924	700.185314510066	395.5707626764681	132.84223540222203	3.016890819480411	2.8492857739537216	1.5693926990226381	1.333221953053212
LK-1227035	281.5492272993066	4.252526940105254	285.8017542394119	366.98309247347754	207.32765850806112	69.62564530949794	1.581221284771531	1.4933756578397792	0.8225545067245843	0.6987720324116614
LK-1227040	297.2562971625874	4.4897669367638455	301.7460640993512	387.4563472837134	218.89405507754853	73.50992119845182	1.6694344666276835	1.57668810737059	0.868443182134603	0.7377551304541531
LK-1227045	308.2512460668839	4.655834934424861	312.90708100130877	401.78762565087857	226.9905326761897	76.22891432071953	1.7311836939269905	1.6350068220421576	0.9005652549216162	0.7650432990838972
LK-1227050	446.8661376103361	6.749477904936931	453.615615515273	582.4640993512099	329.0639824019157	110.50764904073733	2.509665023807535	2.370239189151561	1.3055328154150307	1.1090691393088854
LK-1227055	360.8699301088742	5.450588923231142	366.3205190321053	470.37302926516855	265.73796118397235	89.24123854871495	2.0266978531451003	1.9141035279703726	1.0542923175451786	0.8956366775262439
LK-1227060	403.2790187397321	6.091136914209339	409.3701556539415	525.6508172528054	296.9672319215883	99.72878344889037	2.264873444156712	2.1390471417035615	1.178191741152229	1.0008910422409711
LK-1227065	412.7032606577005	6.233480912204494	418.93674156990505	537.9347701389469	303.9070698632807	102.05934898226269	2.3178013532704034	2.1890346114220476	1.2057249463982402	1.0242809010664662
LK-1227070	325.52902291649264	4.9167989307493105	330.4458218472419	424.30820594213793	239.71356890262578	80.50161779856876	1.8282181939687576	1.7266505165260488	0.9510427978726366	0.8079247069306379
LK-1227075	428.01765377439926	6.464789908946622	434.4824436833459	557.8961935789268	315.1843065185309	105.84651797399272	2.4038092055801523	2.270264249714588	1.2504664049230085	1.0622894216578955
LK-1227080	946.7436360092445	14.299640798596608	961.0432768078412	1234.0254336869657	697.1645532258514	234.12472920669396	5.317049536379584	5.021657895469607	2.7659399103388744	2.3497062345111797
LK-1227085	340.8434160331913	5.148107927491438	345.99152396068274	444.2696293821179	250.99080555787597	84.28878679029879	1.9142260462785063	1.8078801548185894	0.9957842563974049	0.8459332275220672
LK-1227090	418.5934118564308	6.3224459109514655	424.91585776738225	545.6122406927853	308.24446857683847	103.51595244062038	2.3508812964664605	2.2202767799961016	1.2229331996769972	1.0388995628324005
LK-1227095	360.4772533622922	5.444657923314677	365.9219112856069	469.86119789491266	265.44880126973516	89.1441316514911	2.024492523598697	1.9120207167321024	1.0531451006599282	0.8946621000751817
LK-1227100	323.9583159301646	4.893074931083452	328.85139086124803	422.26088046111437	238.55692924567705	80.11319020967338	1.8193968757831427	1.718319271572968	0.9464539303316348	0.8040263971263888
LK-1227105	289.402762230947	4.37114693843455	293.77390916938157	377.21971987859547	213.1108567928048	71.56778325397488	1.6253278756996072	1.5350318826051847	0.8454988444295937	0.7182635814329072
LK-1227110	302.3610948681536	4.566869935677888	306.92796480383146	394.11015509704004	222.6531339626319	74.77231086236182	1.6981037507309331	1.6037646534681034	0.8833570016428591	0.7504246373179628
LK-1227115	546.9987079887505	8.261882883635453	555.260590872386	712.9810987664633	402.7997605323977	135.2699078328182	3.072024058140506	2.9013560549104778	1.5980731211538997	1.357586389329769
LK-1227120	916.1148497758472	13.837022805112355	929.9518725809596	1194.1025868070058	674.610079915351	226.55039122323393	5.145033831760087	4.859198618884527	2.6764569932893383	2.2736891933283214
LK-1227125	544.6426475092585	8.226296884136664	552.8689443933952	709.910110544928	401.06480104697465	134.68726644947512	3.0587920808620837	2.8888591874808567	1.591189819842397	1.3517389246233955
LK-1227130	454.3269957953944	6.862166903349761	461.18916269874416	592.1888953860719	334.5580207724222	112.35268008799042	2.551566285189207	2.4098126026786955	1.3273299362347895	1.1275861108790688
LK-1227135	542.6792637763484	8.196641884554339	550.8759056609027	707.3509536936485	399.6190014757887	134.20173196335588	3.0477654331300643	2.878445131289505	1.5854537354161444	1.3468660373680839
LK-1227140	532.8623451117979	8.04836688664272	540.9107119984407	694.5551694372512	392.3900036198591	131.77405953275974	2.992632194469969	2.8263748503327486	1.5567733132848829	1.3225016010915267
LK-1227145	592.5492105922646	8.949878873945368	601.49908946621	772.3535377161473	436.3423105839111	146.53430791078438	3.327842285523348	3.1429621585498286	1.7311502798429537	1.4706373736529947
LK-1227150	314.53407401219613	4.750730933088297	319.28480494528446	409.9769275749729	231.61709130398464	77.78262467630107	1.7664689666694513	1.6683318018544817	0.9189207250856236	0.7806365383008939
LK-1227155	387.1792721298694	5.847965917634283	393.02723804750366	504.66573107231363	285.1116754378637	95.74740066271266	2.1744549327541556	2.0536518809344804	1.1311558488569597	0.9609333667474174
LK-1227160	403.2790187397321	6.091136914209339	409.3701556539415	525.6508172528054	296.9672319215883	99.72878344889037	2.264873444156712	2.1390471417035615	1.178191741152229	1.0008910422409711
LK-1227165	239.92549216161277	3.6238409489599865	243.54933311057277	312.72896722635255	176.67670759891962	59.332314203770224	1.3474563528527275	1.2725976665831313	0.700949516888035	0.5954668225990588
LK-1227170	256.41791551805755	3.872942945451508	260.29085846350904	334.22588477710025	188.82142399688135	63.41080388717178	1.4400801938016874	1.3600757385904827	0.7491326260685546	0.636399075543675
LK-1227175	441.36866315818787	6.666443906106425	448.0351070642943	575.2984601676274	325.0157436025952	109.1481524796035	2.478790410157882	2.3410798318157773	1.2894717790215244	1.0954250549940134
LK-1227180	588.6224431264445	8.89056887478072	597.5130120012252	767.2352240135884	433.4507114415393	145.56323893854594	3.3057889900593103	3.122134046167126	1.719678110990449	1.4608915991423719
LK-1227185	278.01513658006854	4.199147940857071	282.2142845209256	362.3766101411745	204.7252192799265	68.75168323448334	1.561373318853897	1.4746303566953471	0.8122295547573303	0.690000835352101
LK-1227190	497.91411466599834	7.520507894077354	505.4346225600757	649.0021774844763	366.6547712527497	123.13154567983739	2.79635786484003	2.641004650126695	1.4546710104975913	1.235764207946983
LK-1227195	160.2121126054632	2.419847965917634	162.63196057138083	208.82719906440565	117.97724500877119	39.61961406732938	0.8997744549327541	0.8497869852142678	0.4680644891821903	0.3976276000334141
LK-1227200	599.224715284159	9.05070587252527	608.2754211566843	781.0546710104977	441.25802912594327	148.1851251635898	3.365332887812213	3.1783699496004236	1.750652966892212	1.4872051903210537
LK-1227205	566.6325453178514	8.55843287945869	575.1909781973101	738.5726672792581	417.25775624425694	140.12525269401053	3.1822905354606963	3.005496616823991	1.655433965416423	1.4063152618828836
LK-1227210	863.1034889872748	13.036337816389608	876.1398268036644	1125.0053518224597	635.5734914933311	213.44096009801464	4.847314342995572	4.5780191017180405	2.521582713780525	2.142121237434912
LK-1227215	722.9178904574945	10.918970846211678	733.8368613037062	942.2815526411049	532.3434021106563	178.77379778910145	4.060011694929413	3.8344554896555563	2.1120262857461087	1.7941970874056747
LK-1227220	412.7032606577005	6.233480912204494	418.93674156990505	537.9347701389469	303.9070698632807	102.05934898226269	2.3178013532704034	2.1890346114220476	1.2057249463982402	1.0242809010664662
LK-1227225	453.93431904881237	6.856235903433297	460.79055495224566	591.677064015816	334.26886085818506	112.25557319076657	2.549360955642803	2.4077297914404254	1.326182719349539	1.1266115334280065
LK-1227230	152.35857767382285	2.3012279675883387	154.6598056414112	198.59057165928775	112.19404672402752	37.677476122852454	0.855667864004678	0.8081307604488626	0.445120151477181	0.3781360510121683
LK-1227235	530.8989613788879	8.018711887060396	538.9176732659483	691.9960125859717	390.9442040486732	131.2885250466405	2.98160554673795	2.8159607941413975	1.5510372288586307	1.3176287138362153
LK-1227240	863.8888424804388	13.048199816222537	876.9370422966613	1126.0290145629715	636.1518113218054	213.63517389246232	4.85172500208838	4.5821847241945814	2.5238771475510258	2.144070392337037
LK-1227245	631.4242085038844	9.537047865675381	640.9612563695597	823.0248433714811	464.96914209339235	156.1478907359452	3.546169910617325	3.349160471138585	1.8447247514827498	1.5671205413081613
LK-1227250	429.98103750730934	6.494444908528945	436.47548241583826	560.4553504302063	316.63010608971683	106.33205246011194	2.414835853312171	2.2806783059059392	1.2562024893492607	1.067162308913207
LK-1227255	898.4443961796563	13.570127808871439	912.0145239885278	1171.0701751454903	661.5978837746777	222.18058084816082	5.045794002171915	4.765472113162365	2.624832233453067	2.2298332080305183
LK-1227260	854.8572773090524	12.911786818143847	867.7690641271963	1114.2568930470861	629.5011332943502	211.40171525631388	4.801002422521092	4.534280065714365	2.4974911591902655	2.121655110962604
LK-1227265	319.24619497118033	4.821902932085874	324.0680979032662	416.1189040180436	235.08701027483085	78.94790744298722	1.792932921226297	1.6933255367137248	0.9326873277086292	0.7923314677136413
LK-1227270	409.9545234316264	6.19196391278924	416.1464873444156	534.3519505471556	301.8829504636204	101.37960070169576	2.3023640464455766	2.1744549327541556	1.1976944282014867	1.01745885890903
LK-1227275	464.1439144599449	7.010441901261382	471.1543563612063	604.9846796424694	341.78701862835186	114.78035251858658	2.6066995238493025	2.4618828836354525	1.3560103583660514	1.1519505471556262
LK-1227280	401.7083117534041	6.06741291454348	407.77572466794754	523.6034917717818	295.8105922646396	99.340355859995	2.256052125971097	2.1307158967504805	1.1736028736112272	0.9969927324367222
LK-1227285	403.2790187397321	6.091136914209339	409.3701556539415	525.6508172528054	296.9672319215883	99.72878344889037	2.264873444156712	2.1390471417035615	1.178191741152229	1.0008910422409711
LK-1227290	440.58330966502376	6.654581906273494	447.23789157129727	574.2747974271155	324.43742377412076	108.95393868515579	2.474379751065074	2.3369142093392363	1.2871773452510233	1.0934759000918888
LK-1227295	283.90528777879877	4.288112939604043	288.1934007184028	370.05408069501294	209.06261799348425	70.20828669284103	1.594453262049954	1.505872525269401	0.8294378080360872	0.7046194971180353
LK-1227300	509.6944170634589	7.698437891571297	517.3928549550302	664.3571185921533	375.32956867986525	126.04475259655278	2.8625177512321445	2.703488987274803	1.4890875170551054	1.2650015314788516
LK-1227305	602.758806003397	9.104084871773452	611.8628908751705	785.6611533428006	443.86046835407785	149.05908723860438	3.385180853729847	3.1971152507448553	1.7609779188594659	1.4959763873806142
LK-1227310	328.27776014256676	4.958315930164565	333.2360760727313	427.8910255339292	241.73768830228607	81.18136607913569	1.8436555007935844	1.7412301951939408	0.95907331606939	0.814746749088074
LK-1227315	863.4961657338569	13.042268816306073	876.538434550163	1125.5171831927157	635.8626514075683	213.5380669952385	4.849519672541977	4.580101912956311	2.5227299306657756	2.1430958148859744
LK-1227320	370.6868487734247	5.598863921142762	376.28571269456745	483.16881352156605	272.966959039902	91.66891097931112	2.081831091805196	1.9661738089271297	1.0829727396764404	0.9200011138028013
LK-1227325	332.20452760838697	5.0176259293292125	337.22215353771617	433.0093392364882	244.62928744465793	82.15243505137416	1.8657087962576226	1.7620583075766436	0.9705454849218946	0.8244925235986968
LK-1227330	399.74492802049394	6.037757914961156	405.7826859354551	521.0443349205024	294.36479269345364	98.85482137387575	2.2450254782390777	2.120301840559129	1.1678667891849748	0.9921198451814106
LK-1227335	605.5075432294711	9.145601871188706	614.6531451006599	789.2439729345919	445.8845877537382	149.73883551917132	3.4006181605546737	3.2116949294127473	1.7690084370562191	1.50279842953805
LK-1227340	964.8067663520173	14.572466794753987	979.3792331467713	1257.569676718737	710.4659092807618	238.5916464789909	5.418494695514159	5.117467212430039	2.8187118870603958	2.394536797260045
LK-1227345	2509.5970874056748	37.90502046612647	2547.5021078718014	3271.1142873054328	1848.0210118898449	620.6101801576032	14.094261131066744	13.311246623785259	7.331863113635731	6.228524489739092
LK-1227350	526.5795171664857	7.953470887979283	534.532988054465	686.3658675131568	387.7634449920642	130.22034917717818	2.9573469217275083	2.7930498705204245	1.5384178431208755	1.30690836187453
LK-1227355	667.55046918943	10.082699857990143	677.6331690474201	870.1133294350235	491.5718542032133	165.08172528053908	3.7490602288864756	3.5407791050594493	1.9502687049257927	1.656781666805892
LK-1227360	372.25755575975273	5.622587920808621	377.88014368056133	485.2161390025896	274.1235986968507	92.0573385682065	2.090652409990811	1.9745050538802105	1.087561607217442	0.9238994236070504
LK-1227365	362.83331384178433	5.480243922813466	368.3135577645978	472.9321861164481	267.1837607551583	89.72677303483418	2.0377245008771196	1.9245175841617241	1.060028401971431	0.9005095647815554
LK-1227370	488.88254949461196	7.384094895998663	496.2666443906106	637.2300559685907	360.00409322529447	120.89808704368892	2.7456352852727424	2.5930999916464788	1.4282850221368306	1.2133489265725503
LK-1227375	858.7840447748725	12.971096817308496	871.7551415921811	1119.375206749645	632.3927324367221	212.37278422855232	4.82305571798513	4.5551081780970675	2.50896332804277	2.131400885473227
LK-1227380	867.8156099462591	13.107509815387186	880.9231197616463	1131.1473282655306	639.0434104641773	214.60624286470082	4.873778297552419	4.603012836577284	2.535349316403531	2.1538161668476596
LK-1227385	855.2499540556344	12.917717818060312	868.1676718736948	1114.768724417342	629.7902932085874	211.4988221535377	4.803207752067496	4.536362876952635	2.4986383760755158	2.1226296884136664
LK-1227390	541.8939102831844	8.18477988472141	550.0786901679057	706.3272909531368	399.04068164731433	134.0075181689082	3.043354774037257	2.8742795088129647	1.5831593016456436	1.3449168824659594
LK-1227395	192.80428257177067	2.912120958984212	195.7164035307549	251.30920279564504	141.9775178904575	47.67948653690864	1.0828168072842703	1.0226603179906997	0.563283490657979	0.47851752847158413
LK-1227400	257.9886225043856	3.8966669451173668	261.885289449503	336.2732102581238	189.97806365383008	63.799231476067156	1.4489015119873025	1.3684069835435635	0.7537214936095564	0.6402973853479241
LK-1227405	430.76639100047333	6.506306908361874	437.27269790883526	561.4790131707181	317.20842591819115	106.52626625455963	2.4192465124049787	2.2848439283824797	1.2584969231197616	1.0691114638153314
LK-1227410	240.3181689081948	3.629771948876451	243.94794085707125	313.24079859660844	176.96586751315678	59.42942110099407	1.3496616823991312	1.2746804778214016	0.7020967337732854	0.5964414000501211
LK-1227415	516.7625985019353	7.805195890067664	524.567794392003	673.5700832567594	380.5344471361346	127.79267674658202	2.902213683067413	2.740979589563668	1.509737420989614	1.282543925597973
LK-1227420	212.43811990087156	3.2086709548074515	215.646790855679	276.90077130843986	156.43551360231672	52.53483139810097	1.1930832846044608	1.126800879904213	0.6206443349205023	0.5272464010246986
LK-1227425	349.0896277114137	5.272658925737199	354.36228663715093	455.0180881574917	257.06316375685685	86.32803163199956	1.9605379667529865	1.851619190822265	1.0198758109876647	0.8663993539943753
LK-1227430	283.1199342856347	4.2762509397711135	287.3961852254059	369.03041795450116	208.4842981650099	70.01407289839334	1.5900426029571464	1.5017069027928607	0.8271433742655863	0.7026703422159107
LK-1227435	183.38004065380224	2.769776960989057	186.14981761479132	239.02524990950354	135.0376799487651	45.348921003536326	1.029888898170579	0.9726728482722135	0.5357502854119678	0.4551276696460892
LK-1227440	354.1944254169799	5.349761924651241	359.5441873416312	461.67189597081835	260.82224264194025	87.59042129590956	1.989207250856236	1.8786957369197783	1.0347896304959208	0.879068860858185
LK-1227445	334.560588087879	5.053211928828	339.613800016707	436.08032745802353	246.364246930081	82.73507643471723	1.8789407735360453	1.774555175006265	0.9774287862333974	0.8303399883050705
LK-1227450	347.12624397850357	5.243003926154874	352.36924790465844	452.4589313062122	255.6173641856709	85.84249714588032	1.9495113190209672	1.8412051346309135	1.0141397265614123	0.8615264667390639
LK-1227455	219.11362459276586	3.309497953387353	222.4231225461532	285.60190460279006	161.35123214434884	54.18564865090636	1.2305738868933256	1.1622086709548074	0.6401470219697603	0.5438142176927575
LK-1227460	251.3131178124913	3.7958399465374653	255.10895775902875	327.57207696377355	185.06234511179795	62.14841422326177	1.4114109096984377	1.3329991924929692	0.7342188065602985	0.6237295686798652
LK-1227465	363.22599058836636	5.486174922729931	368.71216551109626	473.444017486704	267.4729206693955	89.82387993205803	2.0399298304235236	1.9266003953999944	1.0611756188566814	0.9014841422326177
LK-1227470	981.6918664550442	14.827499791161975	996.5193662462061	1279.5784256397405	722.8997855929608	242.7672430596163	5.513323866009523	5.2070280956756605	2.868042213126166	2.4364436276557235
LK-1227475	290.9734692172751	4.39487093810041	295.3683401553755	379.2670453596191	214.2674964497536	71.95621084287028	1.6341491938852228	1.543363127558266	0.8500877119705956	0.7221618912371566
LK-1227480	555.637596413555	8.392364881797677	564.0299612953527	724.241388912093	409.16127864561577	137.40625957174282	3.12054130816139	2.947177902152424	1.62331189262941	1.3790270932531394
LK-1227485	331.4191741152229	5.005763929496283	336.4249380447192	431.9856764959764	244.05096761618356	81.95822125692646	1.861298137164815	1.757892685100103	0.9682510511513936	0.8225433686965723
LK-1227490	108.37878205663688	1.636955976944282	110.01573803358116	141.26545819062736	79.80813632946287	26.80150363378164	0.6086709548074514	0.5748559017625929	0.3166318603291287	0.2689833764931919
LK-1227495	686.7916297719489	10.373318853896917	697.1649486258458	895.1930665775625	505.74069000083534	169.83996324450757	3.8571213766602623	3.6428368557346924	2.0064823323030656	1.7045359619079443
LK-1227500	1125.0188789574806	16.992314760671622	1142.011193718152	1466.3968757831426	828.443154289533	278.21126054632026	6.3182691504469135	5.967254197644307	3.286776376242586	2.792164397293459
LK-1227505	577.627494222148	8.724500877119707	586.3519950992677	752.9039456464234	425.35423384289817	142.84424581627823	3.2440397627600035	3.063815331495559	1.6875560382034362	1.433603430512628
LK-1227510	202.6212012363211	3.060395956895831	205.68159719321693	264.1049870520424	149.20651574638708	50.1071589675048	1.1379500459443654	1.0747305989474563	0.5919639127892407	0.5028819647481413
LK-1227515	389.53533260936155	5.8835519171330715	395.4188845264946	507.73671929384903	286.84663492328684	96.33004204605575	2.187686910032579	2.0661487483641023	1.1380391501684628	0.9667808314537911
LK-1227520	227.35983627098824	3.4340489516331134	230.79388522262136	296.35036337816393	167.42359034332972	56.22489349260714	1.2768858073678055	1.205947706958483	0.66423857656002	0.5642803441650656
LK-1227525	556.4229499067189	8.404226881630606	564.8271767883496	725.2650516526048	409.73959847409014	137.6004733661905	3.1249519672541974	2.9513435246289643	1.6256063263999108	1.380976248155264
LK-1227530	354.58710216356195	5.355692924567705	359.9427950881296	462.18372734107425	261.11140255617744	87.6875281931334	1.9914125804026397	1.8807785481580486	1.0359368473811712	0.8800434383092474
LK-1227535	588.6224431264445	8.89056887478072	597.5130120012252	767.2352240135884	433.4507114415393	145.56323893854594	3.3057889900593103	3.122134046167126	1.719678110990449	1.4608915991423719
LK-1227540	470.42674240525713	7.105337899924818	477.532080305182	613.1739815665636	346.4135772561468	116.33406287416813	2.6419847965917636	2.4952078634477766	1.3743658285300588	1.1675437863726228
LK-1227545	338.8800323002812	5.1184529279091135	343.9984852281903	441.7104725308384	249.54500598669003	83.80325230417954	1.9031993985464872	1.797466098627238	0.9900481719711525	0.8410603402667557
LK-1227550	225.78912928466016	3.4103249519672545	229.19945423662742	294.3030378971403	166.26695068638097	55.83646590371175	1.2680644891821904	1.197616462005402	0.6596497090190182	0.5603820343608165
LK-1227555	496.7360844262523	7.502714894327959	504.2387993205803	647.4666833737086	365.78729151003813	122.84022498816584	2.789741876200819	2.6347562164118843	1.45122935984184	1.232840475593796
LK-1227560	310.21462979979395	4.685489934007184	314.90011973380115	404.346782502158	228.43633224737562	76.71444880683875	1.7422103416590093	1.6454208782335087	0.9063013393478685	0.7699161863392087
LK-1227565	385.2158883969593	5.818310918051959	391.0341993150113	502.1065742210342	283.6658758666778	95.26186617659343	2.1634282850221367	2.0432378247431293	1.1254197644307076	0.9560604794921059
LK-1227570	351.8383649374878	5.314175925152451	357.15254086264025	458.60090774928295	259.0872831565171	87.00777991256648	1.9759752735778129	1.8661988694901566	1.027906329184418	0.8732213961518113
LK-1227575	277.2297830869045	4.187285941024142	281.4170690279286	361.35294740066274	204.14689945145213	68.55746944003565	1.5569626597610895	1.4704647342188066	0.8099351209868294	0.6880516804499764
LK-1227580	318.0681647314343	4.80410993233648	322.8722746637708	414.58340990727595	234.2195305321193	78.65658675131569	1.7863169325870856	1.6870771029989142	0.9292456770528779	0.7894077353604545
LK-1227585	276.4444295937404	4.1754239411912115	280.6198535349316	360.3292846601509	203.56857962297772	68.36325564558794	1.5525520006682816	1.466299111742266	0.8076406872163283	0.6861025255478517
LK-1227590	403.67169548631415	6.097067914125804	409.7687634004399	526.1626486230613	297.25639183582547	99.82589034611422	2.267078773703116	2.1411299529418315	1.1793389580374796	1.0018656196920335
LK-1227595	616.8951688803497	9.317600868766185	626.2127697491159	804.0870826720129	454.27022526661654	152.55493553866287	3.4645727174003844	3.2720964553225853	1.8022777267284826	1.5310611756188566
LK-1227600	265.84215743602596	4.015286943446663	269.8574443794726	346.50983766324174	195.76126193857377	65.74136942054409	1.4930081029153788	1.4100632083089688	0.7766658313145658	0.65978893436917
LK-1227605	466.499974939437	7.04602790076017	473.5460028401971	608.0556678640047	343.52197811377494	115.36299390192966	2.6199315011277253	2.474379751065074	1.362893659677554	1.1577980118619997
LK-1227610	512.050477542951	7.734023891070086	519.7845014340211	667.4281068136886	377.0645281652883	126.62739397989586	2.875749728510567	2.7159858547044244	1.495970818366608	1.2708489961852254
LK-1227615	329.8484671288948	4.982039929830423	334.83050705872523	429.9383510149528	242.8943279592348	81.56979366803107	1.8524768189791996	1.7495614401470219	0.9636621836103917	0.8186450588923231
LK-1227620	349.87498120457775	5.284520925570128	355.15950213014787	456.0417508980035	257.64148358533123	86.52224542644726	1.964948625845794	1.8557848132988055	1.0221702447581655	0.8683485088964998
LK-1227625	640.8484504218528	9.679391863670537	650.5278422855233	835.3087962576226	471.90898003508477	158.47845626931752	3.5990978197310164	3.399147940857071	1.8722579567287612	1.5905104001336563
LK-1227630	561.9204243588673	8.487260880461115	570.4076852393284	732.4306908361875	413.78783727341073	138.95996992732438	3.155826580903851	2.9805028819647483	1.6416673627934175	1.3946203324701363
LK-1227635	631.4242085038844	9.537047865675381	640.9612563695597	823.0248433714811	464.96914209339235	156.1478907359452	3.546169910617325	3.349160471138585	1.8447247514827498	1.5671205413081613
LK-1227640	675.7966808676524	10.207250856235904	686.0039317238883	880.8617882103974	497.6442124021942	167.12097012223987	3.795372149360956	3.584518141063125	1.9743602595160528	1.6772477932782002
LK-1227645	220.29165483251188	3.327290953136747	223.61894578564863	287.13739871355773	162.21871188706038	54.476969342577895	1.237189875532537	1.1684571046696182	0.6435886726255117	0.5467379500459444
LK-1227650	312.570690279286	4.721075933505972	317.29176621279197	407.4177707236933	230.1712917327987	77.29709019018182	1.755442318937432	1.6579177456631302	0.9131846406593712	0.7757636510455823
LK-1227655	572.1300197699998	8.641466878289199	580.7714866482889	745.7383064628408	421.3059950435775	141.48474925514438	3.21316514911035	3.034655974159775	1.6714950018099295	1.4199593461977558
LK-1227660	453.5416423022304	6.850304903516832	460.3919472057472	591.1652326455601	333.9797009439479	112.15846629354273	2.5471556260963997	2.405646980202155	1.3250355024642886	1.1256369559769441
LK-1227665	475.13886336424133	7.176509898922395	482.31537326316374	619.3159580096344	349.88349622699303	117.49934564085429	2.6684487511486092	2.5202015983070196	1.3881324311530643	1.17923871578537
LK-1227670	456.2903795283045	6.891821902932086	463.1822014312366	594.7480522373514	336.0038203436082	112.83821457410966	2.5625929329212265	2.420226658870047	1.333066020661042	1.1324589981343802
LK-1227675	360.8699301088742	5.450588923231142	366.3205190321053	470.37302926516855	265.73796118397235	89.24123854871495	2.0266978531451003	1.9141035279703726	1.0542923175451786	0.8956366775262439
LK-1227680	213.6161501406176	3.2264639545568454	216.84261409517444	278.43626541920753	157.30299334502826	52.826152089772506	1.1996992732436722	1.1330493136190236	0.6240859855762537	0.5301701333778854
LK-1227685	360.4772533622922	5.444657923314677	365.9219112856069	469.86119789491266	265.44880126973516	89.1441316514911	2.024492523598697	1.9120207167321024	1.0531451006599282	0.8946621000751817
LK-1227690	534.433052098126	8.07209088630858	542.5051429844347	696.6024949182747	393.54664327680786	132.16248712165512	3.0014535126555844	2.8347060952858296	1.5613621808258848	1.326399910895776
