entity_id	valid	rejected	polled	electors	UNP	SLFP	SLMC	TULF	INDI	USA	MEP	ELJP	IND 1	DPLF	USP	IND	ACTC	IND 2	USF	IND1	IND2 
LK-1312055	296.84643563363977	24.935465058001256	321.78190069164106	578.1929942864432	165.62899242748702	121.73123502127775	3.2498109149892014	0	0	2.095672459198644	2.5613774501316757	1.5793473605554997	0	0	0	0	0	0	0	0	0
LK-1312060	572.0506018826488	48.05295291555417	620.1035547982029	1114.2315038409315	319.18242375089983	234.58737550005011	6.262686920784771	0	0	4.038555117141581	4.9360118098397106	3.0435487839327857	0	0	0	0	0	0	0	0	0
LK-1312065	433.3797647144589	36.404432334903724	469.7841970493626	844.1305461139613	241.809384084054	177.72102898695996	4.744548428544091	0	0	3.0595686127994606	3.7394727489771182	2.305761853124231	0	0	0	0	0	0	0	0	0
LK-1312070	296.84643563363977	24.935465058001256	321.78190069164106	578.1929942864432	165.62899242748702	121.73123502127775	3.2498109149892014	0	0	2.095672459198644	2.5613774501316757	1.5793473605554997	0	0	0	0	0	0	0	0	0
LK-1312075	235.39307812172518	19.773307575246722	255.1663856969719	458.4950746771886	131.34036213196768	96.53034928329947	2.577032777772715	0	0	1.6618248753861435	2.03111929213862	1.2523897611605719	0	0	0	0	0	0	0	0	0
LK-1312080	351.8872688834416	29.55896262951184	381.44623151295343	685.400696197341	196.3396786921696	144.30246311703223	3.8523861161483155	0	0	2.4842489907872314	3.036304322073283	1.872187645230957	0	0	0	0	0	0	0	0	0
LK-1312085	425.09692087589644	35.70866328288029	460.8055841587767	827.9973482535835	237.1878730442231	174.3243878657542	4.653869636136651	0	0	3.001093503676906	3.6680031711606627	2.2616936549449145	0	0	0	0	0	0	0	0	0
LK-1312090	490.825294562553	41.22992737313079	532.0552219356838	956.022079661743	273.8617993603004	201.27837869854838	5.37344973072472	0	0	3.4651217889720156	4.2351488531880195	2.61139613081949	0	0	0	0	0	0	0	0	0
LK-1312095	469.9845907106863	39.47928266158795	509.46387337227424	915.4288721420826	262.23348126008074	192.73199136132095	5.145290188538259	0	0	3.317990869244298	4.055322173520809	2.50051485798121	0	0	0	0	0	0	0	0	0
LK-1312100	577.3943721010762	48.50183617492414	625.8962082760004	1124.6400185895625	322.1640437765972	236.77875686856999	6.321189367499248	0	0	4.076280993994843	4.982121214882585	3.071979879532345	0	0	0	0	0	0	0	0	0
LK-1312105	296.0448701008757	24.868132569095764	320.9130026699715	576.6317170741487	165.18174942363243	121.40252781599978	3.24103554798203	0	0	2.0900135776706548	2.5544610393752447	1.575082696215566	0	0	0	0	0	0	0	0	0
LK-1312110	573.6537329481771	48.187617893365164	621.8413508415422	1117.354058265521	320.0769097586091	235.24478991060607	6.280237654799114	0	0	4.04987288019756	4.9498446313525735	3.0520781126126537	0	0	0	0	0	0	0	0	0
LK-1312115	238.59934025278162	20.0426375308687	258.6419777836503	464.7401835263671	133.1293341473861	97.84517810441137	2.6121342458014016	0	0	1.6844604014981002	2.058784935164345	1.2694484185203074	0	0	0	0	0	0	0	0	0
LK-1312120	357.76541612371176	30.0527342148188	387.81815033853053	696.8500624208349	199.61946072043668	146.71298262240407	3.9167388075342404	0	0	2.525747455325819	3.087024667620445	1.903461850390472	0	0	0	0	0	0	0	0	0
LK-1312125	426.4328634305033	35.820884097722775	462.2537475282261	830.5994769407412	237.93327805064743	174.87223320788416	4.668495247815271	0	0	3.0105249728902215	3.6795305224213815	2.2688014288448044	0	0	0	0	0	0	0	0	0
LK-1312130	300.05269776469623	25.204795013623233	325.25749277831943	584.4381031356218	167.41796444290543	123.04606384238967	3.284912383017888	0	0	2.1183079853106004	2.5890430931574007	1.596406017915235	0	0	0	0	0	0	0	0	0
LK-1312135	280.81512497835774	23.588815279891378	304.40394025824907	546.9674500405507	156.684132350395	115.1570909157182	3.07430357484577	0	0	1.982494828638861	2.4230492350030524	1.4940540737568229	0	0	0	0	0	0	0	0	0
LK-1312140	321.1605901274843	26.977883888134574	348.1384740156189	625.5517363927136	179.19536354440993	131.70202024804308	3.5159970475400724	0	0	2.267325198880981	2.7711752430767547	1.7087088455334931	0	0	0	0	0	0	0	0	0
LK-1312145	381.2780050847921	32.02782055604662	413.30582564083875	742.6475273148106	212.73858883350496	156.35506064389142	4.17414957307794	0	0	2.6917413134801667	3.2899060498090926	2.0285586710285313	0	0	0	0	0	0	0	0	0
LK-1312150	342.2684824902724	28.750972762645915	371.0194552529183	666.6653696498055	190.9727626459144	140.3579766536965	3.747081712062257	0	0	2.4163424124513617	2.953307392996109	1.821011673151751	0	0	0	0	0	0	0	0	0
LK-1312155	156.0380903780789	13.10739117360282	169.1454815516817	303.9286306600206	87.06330475036222	63.988335960779665	1.7082714440627307	0	0	1.1015956041152188	1.346394627251934	0.8301879915071214	0	0	0	0	0	0	0	0	0
LK-1312160	222.8352181084209	18.718431915727315	241.5536500241482	434.0350650179061	124.33355507157893	91.38060306727782	2.439552027993694	0	0	1.5731690647809804	1.9227621902878649	1.1855766865016084	0	0	0	0	0	0	0	0	0
LK-1312165	397.5765042509955	33.396914497124996	430.97341874812054	774.3934972981347	221.83252991188184	163.03877381787697	4.352582035557095	0	0	2.8068052378826125	3.4305397351898597	2.115273512607186	0	0	0	0	0	0	0	0	0
LK-1312170	226.8430457722414	19.055094360254785	245.8981401324962	441.8414510793792	126.56977009085192	93.0241390936677	2.483428863029552	0	0	1.601463472420926	1.9573442440700206	1.2069000082012775	0	0	0	0	0	0	0	0	0
LK-1312175	224.4383491739491	18.853096893538304	243.2914460674874	437.1576194424954	125.22804107928813	92.03801747783378	2.4571027620080375	0	0	1.5844868278369586	1.9365950118007274	1.1941060151814762	0	0	0	0	0	0	0	0	0
LK-1312180	202.26170276747555	16.990231367152973	219.25193413462853	393.9622832356774	112.85431797264418	82.94378479847639	2.2143176081429576	0	0	1.4279244388959258	1.7452409808727982	1.0761169684433065	0	0	0	0	0	0	0	0	0
LK-1312185	227.11023428316278	19.077538523223286	246.18777280638608	442.3618768168108	126.7188510921368	93.1337081620937	2.486353985365276	0	0	1.6033497662635892	1.9596497143221645	1.2083215629812556	0	0	0	0	0	0	0	0	0
LK-1312190	405.0577825567938	34.02535106024294	439.08313361703676	788.9654179462178	226.0067979478581	166.10670773380474	4.4344854609573625	0	0	2.8596214654771774	3.495092902249884	2.1550770464465687	0	0	0	0	0	0	0	0	0
LK-1312195	210.8117351169593	17.708444582144907	228.52017969910423	410.6159068334867	117.62491001375992	86.44999498810814	2.3079215228861205	0	0	1.488285841861143	1.8190160289413972	1.1216067214026006	0	0	0	0	0	0	0	0	0
LK-1312200	347.077875686857	29.15496769607888	376.23284338293587	676.0330329235733	193.656220669042	142.3302198853644	3.7997339141052864	0	0	2.450295701619297	2.994805857534696	1.846599659191354	0	0	0	0	0	0	0	0	0
LK-1312205	282.41825604388595	23.723480257702366	306.1417363015883	550.0900044651399	157.57861835810422	115.81450532627416	3.091854308860113	0	0	1.9938125916948395	2.436882056515915	1.5025834024366906	0	0	0	0	0	0	0	0	0
LK-1312210	254.6306509080637	21.389287308978577	276.0199382170423	495.96572777225964	142.07419422447808	104.41932220997093	2.787641585944833	0	0	1.7976380320578829	2.197113150292968	1.3547417053189843	0	0	0	0	0	0	0	0	0
LK-1312215	219.89614448828584	18.47154612307384	238.3676906113597	428.3103819061592	122.6936640574454	90.1753433145919	2.407375682300732	0	0	1.552419832511687	1.897402017514284	1.169939583921851	0	0	0	0	0	0	0	0	0
LK-1312220	184.62726104666527	15.508916611232106	200.13617765789738	359.6141845651956	103.01497188784298	75.71222628236087	2.021259533985183	0	0	1.3034290452801647	1.5930799442313124	0.9822943529647619	0	0	0	0	0	0	0	0	0
LK-1312225	244.74467600397304	20.55885327914415	265.3035292831172	476.7099754872926	136.558197176938	100.3652666782092	2.67941205952305	0	0	1.72784515987935	2.11181075096365	1.3021441784598	0	0	0	0	0	0	0	0	0
LK-1312230	302.19020585206715	25.384348317371217	327.5745541694384	588.6015090350741	168.61061245318436	123.9226163897976	3.3083133617036786	0	0	2.1333983360519047	2.6074868551745505	1.6077784561550588	0	0	0	0	0	0	0	0	0
LK-1312235	310.74023820155094	26.10256153236315	336.8427997339141	605.2551326328835	173.3812044943001	127.42882657942937	3.401917276446842	0	0	2.193759739017122	2.6812619032431497	1.6532682091143531	0	0	0	0	0	0	0	0	0
LK-1312240	348.9481952633066	29.312076836858367	378.26027210016497	679.676013085594	194.69978767803607	143.0972033643463	3.8202097704553535	0	0	2.4634997585179383	3.010944149299702	1.8565505426511997	0	0	0	0	0	0	0	0	0
LK-1312245	404.25621702402975	33.95801857133745	438.2142355953672	787.4041407339232	225.5595549440035	165.77800052852677	4.425710093950191	0	0	2.8539625839491887	3.4881764914934528	2.150812382106635	0	0	0	0	0	0	0	0	0
LK-1312250	404.79059404587247	34.00290689727444	438.7935009431469	788.4449922087863	225.85771694657322	165.99713866537877	4.4315603386216385	0	0	2.8577351716345145	3.49278743199774	2.1536554916665906	0	0	0	0	0	0	0	0	0
LK-1312255	274.6697892271663	23.072599531615925	297.7423887587822	534.9976580796252	153.2552693208431	112.63700234192038	3.0070257611241216	0	0	1.9391100702576112	2.370023419203747	1.4613583138173303	0	0	0	0	0	0	0	0	0
LK-1312260	234.3243240780397	19.68353092337273	254.00785500141242	456.4133717274624	130.7440381268282	96.09207300959548	2.5653322884298198	0	0	1.6542797000154912	2.0218974111300447	1.24670354204066	0	0	0	0	0	0	0	0	0
LK-1312265	344.13880206672195	28.9080819034254	373.04688397014735	670.3083498118262	192.01632965490847	141.12496013267844	3.767557568412324	0	0	2.429546469350003	2.969445684761115	1.8309625566115966	0	0	0	0	0	0	0	0	0
LK-1312270	216.9570708681508	18.22466033042036	235.18173119857116	422.58569879441217	121.05377304331185	88.97008356190598	2.375199336607769	0	0	1.5316706002423932	1.8720418447407028	1.1543024813420935	0	0	0	0	0	0	0	0	0
LK-1315	9186.208193987555	771.652767019929	9957.860961007482	17892.757278633853	5125.5539051750075	3767.0941415540515	100.56863102452182	0	0	64.85266860459818	79.26437273895333	48.87447489042181	0	0	0	0	0	0	0	0	0
LK-1315005	429.90631407248105	36.11265821631325	466.0189722887943	837.3650115273513	239.87133106735072	176.29663109742205	4.706521838179681	0	0	3.035046792844841	3.70950163569925	2.2872816409845176	0	0	0	0	0	0	0	0	0
LK-1315010	165.1224997494054	13.870492714531752	178.99299246393716	321.62310573269303	92.1320587940477	67.71368428726342	1.8077256034773417	0	0	1.1657295947657624	1.4247806158248206	0.8785208540263716	0	0	0	0	0	0	0	0	0
LK-1315015	237.7977747200175	19.975305041963203	257.7730797619807	463.17890631407244	132.68209114353147	97.5164708991334	2.60335887879423	0	0	1.6788015199701107	2.0518685244079133	1.2651837541803734	0	0	0	0	0	0	0	0	0
LK-1315020	565.638077620536	47.51429300431023	613.1523706248463	1101.7412861425748	315.60447972006307	231.9577178578263	6.192483984727399	0	0	3.9932840649176686	4.880680523788262	3.0094314692133155	0	0	0	0	0	0	0	0	0
LK-1315025	254.36346239714234	21.36684314601008	275.7303055431524	495.4453020348281	141.92511322319322	104.30975314154495	2.7847164636091093	0	0	1.79575173821522	2.1948076800408245	1.3533201505390062	0	0	0	0	0	0	0	0	0
LK-1315030	437.9219694001221	36.785983105368196	474.7079525054903	852.9777836502976	244.34376110589673	179.58370315020184	4.794275508251396	0	0	3.0916356081247325	3.778665743263562	2.3299282843838562	0	0	0	0	0	0	0	0	0
LK-1315035	480.40494263661964	40.354605017359376	520.759547653979	935.7254759019128	268.04764031019056	197.00518502993467	5.259369959631489	0	0	3.3915563291081567	4.145235513354414	2.55595549440035	0	0	0	0	0	0	0	0	0
LK-1315040	433.9141417363016	36.44932066084072	470.3634623971423	845.1713975888243	242.1075460866237	177.94016712381196	4.750398673215538	0	0	3.0633412004847864	3.7440836894814056	2.308604962684187	0	0	0	0	0	0	0	0	0
LK-1315045	168.32876188046183	14.139822670153729	182.46858455061556	327.86821458187154	93.9210308094661	69.02851310837534	1.842827071506028	0	0	1.188365120877719	1.4524462588505453	0.895579511386107	0	0	0	0	0	0	0	0	0
LK-1315050	308.0683530923373	25.878119902678176	333.9464729950155	600.0508752585681	171.89039448145144	126.33313589516945	3.3726660530896035	0	0	2.174896800590492	2.6582072007217126	1.6390526613145737	0	0	0	0	0	0	0	0	0
LK-1315055	272.79946965071673	22.91549039083644	295.7149600415531	531.3546779176045	152.21170231184902	111.87001886293842	2.986549904774055	0	0	1.9259060133589698	2.353885127438741	1.4514074303574847	0	0	0	0	0	0	0	0	0
LK-1315060	284.8229526421783	23.92547772441885	308.7484303665971	554.7738361020239	158.92034736966804	116.8006269421081	3.1181804098816284	0	0	2.010789236278807	2.4576312887852088	1.5153773954564924	0	0	0	0	0	0	0	0	0
LK-1315065	157.90840995452848	13.264500314382307	171.17291026891078	307.5716108220414	88.1068717593563	64.75531943976162	1.7287473004127976	0	0	1.1147996610138602	1.3625329190169402	0.840138874966967	0	0	0	0	0	0	0	0	0
LK-1315070	195.84917850536274	16.451571455909022	212.30074996127175	381.47206553732036	109.27637394180738	80.31412715625257	2.144114672085585	0	0	1.3826533866720128	1.689909694821349	1.0419996537238356	0	0	0	0	0	0	0	0	0
LK-1315075	230.58368492514055	19.369312641813757	249.9529975669543	449.1274114034208	128.65690410884005	94.5581060516316	2.5243805757296855	0	0	1.6278715862182085	1.9896208276000327	1.2268017751209688	0	0	0	0	0	0	0	0	0
LK-1315080	120.76920693645832	10.144761661761088	130.9139685982194	235.232433319057	67.38461258075979	49.52521892854864	1.3221552957471818	0	0	0.8526048168836967	1.0420725539689626	0.6425427605500323	0	0	0	0	0	0	0	0	0
LK-1315085	292.0370424370552	24.531470124568294	316.5685125616235	568.8253310126755	162.94553440435945	119.7589917896099	3.1971587129461723	0	0	2.061719170030709	2.519878985593089	1.5537593745158969	0	0	0	0	0	0	0	0	0
LK-1315090	194.2460474398345	16.316906478098034	210.56295391793256	378.34951111273114	108.38188793409819	79.65671274569661	2.126563938071242	0	0	1.3713356236160343	1.6760768733084865	1.033470325043968	0	0	0	0	0	0	0	0	0
LK-1315095	307.53397607049453	25.833231576741174	333.3672076472357	599.0100237837049	171.5922324788817	126.11399775831745	3.3668158084181554	0	0	2.1711242129051658	2.653596260217425	1.6362095517546176	0	0	0	0	0	0	0	0	0
LK-1315100	207.07109596406016	17.394226300585935	224.46532226464612	403.3299465094451	115.53777599577178	84.91602803014425	2.2669698101859868	0	0	1.4618777280638606	1.7867394454113852	1.1017049544829094	0	0	0	0	0	0	0	0	0
LK-1315105	371.6592186916228	31.21983068918069	402.8790493808035	723.9122007672751	207.37167278724974	152.41057418055567	4.0688451689918805	0	0	2.623834735144297	3.2069091207319183	1.977382698949325	0	0	0	0	0	0	0	0	0
LK-1315110	197.98668659273366	16.631124759657006	214.61781135239067	385.6354714367727	110.46902195208631	81.1906797036605	2.1675156507713758	0	0	1.397743737413317	1.7083534568384986	1.0533720919636593	0	0	0	0	0	0	0	0	0
LK-1315115	325.96998332406895	27.38187882156754	353.35186214563646	634.9193996664814	181.87882156753753	133.67426347971096	3.568649249583102	0	0	2.3012784880489163	2.812673707615342	1.7342968315730962	0	0	0	0	0	0	0	0	0
LK-1315120	276.8072973145372	23.25215283536391	300.0594501499011	539.1610639790777	154.44791733112203	113.5135548893283	3.0304267398099123	0	0	1.9542004209989154	2.388467181220897	1.4727307520571538	0	0	0	0	0	0	0	0	0
LK-1315125	191.0397853087781	16.047576522476056	207.08736183125416	372.1044022635526	106.59291591867978	78.34188392458469	2.0914624700425555	0	0	1.3487000975040777	1.6484112302827618	1.0164116676842325	0	0	0	0	0	0	0	0	0
LK-1315130	182.7569414702157	15.35180747045262	198.1087489406683	355.9712044031748	101.9714048788489	74.94524280337893	2.000783677635116	0	0	1.2902249883815236	1.5769416524663065	0.9723434695049162	0	0	0	0	0	0	0	0	0
LK-1315135	332.91688460802453	27.965427058748485	360.882311666773	648.4504688397016	185.75492760094406	136.52305925878676	3.644702430311922	0	0	2.3503221279581554	2.872615934171079	1.7712572558525228	0	0	0	0	0	0	0	0	0
LK-1315140	293.6401735025834	24.666135102379283	318.3063086049627	571.9478854372649	163.84002041206864	120.41640620016585	3.2147094469605157	0	0	2.0730369330866876	2.5337118071059517	1.5622887031957646	0	0	0	0	0	0	0	0	0
LK-1315145	402.1187089366588	33.77846526758946	435.89717420424824	783.2407348344708	224.36690693372455	164.90144798111882	4.4023091152644	0	0	2.838872233207884	3.4697327294763025	2.1394399438668112	0	0	0	0	0	0	0	0	0
LK-1315150	316.88557395274245	26.618777280638607	343.50435123338104	617.224924593809	176.81006752385207	129.9489151532272	3.469195090168491	0	0	2.2371444973983725	2.7342877190424555	1.685963969053846	0	0	0	0	0	0	0	0	0
LK-1315155	189.70384275417126	15.935355707633567	205.63919846180482	369.50227357639494	105.84751091225544	77.79403858245473	2.0768368583639365	0	0	1.3392686282907627	1.6368838790220432	1.0093038937843428	0	0	0	0	0	0	0	0	0
LK-1315160	155.77090186715753	13.084947010634323	168.85584887779186	303.40820492258905	86.91422374907737	63.87876689235368	1.7053463217270068	0	0	1.099709310272556	1.3440891569997906	0.8287664367271436	0	0	0	0	0	0	0	0	0
LK-1315165	203.8648338330038	17.12489634496396	220.98973017796774	397.08483766026666	113.74880398035339	83.60119920903234	2.2318683421573007	0	0	1.4392422019519042	1.7590738023856607	1.084646297123174	0	0	0	0	0	0	0	0	0
LK-1318	14880.31057470263	724.6350921528473	15604.945666855478	20537.011023484818	7074.143523158032	6593.326826717789	559.2477887673741	0	0	501.2769813951461	104.85896039388264	47.45649427040215	0	0	0	0	0	0	0	0	0
LK-1318005	520.480044442508	25.34611781621716	545.8261622587252	718.3387978737311	247.43774781055293	230.61985316543942	19.561239161692303	0	0	17.533549736394928	3.6677323428173065	1.6599222256110846	0	0	0	0	0	0	0	0	0
LK-1318010	669.0664023354102	32.5819136421071	701.6483159775173	923.4097642804235	318.07614047318197	296.4570824800662	25.145570999085006	0	0	22.53901790771644	4.714794562328438	2.133795913032112	0	0	0	0	0	0	0	0	0
LK-1318015	351.6448738617054	17.12425384514836	368.76912770685374	485.3215001524988	167.17300989063656	155.81056380985578	13.215894732255675	0	0	11.845954424643805	2.477980262297939	1.1214707420155985	0	0	0	0	0	0	0	0	0
LK-1318020	801.6818657139122	39.03996557884188	840.7218312927541	1106.438553875648	381.1219227920352	355.21775739619187	30.129667552612087	0	0	27.006470306304735	5.649312666114766	2.5567350006535663	0	0	0	0	0	0	0	0	0
LK-1318025	285.19454490000436	13.888283734913513	299.08282863491786	393.6103002047841	135.58232756742626	126.36704283037777	10.718487211886192	0	0	9.607424513093111	2.009716352228661	0.909546424992375	0	0	0	0	0	0	0	0	0
LK-1318030	654.80667509041	31.88749945536142	686.6941745457714	903.7292492701843	311.2970240948107	290.1387303385473	24.609646638490698	0	0	22.058646682061784	4.614308744717006	2.088318591782493	0	0	0	0	0	0	0	0	0
LK-1318035	238.70783408130364	11.624493486122608	250.33232756742623	329.4518212714043	113.48240817393577	105.76921484902618	8.971373796348743	0	0	8.041414317458933	1.6821325868153891	0.7612903577186179	0	0	0	0	0	0	0	0	0
LK-1318040	264.66053766720404	12.888327305999738	277.54886497320376	365.2703585900396	125.82039998257156	117.26861574659056	9.946756132630385	0	0	8.915689948150407	1.8650167748681974	0.844059082392924	0	0	0	0	0	0	0	0	0
LK-1318045	263.80495403250404	12.846662454794998	276.651616487299	364.08952768942527	125.41365299986929	116.88951461809943	9.914600670994728	0	0	8.886867674611128	1.8589876258115114	0.8413304431179469	0	0	0	0	0	0	0	0	0
LK-1318050	428.64740098470656	20.874090453575008	449.5214914382816	591.5962812077905	203.78023833384168	189.92966537405778	16.10988627946495	0	0	14.439959043178947	3.0206036773996776	1.3670482767635397	0	0	0	0	0	0	0	0	0
LK-1318055	311.14724848590475	15.152117554790642	326.2993660406954	429.4288375234195	147.92031937606205	137.86644372794214	11.693869548167836	0	0	10.481700143784584	2.1926005402814694	0.9923151496666812	0	0	0	0	0	0	0	0	0
LK-1318060	331.9664502636051	16.16596226743933	348.1324125310444	458.16238943836873	157.81782928848418	147.09123785455972	12.476319114635528	0	0	11.183042133240383	2.339309833994162	1.0587120386911246	0	0	0	0	0	0	0	0	0
LK-1318065	461.7299681931071	22.485131366824977	484.21509955993207	637.2550760315455	219.5077883316631	204.5882423423816	17.353230796043746	0	0	15.554420286697749	3.2537307742582025	1.4725556620626552	0	0	0	0	0	0	0	0	0
LK-1318070	552.7070280162085	26.915493878262385	579.6225218944709	762.8167617968717	262.7585508256721	244.8993290052721	20.772428216635443	0	0	18.61918870637445	3.8948302906191454	1.7627009716352229	0	0	0	0	0	0	0	0	0
LK-1318075	296.0319376062045	14.416038516840224	310.4479761230447	408.5674916125659	140.73445601498844	131.16899045793213	11.125789725937867	0	0	9.972506644590649	2.08608557361335	0.9441091891420853	0	0	0	0	0	0	0	0	0
LK-1318080	270.36442856520415	13.166092980698009	283.53052154590216	373.14256459413537	128.5320465339201	119.79595660319812	10.16112587686811	0	0	9.10783843841227	1.9052111019127709	0.8622500108927716	0	0	0	0	0	0	0	0	0
LK-1318085	212.75513049540328	10.36065966624548	223.11579016164876	293.633283952769	101.1444163653	94.26981395146181	7.9959914600671	0	0	7.167138686767462	1.4992483987625813	0.6785216330443119	0	0	0	0	0	0	0	0	0
LK-1318090	341.0926757004052	16.61038734695656	357.70306304736175	470.7579190449218	162.1564637706418	151.1349832251318	12.819310705415885	0	0	11.490479717659362	2.4036207572654784	1.0878175242908805	0	0	0	0	0	0	0	0	0
LK-1318095	315.42516665940485	15.360441810814345	330.7856084702192	435.33299202649124	149.95405428957346	139.76194937039782	11.854646856346129	0	0	10.625811511480983	2.222746285564899	1.0059583460415669	0	0	0	0	0	0	0	0	0
LK-1318100	211.61435231580322	10.305106531305825	221.91945884710904	292.0588427519498	100.60208705503028	93.76434578014029	7.9531175112195545	0	0	7.128708988715088	1.4912095333536663	0.6748834473443422	0	0	0	0	0	0	0	0	0
LK-1318105	305.7285521328047	14.888240163827284	320.61679229663196	421.9502418195285	145.34425515228094	135.46546991416494	11.490218291141998	0	0	10.299159078035816	2.1544159295891245	0.975033767591826	0	0	0	0	0	0	0	0	0
LK-1318110	373.0344647292057	18.165875125266872	391.2003398544726	514.8422726678576	177.34168445819355	165.28809202213412	14.01978127314714	0	0	12.56651126312579	2.628708988715089	1.1896867238900266	0	0	0	0	0	0	0	0	0
LK-1318115	146.01960698880225	7.110801272275718	153.13040826107795	201.52847370484946	69.41815171452225	64.69992592915342	5.487865452485731	0	0	4.919001350703673	1.0289747723410745	0.46568776959609604	0	0	0	0	0	0	0	0	0
LK-1318120	447.4702409481069	21.7907171800793	469.2609581281862	617.5745610213063	212.7286719532918	198.26989020086273	16.81730643544944	0	0	15.074049061043093	3.1532449566467693	1.4270783408130365	0	0	0	0	0	0	0	0	0
LK-1318125	385.8682192497059	18.79084789333798	404.65906714304384	532.5547361770729	183.44288919872773	170.9746089495011	14.502113197682018	0	0	12.99884536621498	2.719146224565378	1.2306163130146834	0	0	0	0	0	0	0	0	0
LK-1318130	484.2603372402074	23.58230578188314	507.8426430220905	668.3502897477234	230.21879220948978	214.57123872598143	18.199991285782755	0	0	16.313406823232103	3.4124983660842663	1.5444098296370528	0	0	0	0	0	0	0	0	0
LK-1318135	525.043157160908	25.568330355975775	550.6114875168838	724.6365626770075	249.60706505163174	232.64172585072544	19.732734957082478	0	0	17.687268528604417	3.699887804452965	1.6744749684109623	0	0	0	0	0	0	0	0	0
LK-1318140	277.20909764280424	13.499411790335934	290.7085094331402	382.5892117990502	131.78602239553834	122.8287656311272	10.418369569953379	0	0	9.338416626726504	1.9534442943662587	0.8840791250925886	0	0	0	0	0	0	0	0	0
LK-1318145	275.49793037340424	13.416082087926453	288.9140124613307	380.2275499978215	130.97252843013376	122.07056337414492	10.354058646682063	0	0	9.280772079647946	1.9413859962528868	0.8786218465426343	0	0	0	0	0	0	0	0	0
LK-1318150	323.12541937170494	15.735425471657008	338.8608448433619	445.96047013202036	153.61477713389394	143.173859526818	12.144046011067056	0	0	10.885211973334494	2.2770086270750727	1.030516099516361	0	0	0	0	0	0	0	0	0
LK-1318155	295.7467430613045	14.402150233105312	310.14889329440985	408.1738813123611	140.59887368742102	131.04262341510173	11.115071238725982	0	0	9.962899220077556	2.0840758572611215	0.943199642717093	0	0	0	0	0	0	0	0	0
LK-1318160	310.0064703063047	15.096564419850987	325.1030347261557	427.8543963226003	147.37799006579235	137.36097555662062	11.650995599320291	0	0	10.443270445732212	2.1845616748725543	0.9886769639667117	0	0	0	0	0	0	0	0	0
LK-1318165	339.0963138861052	16.513169360812167	355.60948324691736	468.00264694348834	161.2073874776698	150.25041392531915	12.744281294932684	0	0	11.42322774606771	2.389552742799878	1.081450699315934	0	0	0	0	0	0	0	0	0
LK-1318170	618.5869678881095	30.123687421027405	648.7106553091369	853.7407411441767	294.07806849374754	274.09011589908937	23.24839876258115	0	0	20.83850376889896	4.359074767983966	1.9728061958084615	0	0	0	0	0	0	0	0	0
LK-1318175	163.4164742277025	7.957986580105443	171.37446080780794	225.5387020173413	77.68867369613525	72.40831554180646	6.141693172410789	0	0	5.505054246002353	1.1515674698270228	0.5211701015206309	0	0	0	0	0	0	0	0	0
LK-1318180	362.4822665679056	17.652008627075073	380.1342751949806	500.2786915602806	172.32513833819877	160.61251143741015	13.62319724630735	0	0	12.211036556141345	2.5543494836826284	1.1560335061653089	0	0	0	0	0	0	0	0	0
LK-1318185	184.52087055030282	8.985719576489041	193.50659012679185	254.66586423249532	87.72176593612478	81.75947671125441	6.934861226090367	0	0	6.216003659971243	1.3002864798919438	0.5884765369700666	0	0	0	0	0	0	0	0	0
LK-1318190	365.3342120169056	17.79089146442421	383.1251034813298	504.21479456232845	173.68096161387302	161.8761818657139	13.730382118426213	0	0	12.307110801272277	2.574446647204915	1.1651289704152326	0	0	0	0	0	0	0	0	0
LK-1318195	229.0112195547035	11.152291839135549	240.16351139383903	316.06907106444163	108.87260903664328	101.47273539279334	8.606945231144612	0	0	7.714761884013768	1.6138022308396147	0.7303657792688771	0	0	0	0	0	0	0	0	0
LK-1318200	84.70277983530129	4.124820269269312	88.8276001045706	116.90225916082088	40.2679512875256	37.531011720622196	3.183390701930199	0	0	2.853405080388654	0.5968857566119123	0.27013528822273536	0	0	0	0	0	0	0	0	0
LK-1318205	203.91409960350313	9.93012287046316	213.84422247396628	281.43136464642066	96.94136421070978	90.3524356237201	7.663718356498627	0	0	6.869308526861575	1.4369471918434926	0.6503256938695482	0	0	0	0	0	0	0	0	0
LK-1318210	121.49287612740186	5.9164088710731555	127.409284998475	167.67798788723803	57.75807154372358	53.83236024574092	4.566075552263518	0	0	4.092762842577665	0.8561391660494095	0.38746677704675175	0	0	0	0	0	0	0	0	0
LK-1318215	133.18585246830204	6.485828504204609	139.67168097250664	183.81601019563416	63.31694697398806	59.013409001786414	5.005533527950852	0	0	4.486667247614483	0.9385375364907846	0.42475818047143915	0	0	0	0	0	0	0	0	0
LK-1318220	142.02688336020216	6.9163652999869285	148.94324866018908	196.01792950198248	67.51999912857828	62.93078732952812	5.3378066315193236	0	0	4.7844974075203694	1.000838743409873	0.45295411964620275	0	0	0	0	0	0	0	0	0
LK-1321	38141.99999999999	2407.0000000000005	40549.000000000015	73971.0	17840.000000000004	14374.000000000002	2247.9999999999995	0	0	3310.999999999999	121.99999999999997	247.0	0	0	0	0	0	0	0	0	0
LK-1321005	220.6879778580687	13.926798875370233	234.61477673343896	427.9930368134655	103.2214756695492	83.16734816558858	13.00683168750822	0	0	19.157304144724073	0.7058867730765136	1.429131417622122	0	0	0	0	0	0	0	0	0
