entity_id	valid	rejected	polled	electors	UNP	SLFP	SLMP 
LK-2215200	79.34935037194572	1.8489556729849455	81.19830604493066	195.0428596636236	50.09352043611913	27.510703307112937	1.7451266287136527
LK-2215205	51.11574430936969	1.1910714451554185	52.306815754525104	125.64388866703194	32.26954688559302	17.72201120016345	1.1241862236132134
LK-2215210	70.86081521587712	1.651160414944696	72.51197563082181	174.1778095600732	44.73467871504592	24.567697837049696	1.5584386637814946
LK-2215215	106.29122282381567	2.4767406224170436	108.76796344623271	261.2667143401098	67.10201807256888	36.85154675557454	2.337657995672242
LK-2215220	93.55842008971275	2.1800477353566685	95.73846782506942	229.96913918478413	59.063755490959075	32.43703855047968	2.0576260482740047
LK-2215225	77.13494989644957	1.797356910017924	78.9323068064675	189.59980311487132	48.69556172627395	26.742962749705136	1.6964254204704812
LK-2215230	68.83094811333896	1.6038615488915924	70.43480966223056	169.18834105705025	43.453216564354506	23.863935659425877	1.5137958895585872
LK-2215235	62.3722800598085	1.4533651569044457	63.82564521671294	153.31275945652274	39.37583699397271	21.62469236698645	1.3717506988493364
LK-2215240	41.70454228851101	0.9717767025455761	42.67631899105658	102.51089833483474	26.328222368750986	14.45911383118029	0.9172060885797337
LK-2215245	65.32481402713671	1.5221635075271414	66.84697753466386	160.57016818819247	41.23978194043296	22.648346443530187	1.4366856431735655
LK-2215250	60.15787958431234	1.4017663939374239	61.55964597824976	147.86970290777046	37.97787828412753	20.856951809578646	1.3230494906061647
LK-2215255	83.96268469589606	1.9564530958329074	85.91913779172896	206.38256080685753	53.005934414963264	29.110162801712526	1.8465874792202603
LK-2215260	86.91521866322428	2.0252514464556035	88.94047010967988	213.63996953852728	54.86987936142352	30.13381687825627	1.9115224235444896
LK-2215265	63.29494692459857	1.474864641474038	64.7698115660726	155.58069968516955	39.958319789741545	21.944584265906368	1.392042868950658
LK-2215270	87.2842854091403	2.03385124028344	89.31813664942374	214.54714562998598	55.10287247973105	30.261773637824234	1.9196392915850182
LK-2215275	72.52161557249923	1.689859487169962	74.2114750596692	178.2601019716374	45.783147747429815	25.143503255105546	1.5949645699638735
LK-2215280	70.30721509700308	1.6382607242029403	71.94547582120602	172.81704542288512	44.38518903758463	24.375762697697745	1.5462633617207018
LK-2218	13814.90643312871	321.90748256359285	14136.8139156923	33957.415455482595	8721.398404487496	4789.677424148148	303.8306044930672
LK-2218005	142.8288306695023	3.3281202113729025	146.1569508808752	351.0771473945225	90.16833678501445	49.51926595280329	3.141227931684575
LK-2218010	314.2603341474967	7.3227244444031685	321.5830585918998	772.4604418770954	198.3936402388625	108.95518077212402	6.911513136510117
LK-2218015	153.16269955515105	3.5689144385523375	156.7316139937034	376.47807795536653	96.69214409762532	53.102055220706376	3.3685002368193766
LK-2218020	245.61391940711573	5.723162792425495	251.33708219954121	603.7256888657745	155.0569202336618	85.15522349248215	5.401775680971795
LK-2218025	252.2571208336042	5.877959081326559	258.13507991493077	620.0548585120313	159.25079636319734	87.45844516470555	5.5478793057013105
LK-2218030	77.50401664236558	1.805956703845761	79.30997334621135	190.50697920633004	48.92855484458148	26.870919509273104	1.7045422885110098
LK-2218035	150.9482990796549	3.5173156755853157	154.4656147552402	371.03502140661425	95.29418538778012	52.33431466329857	3.319799028576205
LK-2218040	138.21549634555197	3.22062278852494	141.4361191340769	339.7374462512886	87.2559228061703	47.9198064582037	3.0397670811779673
LK-2218045	183.0571059743492	4.265497738607131	187.32260371295635	449.9593413635224	115.56458668053531	63.46655274571172	4.025966548102195
LK-2218050	205.38564410226883	4.785785265191266	210.1714293674601	504.8434948967746	129.66067033814093	71.20793669957372	4.5170370645541755
LK-2218055	78.42668350715566	1.8274561884153533	80.25413969557101	192.77491943497682	49.51103764035031	27.19081140819302	1.7248344586123312
LK-2218060	178.6283050233569	4.162300212673087	182.79060523603	439.07322826601785	112.76866926084494	61.931071630896106	3.9285641316158513
LK-2218065	116.99415845538044	2.726134643424315	119.72029309880476	287.5748209924125	73.85881850348729	40.56229278304559	2.573047168847572
LK-2218070	104.26135572127752	2.42944175636394	106.69079747764145	256.2772458370868	65.82055592187746	36.14778457795072	2.2930152214493345
LK-2218075	147.07309824753662	3.4270178403930274	150.50011608792965	361.5096724462977	92.84775764555104	50.990768687834915	3.234571914150654
LK-2218080	121.42295940637277	2.829332169358359	124.25229157573112	298.4609340899171	76.65473592317765	42.097773897861195	2.6704495853339156
LK-2218085	187.85497367125757	4.377295058369011	192.23226872962658	461.7526305524857	118.59349721853322	65.12999062009528	4.131485832629067
LK-2218090	90.0522860035105	2.0983496939922173	92.15063569750272	221.35096631592634	56.850320867037524	31.221449334583987	1.9805158018889828
LK-2218095	367.0368788134885	8.552494961783854	375.58937377527235	902.1866229556916	231.71165615683947	127.25299739034335	8.072225266305711
LK-2218100	162.75843494896773	3.7925090780760975	166.55094402704384	400.06465633329304	102.7499651736211	56.42893096947351	3.57953880587312
LK-2218105	197.26617569211624	4.596589800978853	201.86276549309508	484.88562088468285	124.53482173537523	68.39288798907845	4.338465967662546
LK-2218110	148.3648318582427	3.4571171187904564	151.82194897703314	364.6847887664032	93.6632335596274	51.43861734632279	3.262980952292504
LK-2218115	147.25763162049464	3.4313177373069457	150.68894935780156	361.9632604920271	92.96425420470482	51.0547470676189	3.2386303481709184
LK-2218120	315.36753438524477	7.348523825886679	322.71605821113144	775.1819701514715	199.09261959378512	109.33905105082793	6.935863740631704
LK-2218125	257.4240552764286	5.998356194916277	263.42241147134484	632.7553237924533	162.51270001950277	89.24983979865709	5.661515458268711
LK-2218130	308.5397995857983	7.189427640071696	315.72922722587	758.3992124594853	194.7822469050958	106.97185099882054	6.785701681881925
LK-2218135	181.94990573660115	4.23969835712362	186.18960409372477	447.2378130891463	114.86560732561273	63.082682467007814	4.001615943980609
LK-2218140	780.9452343583123	18.197163739703	799.1423980980153	1919.5846095266397	493.0134383387353	270.7565032458185	17.175292773758553
LK-2218145	156.66883364135333	3.6506124799167887	160.31944612127012	385.09625082422434	98.90557872154686	54.317644436602066	3.4456104832043986
LK-2218150	623.3537338521691	14.525051775216621	637.8787856273857	1532.2204184737689	393.5253768214196	216.11896691029656	13.709390120452838
LK-2218155	746.2529602422059	17.388783119886327	763.6417433620921	1834.3100569295207	471.11208521782737	258.7285678464296	16.412307177948865
LK-2218160	417.59902300398414	9.730666716197517	427.3296897201817	1026.4697474855354	263.6317133649712	144.78307345115485	9.184236187858131
LK-2218165	327.7312703734317	7.636616919119218	335.3678872925509	805.5723692153385	206.8978890570874	113.62560249635484	7.2077788199894135
LK-2218170	162.3893682030517	3.783909284248261	166.17327748729997	399.1574802418344	102.51697205531357	56.30097420990555	3.5714219378325915
LK-2218175	203.7248437456467	4.747086192966	208.4719299386127	500.7612024852104	128.61220130575703	70.63213128151787	4.480511158371797
LK-2218180	440.29662787781973	10.259554036609488	450.55618191442926	1082.2610771102463	277.9607901408843	152.65241416458483	9.683423572350641
LK-2218185	353.93500933346957	8.247202280895642	362.1822116143652	869.9818717089072	223.4404004569221	122.71053242568051	7.784076450866944
LK-2218190	834.2753791431782	19.43983394782544	853.7152130910036	2050.671554742424	526.6809439341735	289.24625500338976	18.34818020561494
LK-2218195	266.46619055137126	6.209051143698283	272.67524169506953	654.9811380331919	168.22103141803728	92.38478040807229	5.860378725261662
LK-2218200	535.7003816971127	12.482600741105342	548.182982438218	1316.766096752324	338.18951122338103	185.72923651290432	11.781633960827289
LK-2218205	250.7808538499401	5.843559906015212	256.6244137559553	616.4261541461965	158.3188238899672	86.94661812643369	5.515411833539196
LK-2218210	155.37710003064723	3.620513201519359	158.99761323216657	381.9211345041188	98.0901028074705	53.86979577811418	3.4172014450625485
LK-2218215	235.09551714850897	5.478068668332141	240.5735858168411	577.8711702592011	148.41661636189716	81.50845584479508	5.170444941816729
LK-2218220	296.7296637164854	6.914234237580913	303.6438979540663	729.3695775328064	187.3264671192548	102.87723469264559	6.525961904585008
LK-2218225	291.378195900703	6.789537227077278	298.1677331277803	716.2155242066551	183.94806690379562	101.02186167891007	6.408267317997344
LK-2218230	538.4683822914828	12.54709919481412	551.015481486297	1323.5699174382644	339.9369596106875	186.6889122096641	11.842510471131254
LK-2218235	250.22725373106604	5.830660215273457	256.0579139463395	615.0653900090084	157.9693342125059	86.75468298708174	5.503236531478403
LK-2218240	157.22243376022735	3.6635121706585436	160.8859459308859	386.45701496141237	99.25506839900814	54.50957957595401	3.457785785265191
LK-2218245	187.48590692534154	4.3686952645411745	191.8546021898827	460.845454461027	118.36050410022568	65.00203386052732	4.123368964588538
LK-2218250	190.9920410115438	4.450393305905625	195.4424343174494	469.46362732988473	120.57393872414721	66.21762307642301	4.20047921097356
LK-2218255	149.47203209599078	3.4829165002739675	152.95494859626476	367.40631704077936	94.36221291455	51.8224876250267	3.2873315564140904
LK-2218260	288.4256619333748	6.720738876454582	295.1464008098294	708.9581154749853	182.08412195733536	99.99820760236634	6.343332373673115
LK-2221	3226.7204161986137	35.14443271947442	3261.8648489180873	7296.907217664612	1607.2365569436406	1581.1444781064552	38.33938114851755
LK-2221005	179.25078576210416	1.952343670218198	181.20312943232236	405.3578196094451	89.2852117869989	87.8357445166854	2.1298294584198523
LK-2221010	269.59813232574237	2.9363787997412945	272.5345111254837	609.6693558452758	134.2874244023102	132.10738559644167	3.203322326990503
LK-2221015	115.51258921378403	1.2581271062395751	116.7707163200236	261.22022897731784	57.53707548989573	56.6030114261724	1.3725022977159003
LK-2221020	185.23268770353226	2.0174966810770334	187.2501843846093	418.8852957529133	92.26481033915422	90.76697189411217	2.2009054702658544
LK-2221025	108.08677990718363	1.1772475065527455	109.26402741373637	244.42749997163315	53.83826349411672	52.964246405918466	1.2842700071484494
LK-2221030	112.21222952196163	1.222180617489873	113.4344101394515	253.75679386368023	55.89315904732727	54.98578252828177	1.3332879463525888
LK-2221035	154.91063303491393	1.6872383156891446	156.59787135060307	350.31498564636735	77.16132802305658	75.90868139474192	1.8406236171154304
LK-2221040	57.13747716467532	0.6223235864792185	57.759800751154536	129.21072040485188	28.46030341196628	27.99827529473171	0.6788984579773293
LK-2221045	123.55721596260113	1.3457466725669742	124.90296263516811	279.41235206680966	61.54412181865632	60.54500686478084	1.4680872791639719
LK-2221050	101.07351556206102	1.1008612179596282	102.17437678002065	228.5677003551531	50.34494105365876	49.52763499790085	1.2009395105014127
LK-2221055	173.88770126289273	1.893930625999932	175.78163188889266	393.22973754978386	86.61384756782518	85.2077475576131	2.0661061374544714
LK-2221060	349.6318548524356	3.808081151921572	353.43993600435715	790.657657350989	174.1523981345951	171.32518637028969	4.154270347550805
LK-2221065	214.11083500697825	2.332028457636927	216.44286346461516	484.1903529972427	106.64907921162813	104.91772475065527	2.544031044694829
LK-2221070	83.74662717999341	0.912142152023692	84.6587693320171	189.38466600855543	41.7143797301744	41.03718328397499	0.9950641658440276
LK-2221075	129.53911790402924	1.4108996834258094	130.95001758745505	292.9398282102779	64.52372037081163	63.476234242207624	1.5391632910099737
LK-2221080	260.31587069249184	2.8352793001327568	263.1511499926246	588.6784445881699	129.66390940758643	127.55892932112422	3.0930319637811894
LK-2221085	236.80080788825722	2.579160567791129	239.37996845604837	535.5014694035016	117.95100475428623	116.03617342365342	2.813629710317595
LK-2221090	134.07711248028502	1.4603261054566496	135.53743858574168	303.20205149152963	66.78410547934325	65.69992397680726	1.5930830241345268
LK-2221095	117.98785898265083	1.285086972801852	119.27294595545268	266.8178053125461	58.770012821822064	57.81593309959038	1.4019130612383839
LK-2221100	120.05058379003984	1.3075535282704156	121.35813731831026	271.48245225856965	59.79746059842734	58.82670116077203	1.4264220308404534
LK-2224	2497.95974174808	27.206998672430807	2525.1667404205095	5648.8874516344995	1244.2392574689952	1224.040122090978	29.68036218810634
LK-2224005	68.48246360531482	0.7458896415563195	69.22835324687114	154.86627860798131	34.11126618329532	33.55749963123078	0.8136977907887123
LK-2224010	148.72245861274692	1.619838649283453	150.34229726203037	336.32104480829673	74.07898469324074	72.87637721119697	1.7670967083092213
LK-2224015	112.83104696417833	1.228920584130442	114.05996754830876	255.15618794748724	56.20139338030886	55.289012946636255	1.3406406372332096
LK-2224020	138.82137953727974	1.5119991830343467	140.33337872031407	313.9307394673838	69.1472353655354	68.02469051752504	1.6494536542192872
LK-2224025	84.77798958368793	0.9233754297579739	85.7013650134459	191.71698948156723	42.22810361847704	41.54256731456582	1.0073186506450624
LK-2224030	94.47279617841623	1.028968240460224	95.50176441887645	213.64083012787782	47.057108168521864	46.29317720211957	1.1225108077747898
LK-2224035	126.03248573146793	1.3727065391292508	127.40519227059718	285.0099284020379	62.77705915058266	61.75792853819882	1.4974980426864555
LK-2224040	193.27731445234934	2.105116247404432	195.38243069975377	437.07741884240505	96.2718566679148	94.7089673327206	2.2964904517139257
LK-2224045	117.16276905969522	1.2761003506144262	118.43886941030965	264.95194653413665	58.35903371117995	57.41162587511772	1.3921094733975559
LK-2224050	78.38354268078201	0.853729107805426	79.23727178858745	177.25658394889427	39.04301551100067	38.409186324902706	0.9313408448786465
LK-2224055	100.86724308132212	1.0986145624127719	101.96585764373489	228.10123566055074	50.242196275998225	49.42655819178268	1.1984886135412056
LK-2224060	11.551258921378404	0.12581271062395752	11.677071632002361	26.122022897731785	5.753707548989572	5.66030114261724	0.13725022977159002
LK-2224065	16.501798459112006	0.17973244374851075	16.681530902860516	37.31717556818827	8.219582212842246	8.0861444894532	0.19607175681655717
LK-2224070	71.37027833565942	0.7773428192123091	72.14762115487173	161.39678433241426	35.549693070542716	34.972574916885094	0.8480103482316098
LK-2224075	40.016861263346605	0.4358511760901385	40.452712439436745	90.49415075285654	19.932486866142447	19.60890038692401	0.4754740102801511
LK-2224080	43.93603839738571	0.47853763148040984	44.41457602886612	99.35697995030125	21.884637641692482	21.529359703169145	0.5220410525240835
LK-2224085	29.703237226401605	0.3235183987473193	30.026755625148926	67.17091602273888	14.795247983116043	14.55506008101576	0.3529291622698029
LK-2224090	36.51022909078531	0.39765803179358006	36.90788712257889	82.56425094461655	18.18582564591347	17.890594682915207	0.43380876195663276
LK-2224095	40.63567870556331	0.44259114273070765	41.07826984829401	91.8935448366636	20.240721199124028	19.912130805278505	0.482826701160772
LK-2224100	12.995166286550702	0.1415392994519522	13.136705586002655	29.38727575994826	6.472920992613269	6.367838785444396	0.15440650849303877
LK-2224105	103.54878533092783	1.1278210845219048	104.67660641544973	234.16527669038138	51.577878385585095	50.740556671318835	1.2303502740238963
LK-2224110	41.66704110925781	0.4538244204649896	42.1208655297228	94.22586830967536	20.75444508742667	20.41751483586933	0.49508118596180684
LK-2224115	90.55361904437713	0.9862817850699528	91.53990082944708	204.7780009304331	45.104957392971826	44.37271788587444	1.0759437655308575
LK-2224120	66.62601127866472	0.7256697416346122	67.35168102029932	150.6680963565601	33.18656318435057	32.6478083761673	0.7916397181468496
LK-2224125	42.90467599369121	0.4673043537461279	43.371980347437336	97.02465647728948	21.37091375338984	21.02397567257832	0.5097865677230486
LK-2224130	15.470436055417505	0.16849916601422882	15.638935221431733	34.9848520951765	7.705858324539606	7.580760458862375	0.18381727201552236
LK-2224135	71.16400585492052	0.7750961636654526	71.93910201858597	160.93031963781192	35.44694829288219	34.87149811076693	0.8455594512714029
LK-2224140	61.05665429871442	0.6650100418694898	61.72166434058391	138.0735496022966	30.412454187516314	29.91873461097684	0.7254655002212615
LK-2224145	84.57171710294902	0.9211287742111176	85.49284587716014	191.25052478696486	42.12535884081652	41.44149050844765	1.0048677536848556
LK-2224150	35.27259420635191	0.3841780985124417	35.65677230486435	79.76546277700241	17.569356979950303	17.284133846206217	0.41910338019539095
LK-2224155	27.227967457534806	0.2965585321850427	27.524525989719848	61.57333968751063	13.562310651189705	13.34213840759778	0.3235183987473193
LK-2224160	28.878147303446006	0.3145317765598938	29.1926790800059	65.30505724432946	14.384268872473932	14.1507528565431	0.34312557442897507
LK-2224165	34.86004924487411	0.37968478741872896	35.23973403229284	78.83253338779771	17.363867424629245	17.081980233969887	0.41420158627497705
LK-2224170	27.846784899751505	0.3032984988256119	28.150083398577117	62.9727337713177	13.870544984171291	13.645368825952275	0.3308710896279402
LK-2224175	89.72852912142152	0.9772951628825272	90.70582428430404	202.91214215202368	44.69397828232971	43.96841066140178	1.0661401776900297
LK-2224180	62.088016702408915	0.6762433196037717	62.76426002201269	140.40587307530836	30.926178075818953	30.424118641567667	0.7377199850222964
LK-2224185	47.442670569947005	0.5167307757769684	47.959401345723975	107.28687975854125	23.631298861921454	23.247665407177948	0.5637063008476019
LK-2227	6083.800546913121	66.26285869898219	6150.063405612101	13757.909702601812	3030.3544723196155	2981.159319649158	72.28675494434421
LK-2227005	56.72493220319751	0.6178302753855056	57.34276247858302	128.27779101564715	28.25481385664522	27.796121682495375	0.6739966640569153
LK-2227010	155.73572295786954	1.6962249378765701	157.4319478957461	352.18084442477675	77.5723071336987	76.31298861921458	1.8504272049562585
LK-2227015	123.76348844334004	1.3479933281138305	125.11148177145387	279.878816761412	61.64686659631685	60.646083670899	1.470538176124179
LK-2227020	125.00112332777343	1.361473261394969	126.36259658916839	282.67760492902613	62.263335262280016	61.25254450760799	1.4852435578854206
LK-2227025	112.62477448343942	1.2266739285835857	113.851448412023	254.6897232528849	56.098648602648325	55.18793614051809	1.3381897402730025
LK-2227030	75.08318298895962	0.8177826190557239	75.90096560801534	169.79314883525663	37.39909906843222	36.791957427012065	0.8921264935153352
LK-2227035	161.09880745708094	1.754637982094836	162.85344543917577	364.3089264844379	80.24367135287243	78.94098557828687	1.9141505259216394
LK-2227040	153.26045318900273	1.6692650713142934	154.92971826031703	346.5832680895485	76.33936980177235	75.1000669457966	1.8210164414337746
LK-2227045	141.50292178688542	1.5412057051434795	143.0441274920289	319.9947804972144	70.48291747512226	69.3386889970612	1.6813153147019777
LK-2227050	81.89017485334331	0.8919222521019845	82.7820971054453	185.18648375713425	40.78967673122965	40.127492028911504	0.9730060932021649
LK-2227055	139.64646946023535	1.5209858052217722	141.1674552654571	315.79659824579323	69.55821447617751	68.4289977419977	1.659257242060115
LK-2227060	179.04451328136523	1.9500970146713414	180.99461029603657	404.8913549148427	89.18246700933837	87.73466771056722	2.127378561459645
LK-2227065	194.92749429826054	2.1230894917792833	197.05058379003984	440.8091363992239	97.09381488919904	95.51758178166594	2.316097627395582
LK-2227070	182.75741793466543	1.9905368145147564	184.7479547491802	413.287719417685	91.03187300722787	89.5540502206942	2.1714947067433705
LK-2227075	171.41243149402595	1.8669707594376554	173.27940225346362	387.63216121455565	85.38091023589884	83.99482588419512	2.0366953739319875
LK-2227080	156.56081288082513	1.7052115600639954	158.2660244408891	354.04670320318615	77.9832862443408	76.71729584368722	1.860230792797086
LK-2227085	135.31474736471844	1.473806038737788	136.78855340345623	306.00083965914376	67.40057414530642	66.30638481351625	1.6077884058957688
LK-2227090	181.10723808875426	1.9725635701399056	183.07980165889416	409.5560018608662	90.20991478594365	88.74543577174887	2.151887531061715
LK-2227095	54.86847987654741	0.5976103754637982	55.46609025201121	124.07960876422598	27.33011085770047	26.886430427431893	0.6519385914150526
LK-2227100	167.69952684072575	1.8265309595942405	169.52605780032	379.23579671171325	83.53150423800933	82.17544337406815	1.9925792286482624
LK-2227105	52.18693762694171	0.5684038533546653	52.75534148029638	118.01556773439539	25.994428748113606	25.572431947895748	0.620076930932362
LK-2227110	396.4557079801659	4.318071961057971	400.7737799412239	896.5451430257231	197.47546266353498	194.26962135911313	4.710623957517786
LK-2227115	188.32677491461573	2.0511965142798787	190.37797142889562	425.8822661719486	93.80598200406213	92.28312398588464	2.2376689246689585
LK-2227120	160.89253497634203	1.7523913265479798	162.64492630289	363.84246178983557	80.1409265752119	78.83990877216871	1.9116996289614325
LK-2227125	81.27135741112662	0.8851822854614153	82.15653969658803	183.7870896733272	40.481442398248056	39.82426161055701	0.965653402321544
LK-2227130	119.43176634782313	1.3008135616298464	120.73257990945298	270.0830581747626	59.48922626544576	58.52347074241754	1.4190693399598326
LK-2227135	233.08790323495703	2.538720767947714	235.62662400290475	527.1051049006592	116.10159875639673	114.21679091352645	2.76951356503387
LK-2227140	170.79361405180921	1.860230792797086	172.6538448446063	386.2327671307485	85.07267590291724	83.69159546584062	2.029342683051367
LK-2227145	90.34734656363823	0.9840351295230964	91.33138169316132	204.31153623583077	45.0022126153113	44.27164107975627	1.0734928685706506
LK-2227150	218.64882958323403	2.3814548796677673	221.03028446290182	494.4525762784945	108.90946432015976	107.1414144852549	2.5979507778193827
LK-2227155	305.90208893578875	3.3317901759880177	309.2338791117768	691.76714209529	152.37050527056314	149.8969034732387	3.6346801919869285
LK-2227160	160.89253497634203	1.7523913265479798	162.64492630289	363.84246178983557	80.1409265752119	78.83990877216871	1.9116996289614325
LK-2227165	106.43660006127243	1.1592742621778944	107.59587432345033	240.69578241481432	53.01630527283249	52.155631956973146	1.2646628314667938
LK-2227170	283.83093349672646	3.0913980324743844	286.92233152920085	641.8554197728381	141.37681406088663	139.08168521859503	3.372434217244783
LK-2227175	219.26764702545074	2.3881948463083362	221.65584187175907	495.85197036230153	109.21769865314134	107.44464490360939	2.6053034687000034
LK-2227180	196.16512918269393	2.1365694250604212	198.30169860775436	443.607924566838	97.71028355516219	96.12404261837492	2.3308030091568233
LK-2227185	175.53788110880396	1.911903870374783	177.44978497917873	396.96145510660267	87.4358057891094	86.01636200655842	2.085713313136127
LK-2227190	139.23392449875755	1.5164924941280593	140.7504169928856	314.8636688565885	69.35272492085646	68.22684412976137	1.6543554481397011
LK-2227195	35.06632172561301	0.3819314429655853	35.44825316857859	79.29899808240006	17.466612202289774	17.183057040088052	0.416652483235184
LK-2230	7605.280763633251	130.57219416145873	7735.852957794711	23068.633575892476	4659.7127471963	2804.884170875781	140.68384556116766
LK-2230005	112.9966355620238	1.9399965756356476	114.93663213765944	342.74579231230206	69.23240304768427	41.674000513654654	2.090232000684873
LK-2230010	111.95996918072082	1.9221984419142195	113.88216762263504	339.6013355020974	68.59724338669635	41.291670233712864	2.071055560311617
LK-2230015	192.52375652769456	3.3053676911223353	195.8291242188169	583.9705504665696	117.95822275490113	71.00419484633166	3.561338926461776
LK-2230020	212.220417772451	3.6435322318294667	215.86395000428047	643.7152298604572	130.02625631367178	78.26847016522558	3.9256912935536343
LK-2230025	148.83567331564078	2.5553034842907283	151.3909767999315	451.4541563222327	91.19077989898125	54.891704477356384	2.7531889393031417
LK-2230030	205.70422908997517	3.5316582484376338	209.2358873384128	623.9500727677424	126.0338241588905	75.86525126273435	3.805153668350312
LK-2230035	260.7956424963616	4.477501926204948	265.27314442256653	791.05549182433	159.78802328567758	96.18337471106925	4.824244499614759
LK-2230040	111.36758839140485	1.9120280797876894	113.27961647119254	337.80450303912335	68.23429500898895	41.073195788031846	2.0600975943840423
LK-2230045	105.739970892903	1.815409639585652	107.55538053248866	320.7345946408698	64.78628542076878	38.99768855406215	1.9559969180720829
LK-2230050	93.00378392260936	1.5967468538652512	94.60053077647461	282.10269668692746	56.98289530005992	34.30048797192021	1.7204006506292269
LK-2230055	100.70473418371715	1.7289615615101448	102.4336957452273	305.46151870559027	61.70122421025597	37.14065576577348	1.8628542076876982
LK-2230060	150.90900607824673	2.5908997517335846	153.49990582998032	457.7430699426419	92.46109922095711	55.656365037239965	2.7915418200496536
LK-2230065	114.03330194332676	1.9577947093570756	115.99109665268384	345.8902491225066	69.8675627086722	42.05633079359644	2.1094084410581284
LK-2230070	122.77091858573752	2.107807550723397	124.87872613646091	372.393527951374	75.22105127985617	45.27882886739149	2.271038438489855
LK-2230075	117.73568187655167	2.0213594726478896	119.75704134919955	357.1204520160945	72.13599006934338	43.42179607910281	2.1778957281054705
LK-2230080	76.86140741374882	1.3196044859173015	78.18101189966612	233.13901207088432	47.0925520075336	28.3470593271124	1.4217960791028164
LK-2230085	142.02329423850696	2.4383443198356307	144.4616385583426	430.79058299803097	87.0168735553463	52.37924835202465	2.627172331136033
LK-2230090	255.31612019518877	4.383426076534543	259.6995462717233	774.4347915418201	156.43075079188426	94.16248608851983	4.722883314784693
LK-2230095	123.8075849670405	2.125605684444825	125.93319065148532	375.5379847615786	75.85621094084411	45.66115914733328	2.290214878863111
LK-2230100	185.26709185857374	3.1807807550723397	188.44787261364607	561.9593527951374	113.5121051279856	68.32788288673915	3.427103843848985
LK-2230105	121.14187141511857	2.0798390548754386	123.22171046999401	367.4522386781954	74.22294324116086	44.67802414176869	2.2409040321890252
LK-2230110	138.1728191079531	2.372236966013184	140.5450560739663	419.11117198869965	84.65770910024827	50.959164455098026	2.5559455526067976
LK-2230115	387.86132180464006	6.65904460234569	394.5203664069857	1176.476055132266	237.64045030391236	143.04614330964816	7.174728191079531
LK-2230120	168.08804896841025	2.885840253402962	170.9738892218132	509.85121136888966	102.98660217447136	61.992123961989556	3.1093228319493194
LK-2230125	118.92044345518363	2.0417001969009503	120.96214365208459	360.71411694204266	72.86188682475816	43.85874497046486	2.19981165996062
LK-2230130	85.15473846417258	1.4619895556887252	86.61672801986131	258.29466655252116	52.17382929543703	31.40570156664669	1.5752076020888621
LK-2230135	79.82331136032873	1.3704562965499527	81.19376765687869	242.12317438575462	48.90729389607054	29.439431555517505	1.4765859087406898
LK-2230140	118.17996746853866	2.0289872442427876	120.20895471278145	358.46807636332505	72.40820135262392	43.585651913363584	2.1861142025511517
LK-2230145	179.78756955740093	3.086704905401935	182.87427446280284	545.3386525126274	110.15483263419229	66.30699426418971	3.32574265901892
LK-2230150	107.36901806352196	1.8433781354336103	109.21239619895557	325.6758839140485	65.78439345946408	39.59849327968496	1.9861313243729133
LK-2230155	92.11521273863539	1.581491310675456	93.69670404931085	279.4074479924664	56.43847273349885	33.97277630339868	1.703963701737865
LK-2230160	152.0937676568787	2.6112404759866448	154.70500813286534	461.33673486859	93.18699597637189	56.093313928602	2.8134577519048025
LK-2230165	89.74568958137147	1.540809862169335	91.28649944354079	272.22011814057015	54.986679222669295	33.0988785206746	1.6601318380275663
LK-2230170	100.11235339440117	1.7187911993836145	101.83114459378479	303.66468624261626	61.33827583254859	36.92218132009246	1.8518962417601235
LK-2230175	77.00950261107782	1.322147076448934	78.33164968752675	233.58822018662784	47.18328910196045	28.401677938532657	1.4245355705847103
LK-2230180	74.93616984847188	1.2865508090060782	76.22272065747795	227.29930656621863	45.91296977998459	27.637017378649087	1.3861826898381988
LK-2230185	109.29425562879891	1.8764318123448336	111.17068744114374	331.51558941871417	66.9639756870131	40.30853522814827	2.0217447136375313
LK-2230190	104.25901891961306	1.7899837342693263	106.04900265388237	316.24251348343466	63.8789144765003	38.4515024398596	1.9286020032531461
LK-2230195	139.50567588391405	2.395120280797877	141.90079616471192	423.1540450303912	85.47434295008989	51.450731957880315	2.5806009759438404
LK-2230200	244.80136118483006	4.202902148788631	249.0042633336187	742.5410153240305	149.9884170875781	90.2845646776817	4.528379419570242
LK-2230205	158.4618611420255	2.720571868846845	161.18243301087236	480.65268384556117	97.0886910367263	58.441914219672974	2.9312558856262303
LK-2230210	132.54520160945125	2.2756185258111463	134.82082013526238	402.041263590446	81.20969951202808	48.88365722112833	2.451844876294838
LK-2230215	78.34235938703877	1.3450303912336272	79.6873897782724	237.6310932283195	47.99992295180207	28.893245441314953	1.449190993921753
LK-2230220	127.95425049225237	2.1967982193305367	130.15104871158292	388.11581200239704	78.39684958479582	47.19048026710042	2.366920640356134
LK-2230225	224.51231915075763	3.8545672459549696	228.3668863967126	680.9995034671689	137.55743515110007	82.80181491310675	4.1530690865508095
LK-2230230	134.61853437205718	2.311214793254002	136.9297491653112	408.33017721085525	82.48001883400394	49.6483177810119	2.490197757041349
LK-2230235	155.94424278743256	2.6773478298090914	158.62159061724165	473.01614587792136	95.5461604314699	57.51339782552863	2.884684530434038
