entity_id	valid	rejected	polled	electors	SLPP	NDF	NMPP	NPP	IND11	DUNF	SPSL	JSWP	IND02	IND09	IND10	JSP	RJA	IND08	NUA	IND07	FSP	IND01	ONF	SLLP	IND13	DNM	IND14	IND03	USP	IND05	NSU	SEP	IND12	IND04	OPPP	OWORS	IND15	NSSP	IND06 
LK-1121040	2494.7489397881104	25.69841108220524	2520.4473508703154	3041.3352509634815	1636.435666902552	675.7612295912393	132.4754229392688	26.517846688015148	1.8664922132336843	1.2291534087148652	3.91508122775846	5.349093537925802	0.6828630048415918	0.5462904038732734	0.11381050080693197	1.2291534087148652	0.9332461066168422	0.22762100161386395	1.2746776090376382	0.5462904038732734	1.3202018093604109	0.47800410338911425	0.22762100161386395	0.5235283037118871	0.13657260096831836	0.25038310177525036	0.29590730209802313	0.3414315024207959	0.2731452019366367	0.06828630048415918	0.2731452019366367	0.47800410338911425	0.25038310177525036	0.13657260096831836	0.06828630048415918	0.11381050080693197	0.06828630048415918	0.25038310177525036	0.09104840064554558
LK-1121045	702.5025531633261	7.23647943468942	709.7390325980155	856.4171507410028	460.80798582650704	190.28928384150532	37.30408353400569	7.467226343147187	0.5255901803760252	0.34612036268665075	1.102457451520443	1.5062645413215356	0.19228909038147263	0.1538312723051781	0.032048181730245436	0.34612036268665075	0.2627950901880126	0.06409636346049087	0.3589396353787489	0.1538312723051781	0.3717589080708471	0.13460236326703084	0.06409636346049087	0.14742163595912902	0.038457818076294524	0.07050599980653996	0.08332527249863814	0.09614454519073631	0.07691563615258905	0.019228909038147262	0.07691563615258905	0.13460236326703084	0.07050599980653996	0.038457818076294524	0.019228909038147262	0.032048181730245436	0.019228909038147262	0.07050599980653996	0.02563854538419635
LK-1121050	1504.8843414467756	15.50181496056979	1520.3861564073454	1834.5965492839432	987.1319601065048	407.6331997780301	79.9119247745936	15.996115526185834	1.125906843903209	0.7414508484240644	2.3616582579433163	3.226684247771391	0.4119171380133691	0.3295337104106953	0.06865285633556152	0.7414508484240644	0.5629534219516045	0.13730571267112304	0.768911990958289	0.3295337104106953	0.7963731334925136	0.2883419966093584	0.13730571267112304	0.315803139143583	0.08238342760267382	0.15103628393823534	0.17849742647245995	0.20595856900668455	0.16476685520534765	0.04119171380133691	0.16476685520534765	0.2883419966093584	0.15103628393823534	0.08238342760267382	0.04119171380133691	0.06865285633556152	0.04119171380133691	0.15103628393823534	0.05492228506844921
LK-1121055	2422.768932355172	24.9569449606207	2447.725877315793	2953.584804223538	1589.2202338829973	656.2637572992979	128.653161798771	25.752737714015158	1.8126390493984919	1.1936891300916899	3.8021209328846415	5.194758251324946	0.6631606278287165	0.5305285022629732	0.1105267713047861	1.1936891300916899	0.9063195246992459	0.2210535426095722	1.2378998386136042	0.5305285022629732	1.2821105471355188	0.4642124394801016	0.2210535426095722	0.508423148002016	0.1326321255657433	0.2431588968705294	0.2873696053924438	0.33158031391435827	0.2652642511314866	0.06631606278287165	0.2652642511314866	0.4642124394801016	0.2431588968705294	0.1326321255657433	0.06631606278287165	0.1105267713047861	0.06631606278287165	0.2431588968705294	0.08842141704382887
LK-1121060	1375.9899095319795	14.174073300988173	1390.1639828329676	1677.4620283775323	902.5833940017208	372.7191214878095	73.0674106392836	14.626036665767247	1.0294721086634457	0.6779450471686106	2.1593805206111303	2.9503164089745093	0.3766361373158948	0.30130890985271586	0.06277268955264913	0.6779450471686106	0.5147360543317229	0.12554537910529825	0.7030541229896703	0.30130890985271586	0.7281631988107299	0.26364529612112636	0.12554537910529825	0.288754371942186	0.07532722746317896	0.13809991701582808	0.16320899283688775	0.1883180686579474	0.15065445492635793	0.03766361373158948	0.15065445492635793	0.26364529612112636	0.13809991701582808	0.07532722746317896	0.03766361373158948	0.06277268955264913	0.03766361373158948	0.13809991701582808	0.050218151642119305
LK-1121065	4266.907882478121	43.95342195160444	4310.861304429725	5201.764854421325	2798.8869480661633	1155.792020282757	226.58008481695117	45.35494824944126	3.192365456183848	2.102289446755217	6.696181200775876	9.148852221990296	1.167938581530676	0.9343508652245409	0.19465643025511267	2.102289446755217	1.596182728091924	0.38931286051022534	2.180152018857262	0.9343508652245409	2.258014590959307	0.8175570070714733	0.38931286051022534	0.8954195791735183	0.23358771630613523	0.4282441465612479	0.5061067186632929	0.583969290765338	0.46717543261227046	0.11679385815306761	0.46717543261227046	0.8175570070714733	0.4282441465612479	0.23358771630613523	0.11679385815306761	0.19465643025511267	0.11679385815306761	0.4282441465612479	0.15572514420409014
LK-1121070	1960.1997373016397	20.192019264546413	1980.3917565661861	2389.6691426156813	1285.7970247883395	530.9660477642639	104.08994873309133	20.835874617534607	1.4665594151397747	0.9657830294822908	3.0761977976102592	4.202944665339599	0.5365461274901615	0.4292369019921292	0.0894243545816936	0.9657830294822908	0.7332797075698874	0.1788487091633872	1.0015527713149681	0.4292369019921292	1.0373225131476456	0.37558228924311304	0.1788487091633872	0.4113520310757905	0.1073092254980323	0.19673358007972588	0.23250332191240333	0.26827306374508075	0.2146184509960646	0.05365461274901615	0.2146184509960646	0.37558228924311304	0.19673358007972588	0.1073092254980323	0.05365461274901615	0.0894243545816936	0.05365461274901615	0.19673358007972588	0.07153948366535487
LK-1121075	2534.923827657657	26.11225263843847	2561.0360802960954	3090.3122444927526	1662.78846672742	686.6435397076717	134.6087779944304	26.944884254898867	1.8965497930486754	1.2489474246905912	3.978128834199661	5.435234163005351	0.6938596803836617	0.5550877443069294	0.11564328006394363	1.2489474246905912	0.9482748965243377	0.23128656012788726	1.2952047367161685	0.5550877443069294	1.3414620487417461	0.48570177626856326	0.23128656012788726	0.5319590882941407	0.13877193607673236	0.25441521614067597	0.30067252816625345	0.3469298401918309	0.2775438721534647	0.06938596803836618	0.2775438721534647	0.48570177626856326	0.25441521614067597	0.13877193607673236	0.06938596803836618	0.11564328006394363	0.06938596803836618	0.25441521614067597	0.0925146240511549
LK-1121080	3953.878547827902	40.72890649262052	3994.6074543205223	4820.1524465057555	2593.554716097402	1071.0006872922213	209.957693345484	42.02761387413897	2.958166813458709	1.9480610722776863	6.204935267254853	8.477673184912154	1.0822561512653812	0.8658049210123051	0.18037602521089688	1.9480610722776863	1.4790834067293546	0.36075205042179376	2.020211482362045	0.8658049210123051	2.092361892446404	0.7575793058857669	0.36075205042179376	0.8297297159701257	0.21645123025307628	0.3968272554639731	0.4689776655483319	0.5411280756326906	0.43290246050615255	0.10822561512653814	0.43290246050615255	0.7575793058857669	0.3968272554639731	0.21645123025307628	0.10822561512653814	0.18037602521089688	0.10822561512653814	0.3968272554639731	0.1443008201687175
LK-1121085	3257.5138247557566	33.55565285124451	3291.069477607001	3971.217891998391	2136.7728524663607	882.3739786073932	172.97953905601685	34.62562938148791	2.4371687633321963	1.6049647953651047	5.112110088940704	6.98456901686666	0.8916471085361694	0.7133176868289355	0.1486078514226949	1.6049647953651047	1.2185843816660982	0.2972157028453898	1.6644079359341828	0.7133176868289355	1.7238510765032609	0.6241529759753186	0.2972157028453898	0.6835961165443964	0.17832942170723387	0.32693727312992876	0.3863804136990067	0.4458235542680847	0.35665884341446774	0.08916471085361694	0.35665884341446774	0.6241529759753186	0.32693727312992876	0.17832942170723387	0.08916471085361694	0.1486078514226949	0.08916471085361694	0.32693727312992876	0.11888628113815591
LK-1121090	3520.3245495690426	36.2628663649369	3556.587415933979	4291.609058002373	2309.1640846540377	953.5624239523885	186.9352367085321	37.41916679818555	2.6337954312885965	1.7344506498729784	5.524546514410227	7.548072272595368	0.9635836943738768	0.7708669554991014	0.16059728239564613	1.7344506498729784	1.3168977156442983	0.32119456479129227	1.7986895628312367	0.7708669554991014	1.862928475789495	0.6745085860617137	0.32119456479129227	0.7387474990199723	0.19271673887477536	0.3533140212704215	0.41755293422867995	0.4817918471869384	0.3854334777495507	0.09635836943738768	0.3854334777495507	0.6745085860617137	0.3533140212704215	0.19271673887477536	0.09635836943738768	0.16059728239564613	0.09635836943738768	0.3533140212704215	0.1284778259165169
LK-1121095	2667.1661668949155	27.47448109437286	2694.6406479892885	3251.528181526603	1749.5330994842761	722.4644771742617	141.63107171767052	28.350549579224428	1.9954893266063547	1.3141027272773556	4.185660538735281	5.718780387225529	0.7300570707096419	0.5840456565677136	0.12167617845160698	1.3141027272773556	0.9977446633031773	0.24335235690321397	1.3627731986579983	0.5840456565677136	1.411443670038641	0.5110399494967494	0.24335235690321397	0.5597104208773921	0.1460114141419284	0.26768759259353536	0.31635806397417815	0.36502853535482094	0.2920228282838568	0.0730057070709642	0.2920228282838568	0.5110399494967494	0.26768759259353536	0.1460114141419284	0.0730057070709642	0.12167617845160698	0.0730057070709642	0.26768759259353536	0.09734094276128559
LK-1121100	3652.5668888063005	37.62509482087128	3690.191983627172	4452.824995036222	2395.9087174108936	989.3833614189783	193.95753043177223	38.82483212251111	2.7327349648462755	1.7996059524597423	5.732078218945846	7.831618496815546	0.9997810846998568	0.7998248677598855	0.1666301807833095	1.7996059524597423	1.3663674824231378	0.333260361566619	1.866258024773066	0.7998248677598855	1.93291009708639	0.6998467592898998	0.333260361566619	0.7664988316032236	0.19995621693997137	0.36658639772328083	0.43323847003660465	0.4998905423499284	0.39991243387994274	0.09997810846998569	0.39991243387994274	0.6998467592898998	0.36658639772328083	0.19995621693997137	0.09997810846998569	0.1666301807833095	0.09997810846998569	0.36658639772328083	0.13330414462664758
LK-1121105	2061.7529260829942	21.23811875391375	2082.9910448369083	2513.472098481339	1352.4110465678664	558.474109447468	109.48259623363863	21.915330689379555	1.5425382974498913	1.015817903198709	3.235568136114406	4.420689023179567	0.5643432795548383	0.45147462364387064	0.09405721325913971	1.015817903198709	0.7712691487249457	0.18811442651827942	1.0534407885023649	0.45147462364387064	1.0910636738060207	0.39504029568838683	0.18811442651827942	0.4326631809920427	0.11286865591096766	0.20692586917010738	0.24454875447376326	0.28217163977741916	0.22573731182193532	0.05643432795548383	0.22573731182193532	0.39504029568838683	0.20692586917010738	0.11286865591096766	0.05643432795548383	0.09405721325913971	0.05643432795548383	0.20692586917010738	0.07524577060731177
LK-1121110	1374.873940424492	14.162577702203917	1389.036518126696	1676.1015563350525	901.8513717843633	372.41683509568634	73.0081507766402	14.614174511131587	1.028637175890807	0.6773952133915071	2.1576291982099853	2.9479236138334106	0.3763306741063928	0.30106453928511423	0.06272177901773214	0.6773952133915071	0.5143185879454035	0.12544355803546428	0.7024839249985999	0.30106453928511423	0.7275726366056928	0.26343147187447497	0.12544355803546428	0.2885201834815678	0.07526613482127856	0.1379879138390107	0.16307662544610355	0.1881653370531964	0.15053226964255711	0.03763306741063928	0.15053226964255711	0.26343147187447497	0.1379879138390107	0.07526613482127856	0.03763306741063928	0.06272177901773214	0.03763306741063928	0.1379879138390107	0.05017742321418571
LK-1121115	2919.9331697408143	30.078234219006937	2950.011403959821	3559.6750991482663	1915.3361317157357	790.9323449901487	155.05343060639538	31.037327604201135	2.184601599609007	1.4386400777912973	4.5823350625945025	6.260748486684349	0.7992444876618319	0.6393955901294655	0.1332074146103053	1.4386400777912973	1.0923007998045036	0.2664148292206106	1.4919230436354194	0.6393955901294655	1.5452060094795415	0.5594711413632822	0.2664148292206106	0.6127541072074044	0.15984889753236636	0.2930563121426717	0.34633927798679376	0.39962224383091594	0.3196977950647327	0.07992444876618318	0.3196977950647327	0.5594711413632822	0.2930563121426717	0.15984889753236636	0.07992444876618318	0.1332074146103053	0.07992444876618318	0.2930563121426717	0.10656593168824424
LK-1121120	2265.4172881994473	23.336065532040546	2288.7533537314876	2761.7582462338933	1486.0051012355987	613.6413760099377	120.29752116605489	24.080173910387277	1.6949135284564436	1.116162567520097	3.555184474323272	4.857374136430051	0.6200903152889428	0.4960722522311542	0.10334838588149045	1.116162567520097	0.8474567642282218	0.2066967717629809	1.1575019218726932	0.4960722522311542	1.1988412762252894	0.43406322070225994	0.2066967717629809	0.4754025750548561	0.12401806305778855	0.22736644893927901	0.2687058032918752	0.3100451576444714	0.2480361261155771	0.062009031528894275	0.2480361261155771	0.43406322070225994	0.22736644893927901	0.12401806305778855	0.062009031528894275	0.10334838588149045	0.062009031528894275	0.22736644893927901	0.08267870870519237
LK-1121125	1543.3852756550912	15.898413118626637	1559.2836887737178	1881.5328347494947	1012.3867266053364	418.0620803062778	81.95639003579011	16.40535986111606	1.154712024559242	0.760420113734135	2.4220788807828004	3.3092356801392913	0.4224556187411861	0.3379644949929489	0.07040926979019768	0.760420113734135	0.577356012279621	0.14081853958039536	0.788583821650214	0.3379644949929489	0.8167475295662932	0.2957189331188303	0.14081853958039536	0.3238826410349093	0.08449112374823722	0.1549003935384349	0.183064101454514	0.21122780937059304	0.16898224749647445	0.04224556187411861	0.16898224749647445	0.2957189331188303	0.1549003935384349	0.08449112374823722	0.04224556187411861	0.07040926979019768	0.04224556187411861	0.1549003935384349	0.05632741583215815
LK-1121130	3994.6114202511926	41.14849584824588	4035.7599160994387	4869.809676056267	2620.2735270309486	1082.0341406047153	212.12067833196724	42.46058251834052	2.9886418596600195	1.9681300051419641	6.268858534896626	8.565010207562251	1.0934055584122022	0.8747244467297618	0.18223425973536705	1.9681300051419641	1.4943209298300097	0.3644685194707341	2.0410237090361107	0.8747244467297618	2.113917412930258	0.7653838908885415	0.3644685194707341	0.8382775947826884	0.21868111168244045	0.4009153714178075	0.4738090753119543	0.5467027792061011	0.4373622233648809	0.10934055584122022	0.4373622233648809	0.7653838908885415	0.4009153714178075	0.21868111168244045	0.10934055584122022	0.18223425973536705	0.10934055584122022	0.4009153714178075	0.14578740778829363
LK-1121135	1502.094418678057	15.47307596360915	1517.5674946416661	1831.195369177744	985.3019045631112	406.8774837977223	79.76377511798516	15.966460139596686	1.1238195119716123	0.7400762639813057	2.357279951940455	3.220702259918645	0.41115347998961427	0.3289227839916914	0.06852557999826904	0.7400762639813057	0.5619097559858062	0.13705115999653808	0.7674864959806132	0.3289227839916914	0.7948967279799208	0.28780743599272995	0.13705115999653808	0.3152176679920376	0.08223069599792285	0.1507562759961919	0.1781665079954995	0.20557673999480713	0.1644613919958457	0.041115347998961424	0.1644613919958457	0.28780743599272995	0.1507562759961919	0.08223069599792285	0.041115347998961424	0.06852557999826904	0.041115347998961424	0.1507562759961919	0.05482046399861523
LK-1121140	2035.5276520570403	20.967972182483724	2056.495624239524	2481.501005483065	1335.2085244599666	551.3703792325747	108.08998946151928	21.636570055441574	1.5229173772928832	1.002896809436777	3.1944120596875116	4.364458337363751	0.5571648941315427	0.44573191530523415	0.09286081568859045	1.002896809436777	0.7614586886464416	0.1857216313771809	1.040041135712213	0.44573191530523415	1.077185461987649	0.3900154258920799	0.1857216313771809	0.42715975216751606	0.11143297882630854	0.20429379451489899	0.24143812079033516	0.27858244706577134	0.22286595765261707	0.05571648941315427	0.22286595765261707	0.3900154258920799	0.20429379451489899	0.11143297882630854	0.05571648941315427	0.09286081568859045	0.05571648941315427	0.20429379451489899	0.07428865255087236
LK-1121145	1929.510586845736	19.87589029797936	1949.3864771437154	2352.2561614474885	1265.66641381101	522.653171980878	102.46030251039848	20.50966536505399	1.4435987638922123	0.9506626006119446	3.0280364315787867	4.137142798959389	0.5281458892288582	0.42251671138308655	0.08802431487147636	0.9506626006119446	0.7217993819461062	0.1760486297429527	0.9858723265605353	0.42251671138308655	1.0210820525091258	0.36970212246020073	0.1760486297429527	0.40491184840879124	0.10562917784577164	0.193653492717248	0.22886321866583853	0.2640729446144291	0.21125835569154328	0.05281458892288582	0.21125835569154328	0.36970212246020073	0.193653492717248	0.10562917784577164	0.05281458892288582	0.08802431487147636	0.05281458892288582	0.193653492717248	0.07041945189718109
LK-1121150	890.5433477749551	9.17348782983663	899.7168356047918	1085.6566898988408	584.1537294512354	241.2245409142514	47.289370389414685	9.465999399255688	0.6662763525656364	0.43876735412858986	1.3975552761132863	1.9094505225966412	0.24375964118254992	0.19500771294603994	0.040626606863758324	0.43876735412858986	0.3331381762828182	0.08125321372751665	0.45501799687409317	0.19500771294603994	0.47126863961959653	0.17063174882778495	0.08125321372751665	0.1868823915732883	0.048751928236509985	0.0893785351002683	0.10562917784577164	0.12187982059127496	0.09750385647301997	0.024375964118254993	0.09750385647301997	0.17063174882778495	0.0893785351002683	0.048751928236509985	0.024375964118254993	0.040626606863758324	0.024375964118254993	0.0893785351002683	0.03250128549100666
LK-1121155	3066.6831073754092	31.58990545913666	3098.273012834546	3738.577172734354	2011.597053298239	830.6830055543394	162.84610254399942	32.597200938790266	2.2943952592109884	1.510943219480407	4.812633958345001	6.575401047738809	0.8394128997113373	0.6715303197690699	0.13990214995188954	1.510943219480407	1.1471976296054942	0.2798042999037791	1.5669040794611628	0.6715303197690699	1.6228649394419188	0.5875890297979361	0.2798042999037791	0.6435498897786919	0.16788257994226746	0.307784729894157	0.36374558987491284	0.41970644985566863	0.3357651598845349	0.08394128997113373	0.3357651598845349	0.5875890297979361	0.307784729894157	0.16788257994226746	0.08394128997113373	0.13990214995188954	0.08394128997113373	0.307784729894157	0.11192171996151164
LK-1121160	1258.2551686920574	12.961287629249119	1271.2164563213064	1533.9322278959185	825.3550500705111	340.82790711882006	66.81549513040733	13.374579351705247	0.941386701150069	0.6199375836841917	1.9746160072903884	2.6978765215886122	0.34440976871343987	0.27552781497075185	0.057401628118906645	0.6199375836841917	0.4706933505750345	0.11480325623781329	0.6428982349317544	0.27552781497075185	0.665858886179317	0.2410868380994079	0.11480325623781329	0.26404748934697053	0.06888195374268796	0.1262835818615946	0.14924423310915727	0.17220488435671993	0.13776390748537592	0.03444097687134398	0.13776390748537592	0.2410868380994079	0.1262835818615946	0.06888195374268796	0.03444097687134398	0.057401628118906645	0.03444097687134398	0.1262835818615946	0.04592130249512531
LK-1121165	3042.6897715644295	31.342750085275146	3074.032521649705	3709.3270238210393	1995.858575625054	824.1838481236922	161.57201549716683	32.3421646141236	2.2764442045992577	1.499121793272682	4.774980526720394	6.523955952205189	0.8328454407070455	0.6662763525656363	0.13880757345117425	1.499121793272682	1.1382221022996288	0.2776151469023485	1.5546448226531515	0.6662763525656363	1.6101678520336213	0.5829918084949318	0.2776151469023485	0.6385148378754015	0.16656908814140908	0.30537666159258336	0.360899690973053	0.41642272035352274	0.33313817628281817	0.08328454407070454	0.33313817628281817	0.5829918084949318	0.30537666159258336	0.16656908814140908	0.08328454407070454	0.13880757345117425	0.08328454407070454	0.30537666159258336	0.1110460587609394
LK-1121170	2898.17177214481	29.854070042713936	2928.0258421875237	3533.1458943199113	1901.0616984772657	785.0377603437479	153.89786328484954	30.80601558880579	2.1683204105425533	1.4279183191377791	4.5481842757721855	6.214088981432927	0.7932879550765439	0.6346303640612352	0.132214659179424	1.4279183191377791	1.0841602052712767	0.264429318358848	1.4808041828095486	0.6346303640612352	1.5336900464813183	0.5553015685535808	0.264429318358848	0.6081874322253503	0.1586575910153088	0.2908722501947328	0.3437581138665024	0.39664397753827196	0.3173151820306176	0.0793287955076544	0.3173151820306176	0.5553015685535808	0.2908722501947328	0.1586575910153088	0.0793287955076544	0.132214659179424	0.0793287955076544	0.2908722501947328	0.10577172734353919
LK-1121175	4088.910809833879	42.11987394551554	4131.030683779394	4984.769563645806	2682.1294043976523	1107.577340739119	217.12813672533258	43.46293458505369	3.0591936789479846	2.0145909593072093	6.416845277793334	8.767201396985078	1.1192171996151163	0.8953737596920931	0.18653619993585274	2.0145909593072093	1.5295968394739923	0.3730723998717055	2.0892054392815504	0.8953737596920931	2.1638199192558916	0.7834520397305814	0.3730723998717055	0.8580665197049225	0.22384343992302327	0.410379639858876	0.4849941198332171	0.5596085998075582	0.44768687984604655	0.11192171996151164	0.44768687984604655	0.7834520397305814	0.410379639858876	0.22384343992302327	0.11192171996151164	0.18653619993585274	0.11192171996151164	0.410379639858876	0.14922895994868218
LK-1121180	2284.388763026733	23.531490711372907	2307.920253738106	2784.886270956049	1498.4494789306752	618.7802446760309	121.30493883099231	24.28183053919348	1.7091073855913006	1.1255097417308564	3.584956955142728	4.898051653828727	0.6252831898504758	0.5002265518803807	0.1042138649750793	1.1255097417308564	0.8545536927956503	0.2084277299501586	1.1671952877208882	0.5002265518803807	1.2088808337109198	0.43769823289533305	0.2084277299501586	0.47938377888536476	0.12505663797009517	0.22927050294517445	0.2709560489352062	0.3126415949252379	0.25011327594019034	0.06252831898504758	0.25011327594019034	0.43769823289533305	0.22927050294517445	0.12505663797009517	0.06252831898504758	0.1042138649750793	0.06252831898504758	0.22927050294517445	0.08337109198006344
LK-1121185	4315.4525386538235	44.4534804987196	4359.906019152543	5260.945388269194	2830.729914521212	1168.9414783401128	229.15788884193805	45.87095197609241	3.2286850317936286	2.126207216059219	6.77236372522566	9.252938810628082	1.1812262311440105	0.9449809849152084	0.19687103852400176	2.126207216059219	1.6143425158968143	0.3937420770480035	2.2049556314688195	0.9449809849152084	2.2837040468784204	0.8268583618008074	0.3937420770480035	0.905606777210408	0.2362452462288021	0.43311628475280384	0.5118647001624046	0.5906131155720052	0.4724904924576042	0.11812262311440105	0.4724904924576042	0.8268583618008074	0.43311628475280384	0.2362452462288021	0.11812262311440105	0.19687103852400176	0.11812262311440105	0.43311628475280384	0.1574968308192014
LK-1121190	2734.682297897904	28.169964820820372	2762.8522627187244	3333.836740096628	1793.8204436344013	740.7528038977106	145.21629340759483	29.068209934681782	2.0460027593509924	1.347367670792117	4.291615544004521	5.8635444932619905	0.7485375948845094	0.5988300759076075	0.12475626581408492	1.347367670792117	1.0230013796754962	0.24951253162816983	1.397270177117751	0.5988300759076075	1.447172683443385	0.5239763164191567	0.24951253162816983	0.5738788227447906	0.14970751897690188	0.2744637847909868	0.32436629111662074	0.3742687974422547	0.29941503795380375	0.07485375948845094	0.29941503795380375	0.5239763164191567	0.2744637847909868	0.14970751897690188	0.07485375948845094	0.12475626581408492	0.07485375948845094	0.2744637847909868	0.09980501265126793
LK-1121195	2050.5932350081202	21.123162766071182	2071.7163977741916	2499.8673780565414	1345.090824394292	555.4512455262368	108.88999760720486	21.796709143022966	1.534188969723505	1.010319565427674	3.2180549121029616	4.396761071768581	0.5612886474598189	0.4490309179678551	0.09354810790996981	1.010319565427674	0.7670944848617525	0.18709621581993963	1.047738808591662	0.4490309179678551	1.0851580517556498	0.3929020532218732	0.18709621581993963	0.43032129638586114	0.11225772949196378	0.2058058374019336	0.24322508056592151	0.28064432372990944	0.22451545898392755	0.05612886474598189	0.22451545898392755	0.3929020532218732	0.2058058374019336	0.11225772949196378	0.05612886474598189	0.09354810790996981	0.05612886474598189	0.2058058374019336	0.07483848632797585
LK-1121200	4124.0638367197325	42.481985307219624	4166.545822026952	5027.624432983917	2705.188104244411	1117.0993620909974	218.99482239859893	43.836592456076936	3.0854940612861017	2.0319107232859697	6.472011933429385	8.842574443929681	1.1288392907144276	0.903071432571542	0.18813988178573793	2.0319107232859697	1.5427470306430509	0.37627976357147586	2.1071666760002645	0.903071432571542	2.18242262871456	0.7901875035000993	0.37627976357147586	0.8654434562143944	0.2257678581428855	0.4139077399286234	0.4891636926429186	0.5644196453572138	0.451535716285771	0.11288392907144275	0.451535716285771	0.7901875035000993	0.4139077399286234	0.2257678581428855	0.11288392907144275	0.18813988178573793	0.11288392907144275	0.4139077399286234	0.15051190542859033
LK-1121205	2135.9648717309074	22.0025760730668	2157.9674478039738	2603.943489306242	1401.0905240221357	578.5761545236555	113.42337709942318	22.70416397265086	1.598061326830361	1.0523818493760912	3.352031075790513	4.57980990006262	0.5846565829867174	0.46772526638937395	0.09744276383111956	1.0523818493760912	0.7990306634151805	0.19488552766223913	1.0913589549085392	0.46772526638937395	1.130336060440987	0.40925960809070216	0.19488552766223913	0.44823671362315	0.11693131659734349	0.21437408042846304	0.2533511859609109	0.2923282914933587	0.23386263319468698	0.058465658298671744	0.23386263319468698	0.40925960809070216	0.21437408042846304	0.11693131659734349	0.058465658298671744	0.09744276383111956	0.058465658298671744	0.21437408042846304	0.07795421106489565
LK-1124	58385.99999999999	745.0	59131.0	73925.99999999999	31853.0	22628.0	2439.0	875.0000000000001	53.00000000000001	27.999999999999996	75.0	152.00000000000003	14.999999999999996	24.999999999999996	2.9999999999999996	43.00000000000001	21.000000000000004	8.0	28.999999999999996	11.0	25.999999999999996	8.0	5.0	10.0	2.9999999999999996	8.0	14.999999999999996	5.999999999999999	8.0	4.0	4.0	8.0	5.0	2.0	2.9999999999999996	5.999999999999999	4.0	2.0	1.0
LK-1124005	6474.34459553405	82.61204267586182	6556.956638209912	8197.554183699007	3532.1361011466124	2509.1883243884577	270.4574121965463	97.02756690117998	5.8770983380143305	3.104882140837759	8.316648591529713	16.85507447883355	1.6633297183059426	2.772216197176571	0.3326659436611885	4.768211859143702	2.3286616056283194	0.8871091830965027	3.2157707887248224	1.219775126757691	2.8831048450636336	0.8871091830965027	0.5544432394353142	1.1088864788706283	0.3326659436611885	0.8871091830965027	1.6633297183059426	0.665331887322377	0.8871091830965027	0.44355459154825133	0.44355459154825133	0.8871091830965027	0.5544432394353142	0.22177729577412567	0.3326659436611885	0.665331887322377	0.44355459154825133	0.22177729577412567	0.11088864788706283
LK-1124010	3790.5466477572922	48.36702724247564	3838.913674999768	4799.437390506381	2067.9663338987607	1469.0591844868977	158.3452073079169	56.806911190827094	3.4408757635586698	1.8178211581064672	4.869163816356608	9.868172001149393	0.9738327632713216	1.6230546054522028	0.19476655265426435	2.791653921377789	1.3633658685798504	0.5193774737447049	1.8827433423245552	0.7141440263989692	1.6879767896702909	0.5193774737447049	0.32461092109044054	0.6492218421808811	0.19476655265426435	0.5193774737447049	0.9738327632713216	0.3895331053085287	0.5193774737447049	0.25968873687235244	0.25968873687235244	0.5193774737447049	0.32461092109044054	0.12984436843617622	0.19476655265426435	0.3895331053085287	0.25968873687235244	0.12984436843617622	0.06492218421808811
LK-1124015	3652.5413086399153	46.60609178461852	3699.1474004245338	4624.700592308334	1992.6762974704077	1415.5740200031516	152.5802118962209	54.7386984047533	3.3156011605164855	1.7516383489521055	4.69188843469314	9.50889389431143	0.938377686938628	1.56396281156438	0.18767553738772558	2.6900160358907335	1.3137287617140792	0.5004680997006016	1.8141968614146806	0.6881436370883272	1.6265213240269552	0.5004680997006016	0.312792562312876	0.625585124625752	0.18767553738772558	0.5004680997006016	0.938377686938628	0.37535107477545115	0.5004680997006016	0.2502340498503008	0.2502340498503008	0.5004680997006016	0.312792562312876	0.1251170249251504	0.18767553738772558	0.37535107477545115	0.2502340498503008	0.1251170249251504	0.0625585124625752
LK-1124020	1943.4398932176523	24.79811462417619	1968.2380078418284	2460.705264036039	1060.2608659380994	753.1969633769917	81.18470009176608	29.12530241094519	1.7641611746058228	0.932009677150246	2.4964544923667304	5.059481104529907	0.49929089847334607	0.8321514974555768	0.09985817969466922	1.4313005756235921	0.6990072578626845	0.2662884791857846	0.965295737048469	0.3661466588804538	0.8654375573537999	0.2662884791857846	0.16643029949111537	0.33286059898223075	0.09985817969466922	0.2662884791857846	0.49929089847334607	0.19971635938933843	0.2662884791857846	0.1331442395928923	0.1331442395928923	0.2662884791857846	0.16643029949111537	0.06657211979644614	0.09985817969466922	0.19971635938933843	0.1331442395928923	0.06657211979644614	0.03328605989822307
LK-1124025	2593.4179805900835	33.09177534922092	2626.5097559393043	3283.6813214315507	1414.862174763401	1005.101600808283	108.33669808959706	38.86617910143396	2.354179991286857	1.2437177312458867	3.331386780122911	6.751610541049099	0.6662773560245822	1.1104622600409702	0.13325547120491643	1.909995087270469	0.932788298434415	0.3553479232131105	1.2881362216475254	0.4886033944180269	1.154880750442609	0.3553479232131105	0.22209245200819405	0.4441849040163881	0.13325547120491643	0.3553479232131105	0.6662773560245822	0.26651094240983286	0.3553479232131105	0.17767396160655524	0.17767396160655524	0.3553479232131105	0.22209245200819405	0.08883698080327762	0.13325547120491643	0.26651094240983286	0.17767396160655524	0.08883698080327762	0.04441849040163881
