entity_id	valid	rejected	polled	electors	PA	UNP	SLMC	TULF	SLPF	MEP	IND1	TELO	IND2	DPLF	EPRLF	IND4	NSSP	TKLO	PFF	DWC	IND3	IND 1	SMBP	IND5 
LK-1233290	1355.5923997266366	49.36279369724038	1404.9551934238768	1803.3690117527024	798.1329470310228	536.335486230761	0	0	21.123966464852586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233295	1081.634982818531	39.38685737936876	1121.0218401978998	1438.9185203723134	636.8348750132351	427.9451733066387	0	0	16.854934498657247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233300	1524.8640161322926	55.52668181074395	1580.3906979430365	2028.5540951574246	897.7950977466768	603.3072210297331	0	0	23.761697355882607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233305	755.8669663397214	27.52428025526754	783.3912465949891	1005.5434541971875	445.03224533405205	299.0561742595605	0	0	11.778546746108903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233310	628.8245372553927	22.898133620814125	651.7226708762068	836.536620111463	370.2333984656997	248.79227267039496	0	0	9.798866119298111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233315	996.8217410555294	36.298452223965505	1033.1201932794947	1326.0899356055866	586.8993319921841	394.38910492727956	0	0	15.533304136065684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233320	693.4103531585989	25.24997352994966	718.6603266885486	922.4562955405185	408.2596278792196	274.34542934421654	0	0	10.805295935162816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233325	1254.4552704276598	45.67996746590177	1300.1352378935617	1668.8244650643464	738.5863789933682	496.32092770307344	0	0	19.5479637312183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233330	1335.0101067464939	48.61330625366971	1383.6234130001637	1775.9880162863	786.0146980970441	528.1921725654772	0	0	20.803236083972624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233335	977.3040494364286	35.587731372303665	1012.8917808087323	1300.1251985253775	575.407889037549	386.66699714123456	0	0	15.229163257645032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233340	985.1111260840689	35.8720197129684	1020.9831457970373	1310.5110933574613	580.0044662194031	389.7558402556526	0	0	15.350819609013294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233345	712.9280447776997	25.9606943816115	738.8887391593113	948.4210326207276	419.7510708338547	282.06753713026154	0	0	11.109436813583468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233350	788.1598742913246	28.70020020983531	816.8600745011599	1048.5032919117152	464.04536004081206	311.8327525964713	0	0	12.281761654041256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233355	1544.026840631046	56.22448046510285	1600.251321096149	2054.046746108903	909.0776053748641	610.8889268560318	0	0	24.06030840015016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233360	1062.4721583197775	38.689058725009865	1101.1612170447872	1413.4258694208352	625.5523673850478	420.36346748034	0	0	16.556323454389695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233365	766.5129799501401	27.911946174355815	794.4249261244959	1019.7060380591197	451.3003051274894	303.2682330519487	0	0	11.944441770701987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233370	663.2466479290795	24.151586759199542	687.398234688279	882.328974598377	390.50012513114706	262.41126276578336	0	0	10.335260032149078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233375	767.2227141908346	27.9377905689617	795.1605047597963	1020.6502103165817	451.7181757803852	303.5490369714412	0	0	11.955501439008192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233380	1262.9720813159945	45.99010020117238	1308.962181517167	1680.154532153892	743.6008268281179	499.69057473698393	0	0	19.68067975089276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233385	749.4793581734702	27.291680703814574	776.7710388772848	997.045903880028	441.2714094579896	296.5289389841276	0	0	11.679009731353052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233390	767.2227141908346	27.9377905689617	795.1605047597963	1020.6502103165817	451.7181757803852	303.5490369714412	0	0	11.955501439008192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233395	789.2244756523664	28.738966801744137	817.9634424541106	1049.9195502979085	464.6721660201557	312.25395847571014	0	0	12.298351156500564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233400	928.6872539488502	33.81739034180054	962.5046442906507	1235.4493988892204	546.783749314185	367.4319286559952	0	0	14.471575978669952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233405	531.590946280236	19.357451559807874	550.9483978400439	707.1850208391487	312.98511901897183	210.32213569991626	0	0	8.28369156134795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233410	893.2005419141216	32.52517061150629	925.7257125256278	1188.2407860161131	525.8902166693939	353.39173268136796	0	0	13.918592563359676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233415	1371.2065530219172	49.931370378569845	1421.1379234004871	1824.1408014168696	807.326101394731	542.5131724595971	0	0	21.367279167589107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233420	593.337825220664	21.60591389051987	614.9437391111837	789.3280072383556	349.3398658209084	234.75207669576767	0	0	9.245882703987833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233425	1109.6694853259667	40.40771096630122	1150.077196292268	1476.2133245420682	653.34076580262	439.0369281265942	0	0	17.291791396752366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233430	888.5872693496067	32.357182046568035	920.9444513961748	1182.103666342609	523.174057425571	351.5665072046664	0	0	13.846704719369338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233435	1010.3066916287262	36.789495721477316	1047.0961873502035	1344.0292084973673	594.8388743972047	399.7243793976379	0	0	15.743437833883588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233440	1037.9863270158146	37.797427111106835	1075.7837541269214	1380.8519265383911	611.1358298601418	410.6757322578472	0	0	16.174764897825607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233445	838.5510053806393	30.535152226853143	869.0861576074924	1115.5395221915276	493.71417639641544	331.769830880442	0	0	13.066998103781847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233450	984.7562589637216	35.85909751566546	1020.6153564793871	1310.03900722873	579.7955308929552	389.6154382959063	0	0	15.345289774860191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233455	619.2431250060159	22.549234293634676	641.7923592996506	823.790294635724	364.592144651606	245.00141975724557	0	0	9.649560597164335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1233460	1209.032279023207	44.02592621112512	1253.058205234332	1608.3974405867687	711.8426572080353	478.3494768555505	0	0	18.840144959621142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236	57779.00000000001	2271.0000000000005	60050.00000000001	78190.99999999999	32960.99999999999	23504.0	0	0	1314.0000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236005	2795.995558435696	109.89643145792529	2905.891989893621	3783.756878963732	1595.022579165423	1137.3869330634416	0	0	63.58604620683128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236010	1256.6413982918182	49.39221197183612	1306.0336102636543	1700.5840802685327	716.8721703230692	511.19090717130604	0	0	28.578320797442824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236015	2423.6729479608853	95.26231441906523	2518.9352623799505	3279.901200678613	1382.6248989726153	985.9292990337777	0	0	55.118749954492166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236020	1962.1611923779844	77.12262358106582	2039.2838159590503	2655.3478909850805	1119.3477744850334	798.1902882648046	0	0	44.62312962814641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236025	1389.163005409971	54.60096549414223	1443.7639709041132	1879.9225420310327	792.4713446289837	565.0995565716948	0	0	31.592104209292337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236030	1572.1690342874201	61.79400607256497	1633.9630403599851	2127.5804177982945	896.8702043847705	639.5448343150889	0	0	35.75399558756071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236035	683.2225078091438	26.854018159444877	710.0765259685887	924.5894028644449	389.7557430882706	277.92903690867126	0	0	15.537727812201924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236040	1522.1053160427848	59.82625474191599	1581.9315707847006	2059.8303322435727	868.3105163136473	619.1793445416088	0	0	34.615455187528674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236045	1106.0295400432506	43.47242225442154	1149.501962297672	1496.7644951543261	630.9531087309504	449.9232992813403	0	0	25.153132030959885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236050	2429.1420936514755	95.47727885014454	2524.61937250162	3287.302470529129	1385.7448648963514	988.1541004376033	0	0	55.243128317520885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236055	1475.4072259154357	57.99078921500812	1533.3980151304438	1996.6348742891678	841.6708072725155	600.1829633243289	0	0	33.553455318591226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236060	1647.4749634117038	64.75390093127226	1712.228864342976	2229.490210355398	939.82973518083	670.1786382600718	0	0	37.466589970802175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236065	1436.7025025666417	56.46950247198538	1493.172005038627	1944.2566568855168	819.5910484276134	584.4382149280248	0	0	32.67323921100343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236070	1477.9314470034003	58.09000356781395	1536.0214505712142	2000.0508449894057	843.1107915450091	601.2097947414791	0	0	33.610860716912164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236075	1532.6229039093046	60.23964787860695	1592.8625517879116	2074.0635434945643	874.3104507823706	623.4578087797348	0	0	34.85464434719926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236080	1651.681998558312	64.91925818594864	1716.6012567442606	2235.183494855795	942.2297089683193	671.8900239553222	0	0	37.56226563467042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236085	1696.6972746270178	66.68858081098595	1763.3858554380038	2296.101639010041	967.9094284944554	690.201850894502	0	0	38.58599523806056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236090	1338.6785836506747	52.616678438025616	1391.2952620887004	1811.603128026271	763.6716591791115	544.5629282286897	0	0	30.443996242873475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236095	1248.6480315132628	49.07803318795098	1297.7260647012138	1689.7668397177786	712.3122201268394	507.93927435033015	0	0	28.396537036093168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236100	815.3234114126359	32.04623595628336	847.3696473689192	1103.3585361769053	465.11492001543627	331.666547739535	0	0	18.54194365766461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236105	1582.2659186392793	62.19086348378829	1644.4567821230678	2141.2443005992473	902.630141474745	643.65215998369	0	0	35.983617180844476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236110	1624.7569736200205	63.86097175601978	1688.6179453760403	2198.746474053255	926.8698767283875	660.9371555057194	0	0	36.94994138591369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236115	2129.601191212984	83.70384231718594	2213.30503353017	2881.940614100875	1214.8667312271095	866.3034389357721	0	0	48.4310210501023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236120	2162.4160653565264	84.99362890366174	2247.409694260188	2926.34823320397	1233.5865267695265	879.6522473587255	0	0	49.17729122827456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236125	1551.554562069041	60.98375552465068	1612.5383175936915	2099.68332374635	885.1103328260727	631.1590444083618	0	0	35.28518483460634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236130	1695.4351640830355	66.63897363458304	1762.0741377176184	2294.3936536599217	967.1894363582086	689.6884351859268	0	0	38.55729253890009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236135	860.7593909960026	33.83209430678831	894.5914853027908	1164.846008781191	491.03463692032125	350.1495132482397	0	0	19.575240827441586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236140	1644.1093352944174	64.62161512753114	1708.7309504219486	2224.9355827550803	937.9097561508385	668.8095297038715	0	0	37.39004943970758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236145	1918.8287303679217	75.41944385789907	1994.2481742258208	2596.7070606309935	1094.6280444738932	780.5630156037251	0	0	43.63767029030356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236150	1286.9320513473958	50.58278420550608	1337.5148355529018	1741.5757286713897	734.1519815929925	523.5128841771092	0	0	29.26718557729414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236155	1137.5823036428108	44.71260166449443	1182.2949053073053	1539.4641289073024	648.9529121371205	462.7586919957186	0	0	25.870699509971676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236160	1358.8723523543931	53.41039326047226	1412.2827456148652	1838.9308936281755	775.1915333590604	552.7775795658916	0	0	30.903239429441015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236165	1746.3402893569926	68.6397964161673	1814.9800857731598	2363.2823961147233	996.2291191868297	710.3962020984571	0	0	39.71496807170578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236170	870.8562753478618	34.228951718011636	905.0852270658735	1178.5098915821434	496.79457401029566	354.2568389168408	0	0	19.804862420725357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236175	1722.3601890213267	67.69726006451191	1790.0574490858387	2330.8306744624615	982.5492685981404	700.6413036355297	0	0	39.16961678765682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236180	1832.5845098624573	72.02962013703318	1904.6141299994904	2479.9947283728584	1045.4285818303615	745.4796088510911	0	0	41.67631918100467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1236185	1192.2737605487152	46.86224597528742	1239.1360065240026	1613.476827412461	680.1525713744821	485.0067060339743	0	0	27.114483140258773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239	61304.0	2373.0	63677.0	80600.00000000001	34719.0	25537.000000000007	0	0	1048.0000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239005	906.1630463327706	35.0764209341587	941.2394672669293	1191.386231476271	513.1977490151942	377.4743200150066	0	0	15.490977302569876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239010	1119.3972077069434	43.33044456949916	1162.7276522764425	1471.7378138649947	633.9611061982475	466.2998579735778	0	0	19.136243535118044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239015	1643.7758233512877	63.62847495779404	1707.4042983090817	2161.169440201517	930.9384838009487	684.7367741243937	0	0	28.10056542594528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239020	1883.6231851435002	72.91266178953292	1956.5358469330333	2476.5109735509286	1066.7740011254925	784.6483961733259	0	0	32.20078784468205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239025	915.6912291984887	35.445244794597635	951.1364739930863	1203.9134978696038	518.59395449795	381.44341184982716	0	0	15.653862850711473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239030	880.2069619744352	34.071693866066404	914.2786558405016	1157.2602299220193	498.4977409759627	366.66196639601253	0	0	15.047254602460004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239035	863.1219444221133	33.41035453010692	896.5322989522202	1134.7975453546642	488.8217863172281	359.5449741404722	0	0	14.755183964413003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239040	826.6520031085029	31.99864940911649	858.6506525176194	1086.8483532974249	468.16734464185225	344.35293297960715	0	0	14.13172548704344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239045	576.6193423908675	22.32020258863253	598.9395449795	758.1156041482435	326.56346973229364	240.1984886244875	0	0	9.857384034086342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239050	929.4906664522872	35.97940348902645	965.4700699413136	1222.0564354047754	526.4091486453895	387.19175174853285	0	0	15.88976605836482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239055	758.6404909290671	29.366010129431626	788.0065010584988	997.4295897312217	429.64960205804323	316.0218291931291	0	0	12.969059677894794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239060	1302.7325883645522	50.42712436691052	1353.1597127314628	1712.779698260846	737.7915427285151	542.6706594849531	0	0	22.270386151083954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239065	900.2490017954284	34.84749577940349	935.0964975748318	1183.6106868183401	509.84838009486293	375.0107457727041	0	0	15.389875927861297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239070	1782.4273119489776	68.99549803038829	1851.422809979366	2343.46276495967	1009.4625773776028	742.4939035828176	0	0	30.470830988557495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239075	1812.3260926655412	70.1528418683174	1882.4789345338586	2382.772462952542	1026.3954980303884	754.9486400300132	0	0	30.98195460513975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239080	1595.477792962993	61.758919527293195	1657.236712490286	2097.669158828416	903.5853042849104	664.6175844789238	0	0	27.274904199158563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239085	1156.195707050406	44.75486775464266	1200.9505748050487	1520.1189806254522	654.8016239247528	481.62876437012625	0	0	19.765318755526973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239090	2195.4247554733765	84.98210467079348	2280.4068601441704	2886.454966905164	1243.3601736473993	914.5335048369376	0	0	37.531076989039846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239095	1546.8512045448456	59.87664603263928	1606.7278505774848	2033.736902752097	876.0460487177426	644.3615295977705	0	0	26.443626229332477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239100	780.325320899322	30.205402363534045	810.5307232628561	1025.9399201436343	441.93062143259107	325.05493474823805	0	0	13.339764718492912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239105	1836.9679449044672	71.10669667979741	1908.0746415842646	2415.17056569392	1040.3512018651018	765.2135327062733	0	0	31.403210333092158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239110	1021.4869148109441	39.5404614518852	1061.0273762628292	1343.0093523059195	578.5104429616529	425.5140177399041	0	0	17.462454109387142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239115	1837.6250609641718	71.13213280810355	1908.7571937722753	2416.034515100356	1040.7233539673607	765.4872631776402	0	0	31.414443819170884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239120	1340.8453198274246	51.902419808666295	1392.747739636091	1762.8887638341776	759.3763646595386	558.5470268242357	0	0	22.92192834365035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239125	2076.158190636975	80.36544738323016	2156.5236380202055	2729.6481496368947	1175.8145670873864	864.8514242838385	0	0	35.492199265750195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239130	716.2565050781146	27.72537985368599	743.9818849318006	941.7048530160517	405.6457914623362	298.3662137899617	0	0	12.244499825816654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239135	1527.466280783557	59.12628024760833	1586.5925610311654	2008.250395262213	865.0675617011015	636.2864806924458	0	0	26.112238390009917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239140	2010.446584666506	77.82183455261678	2088.2684192191227	2643.2532089932206	1138.599356861484	837.4783771471448	0	0	34.36885065787711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239145	1496.2532679475842	57.918064153066965	1554.1713321006512	1967.2127984564675	847.3903368437977	623.2842833025162	0	0	25.578647801270197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239150	888.7494707505963	34.402363534046145	923.1518342846424	1168.4915722056971	503.33571830533003	370.2204625237827	0	0	15.193289921483506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239155	1651.0041000080391	63.90827236916151	1714.9123723772007	2170.672883672321	935.0321569257978	687.74780930943	0	0	28.224133772811317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239160	1733.8007235308305	67.11322453573439	1800.913948066565	2279.5305088833506	981.9233218104349	722.2378487016641	0	0	29.63955301873141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239165	945.9185679449045	36.615306696679795	982.5338746415842	1243.6551705656939	535.712951201865	394.0350135327063	0	0	16.17060321033309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239170	769.4829059141946	29.785706246482835	799.2686121606774	1011.6847549374279	435.7901117453171	320.5383819706836	0	0	13.154412198193851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239175	1094.0982394083126	42.351153629713004	1136.4493930380256	1438.47576171718	619.6332502612751	455.7612348259507	0	0	18.703754321086905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239180	1074.3847576171718	41.58806978052898	1115.9728273977007	1412.5572795240776	608.4686871935044	447.54932068494253	0	0	18.366749738724977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239185	672.886845137605	26.04659538548115	698.933440523086	884.6841921912265	381.08375271324064	280.30000267974384	0	0	11.503089744620414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239190	1674.6602781574081	64.82397298818233	1739.4842511455904	2201.775062304044	948.4296326071227	697.6021062786398	0	0	28.62853927164563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239195	837.8229761234826	32.43106359032077	870.2540397138033	1101.5354932068494	474.4939303802556	349.00635099284506	0	0	14.322694750381864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239200	1966.4198086662914	76.11761395610579	2042.5374226223971	2585.3685987619583	1113.6651660101293	819.1384355655599	0	0	33.61620709060214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239205	1072.0848514082054	41.49904333145751	1113.5838947396628	1409.5334566015488	607.1661548355977	446.5912640351582	0	0	18.32743253744942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239210	1287.9474770211968	49.85481148002251	1337.8022885012194	1693.3408366160197	729.4181204276872	536.5117238791972	0	0	22.017632714312512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239215	885.1353324222204	34.262464828362404	919.3977972505828	1163.739850470295	501.28888174290535	368.71494493126454	0	0	15.131505748050486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239220	1088.1841948709703	42.122228474957794	1130.3064233459281	1430.700217059249	616.2838813409438	453.2976605836482	0	0	18.602652946378328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239225	990.9310180346758	38.35768148564997	1029.2886995203257	1302.8357049066108	561.2053702066082	412.7855508213415	0	0	16.940097006726155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239230	611.1179355253638	23.655599324704557	634.7735348500684	803.4729479861725	346.10145510089234	254.5693383712517	0	0	10.447142053219713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239235	682.0864699734706	26.402701181767025	708.4891711552376	896.779483881341	386.293882144867	284.13222927888097	0	0	11.660358549722647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239240	1761.3995980384275	68.18154192459201	1829.5811399630195	2315.816383953694	997.5537101053139	733.7345284990755	0	0	30.111359434038103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-1239245	1376.9867031111826	53.30140686550366	1430.2881099766862	1810.4059811881984	779.8447302837849	573.6022027494172	0	0	23.539770077980545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-13	490508.99999999977	25164.000000000025	515673.0	646198.9999999995	262978.9999999999	215612.00000000003	0	0	6062.999999999991	5521.000000000001	0	0	0	0	0	0	0	0	334.00000000000006	0	0	0	0	0
LK-1303	75324.9048625332	3011.7963269574307	78336.70118949065	100032.08644503506	43827.06731732823	29141.05492135418	0	0	1063.5672955426778	1248.4678009672784	0	0	0	0	0	0	0	0	44.7475273408566	0	0	0	0	0
LK-1303005	660.4666779104124	25.97622572444078	686.4429036348531	880.4976981554012	386.48730393718495	252.60453872533404	0	0	9.537070004809825	11.434651974838996	0	0	0	0	0	0	0	0	0.403113268244539	0	0	0	0	0
LK-1303010	844.6756179375222	33.221183216835634	877.896801154358	1126.0748833461387	494.2814122144557	323.05777411314955	0	0	12.197027903228829	14.623859228304257	0	0	0	0	0	0	0	0	0.5155444783838989	0	0	0	0	0
LK-1303015	550.5287683725927	21.652355877043394	572.1811242496361	733.9345489071704	322.15460150291403	210.55727751438263	0	0	7.949578047211239	9.531298215367702	0	0	0	0	0	0	0	0	0.33601309271717605	0	0	0	0	0
LK-1303020	897.1269106559475	35.28409822036492	932.4110088763125	1196.000049972203	524.9744954369132	343.1184903397485	0	0	12.954419104373192	15.531947854006209	0	0	0	0	0	0	0	0	0.5475579209064957	0	0	0	0	0
LK-1303025	1096.8614333277114	43.139678553804444	1140.0011118815157	1462.2750844842556	641.8537563480313	419.5096977306373	0	0	15.838564798330927	18.989949340679246	0	0	0	0	0	0	0	0	0.6694651100325444	0	0	0	0	0
LK-1303030	1637.3195534983665	64.39595475017022	1701.7155082485367	2182.784001399222	958.1152858722336	626.215317729513	0	0	23.64272373492245	28.346894539912174	0	0	0	0	0	0	0	0	0.9993316217853819	0	0	0	0	0
LK-1303035	1005.805989168525	39.5584581076776	1045.3644472762026	1340.8849952214082	588.5705638738452	384.68429436126155	0	0	14.523733673144314	17.413507486460656	0	0	0	0	0	0	0	0	0.6138897738133163	0	0	0	0	0
LK-1303040	1227.779859952901	48.28871440261354	1276.0685743555146	1636.808300382912	718.4636920712853	469.5812454322283	0	0	17.729013236387257	21.256538550431323	0	0	0	0	0	0	0	0	0.749370662568946	0	0	0	0	0
LK-1303045	1804.7440798555804	70.9807794414357	1875.724859297016	2405.985133269619	1056.087607518318	690.2491239248168	0	0	26.060316448975257	31.24551343315281	0	0	0	0	0	0	0	0	1.101518530317511	0	0	0	0	0
LK-1303050	2630.9568427562167	103.47581657702904	2734.4326593332457	3507.446357963383	1539.5650544384687	1006.2455259262035	0	0	37.99074264940127	45.54972546520998	0	0	0	0	0	0	0	0	1.6057942769334559	0	0	0	0	0
LK-1303055	1350.3060797431428	53.10768385085796	1403.4137635940008	1800.153489621398	790.162734478946	516.4430785375635	0	0	19.498279082260492	23.377833580071083	0	0	0	0	0	0	0	0	0.8241540643017321	0	0	0	0	0
LK-1303060	1268.9016734441468	49.90603976538051	1318.8077132095273	1691.6296310177465	742.527069317692	485.3088469538819	0	0	18.32280793808444	21.968480032981656	0	0	0	0	0	0	0	0	0.774469201506662	0	0	0	0	0
LK-1303065	1792.994990286653	70.51868648064514	1863.5136767672982	2390.32189594538	1049.2123568764873	685.7555234900586	0	0	25.89066081991892	31.04210158099557	0	0	0	0	0	0	0	0	1.0943475191924492	0	0	0	0	0
LK-1303070	1047.7670233432652	41.208790110501035	1088.9758134537665	1396.8251285222595	613.1250304518112	400.7328673425407	0	0	15.129646634059805	18.139978387022218	0	0	0	0	0	0	0	0	0.6395005278313938	0	0	0	0	0
