entity_id	valid	rejected	polled	electors	NPP	SJB	IND16	SLPP	IND9	SLCP	IND4	IND13	IND12	JPF	IND11	IND5	APP	DUNF	NSSP	SBP	IND1	SPF	RJA	IND10	IND2	USP	JSP	DUA	IND14	SLSP	AJP	SEP	NIF	IND15	NDF	IND6	UNFF	IND7	ELPP	IND8	NSU	SLLP 
LK-1324335	762.7620704495996	12.991677224205759	775.7537476738054	967.9281804460231	327.5445932266062	289.41539319508513	108.19967387812255	17.910855979002115	0.2077481223745067	3.783983657535658	2.314907649315932	1.328104068037025	1.1945517036534137	0.9126078232880117	0.7790554589044002	0.9793840054798174	0.5045311543380877	0.5713073365298935	0.4303353963471925	0.593566063927162	0.44517454794537153	0.875509944292564	0.5416290333335354	0.3487200625572077	0.47485285114172965	0.35613963835629725	0.2077481223745067	0.38581794155265536	0.296783031963581	0.20032854657541718	0.1706502433790591	0.13355236438361145	0.19290897077632768	0.1706502433790591	0.25226557716904385	0.30420260776267055	0.19290897077632768	0.13355236438361145	0.11129363698634288	0.10387406118725336	0.09645448538816384	0.09645448538816384
LK-1324340	1521.7851111420935	25.919669756136003	1547.7047808982293	1931.1116149094678	653.4835757021016	577.4120834823512	215.86895719801902	35.73391364438167	0.41447787160011884	7.549418375573593	4.61846771211561	2.649697822015045	2.3832477617006833	1.8207420788148077	1.5542920185004456	1.9539671089719888	1.0065891167431458	1.1398141469003267	0.858561305457389	1.1842224902860536	0.8881668677145403	1.7467281731719293	1.0806030223860241	0.6957307130430566	0.947377992228843	0.7105334941716323	0.41447787160011884	0.7697446186859349	0.5921112451430268	0.39967509047154315	0.34046396595724043	0.2664500603143621	0.38487230934296746	0.34046396595724043	0.5032945583715729	0.6069140262716025	0.38487230934296746	0.2664500603143621	0.22204171692863509	0.20723893580005942	0.19243615467148373	0.19243615467148373
LK-1324345	755.9071825615722	12.874921955033976	768.7821045166062	959.2294794779625	324.60097351623637	286.8144378640836	107.22729118804139	17.749892404027424	0.20588110493486655	3.749977268456498	2.2941037407027984	1.3161684922621826	1.1838163533754826	0.9044062823924495	0.7720541435057495	0.9705823518357994	0.49999696912753305	0.566173038570883	0.4264680030793664	0.588231728385333	0.4411737962889997	0.8676417993683662	0.5367614521516163	0.34558614042638314	0.4705853827082664	0.3529390370311998	0.20588110493486655	0.38235062345046644	0.2941158641926665	0.1985282083300499	0.16911662191078322	0.13235213888669992	0.19117531172523322	0.16911662191078322	0.24999848456376653	0.30146876079748314	0.19117531172523322	0.13235213888669992	0.11029344907224993	0.10294055246743328	0.09558765586261661	0.09558765586261661
LK-1324350	931.0184095193642	15.85748837660409	946.8758978959684	1181.4417496620579	399.7970770265929	353.25702404694215	132.06724899829666	21.861780092017288	0.25357491407476557	4.6186859349332305	2.825549042547388	1.6210682006922514	1.458055755929902	1.1139183725427202	0.9509059277803709	1.1954245949238949	0.6158247913244307	0.6973310137056054	0.5252623220120144	0.7244997544993302	0.5433748158744977	1.068637137886512	0.6611060259806388	0.4256436057683565	0.5795998035994642	0.4346998526995981	0.25357491407476557	0.4709248404245646	0.3622498772496651	0.24451866714352394	0.20829367941855745	0.1630124447623493	0.2354624202122823	0.20829367941855745	0.30791239566221534	0.37130612418090675	0.2354624202122823	0.1630124447623493	0.1358437039686244	0.12678745703738278	0.11773121010614115	0.11773121010614115
LK-1324355	294.7601791851802	5.020476574386703	299.7806557595669	374.0441416266086	126.57564754590256	111.84107923306803	41.81245567349017	6.921433723911765	0.08028174990452752	1.462274730403894	0.8945680703647352	0.5132297583182295	0.4616200619510332	0.35266625850917444	0.3010565621419782	0.37847110669277256	0.19496996405385253	0.22077481223745066	0.1662979105165213	0.22937642829865004	0.17203232122398754	0.3383302317405088	0.20930599082251816	0.1347586516254569	0.18350114263892003	0.13762585697919003	0.08028174990452752	0.14909467839412252	0.11468821414932502	0.07741454455079438	0.06594572313586189	0.051609696367196256	0.07454733919706126	0.06594572313586189	0.09748498202692626	0.11755541950305815	0.07454733919706126	0.051609696367196256	0.043008080305996885	0.04014087495226376	0.03727366959853063	0.03727366959853063
LK-1324360	431.23476531954486	7.3449678424431255	438.579733161988	547.2273699907255	185.1804399614473	163.62373536846317	61.17171104874249	10.126072171135183	0.1174523698391819	2.1393110220708134	1.308754978208027	0.7508562214719129	0.675351126575296	0.5159514817935491	0.4404463868969321	0.5537040292418576	0.28524146960944174	0.3229940170577502	0.2432941946668768	0.3355781995405197	0.2516836496553898	0.4949778443222666	0.30621510708072425	0.19715219223005534	0.2684625596324158	0.20134691972431185	0.1174523698391819	0.21812582970133781	0.16778909977025985	0.1132576423449254	0.09647873236789942	0.07550509489661694	0.10906291485066891	0.09647873236789942	0.14262073480472087	0.17198382726451636	0.10906291485066891	0.07550509489661694	0.06292091241384745	0.05872618491959095	0.054531457425334454	0.054531457425334454
LK-1324365	1919.3686086476855	32.69147536809946	1952.060084015785	2435.6362710569865	824.2135189035516	728.2674926804431	272.26715322272673	45.06980099291383	0.522764883099249	9.521788942164893	5.8250944116773455	3.341961216955913	3.0058980778206816	2.296431450757415	1.9603683116221837	2.464463020325031	1.2695718589553189	1.4376034285229347	1.0828701149913014	1.49361395171214	1.120210463784105	2.2030805787754066	1.3629227309373277	0.8774981966308822	1.194891161369712	0.896168371027284	0.522764883099249	0.970849068612891	0.74680697585607	0.5040947087028472	0.42941401111724026	0.3360631391352315	0.4854245343064455	0.42941401111724026	0.6347859294776594	0.7654771502524718	0.4854245343064455	0.3360631391352315	0.28005261594602626	0.2613824415496245	0.24271226715322275	0.24271226715322275
LK-1324370	1410.8605616812856	24.030357218628957	1434.8909188999146	1790.3508174263045	605.8504567524808	535.323897217053	200.13403730397835	33.12923034024575	0.38426613484957783	6.999133170474453	4.2818226454667245	2.4565585049312295	2.2095302753850725	1.688026235232074	1.4409980056859168	1.8115403500051526	0.9332177560632604	1.056731870836339	0.7959798507598398	1.0979032424273651	0.8234274318205239	1.6194072825803636	1.0018367087149707	0.6450181549260771	0.8783225939418922	0.6587419454564192	0.38426613484957783	0.7136371075777874	0.5489516212136826	0.3705423443192358	0.31564718219786747	0.24702822954615716	0.3568185537888937	0.31564718219786747	0.4666088780316302	0.5626754117440247	0.3568185537888937	0.24702822954615716	0.20585685795513098	0.19213306742478892	0.17840927689444686	0.17840927689444686
LK-1324375	1356.021458577066	23.096315065254686	1379.1177736423208	1720.761209681819	582.3014990695222	514.5162545690403	192.354975783329	31.841521740448204	0.3693299953324564	6.72708205784117	4.115391376561657	2.361073898732489	2.123647473161624	1.6224139080675763	1.3849874824967114	1.7411271208530088	0.8969442743788227	1.0156574871642552	0.7650407046172312	1.0552285580927325	0.7914214185695494	1.5564621231867806	0.9628960592596185	0.6199467778794804	0.8441828464741861	0.6331371348556396	0.3693299953324564	0.6858985627602762	0.5276142790463663	0.35613963835629725	0.30337821045166063	0.23742642557086482	0.3429492813801381	0.30337821045166063	0.44847213718941137	0.5408046360225255	0.3429492813801381	0.23742642557086482	0.19785535464238735	0.1846649976662282	0.17147464069006904	0.17147464069006904
LK-1324380	1718.7073450163361	29.27373021597997	1747.9810752323162	2181.0015699919377	738.0457419272711	652.1304366274875	243.80285993125977	40.357958161836464	0.4681121907752365	8.526329189120379	5.21610726863835	2.992574362455976	2.69164509695761	2.056349980905503	1.7554207154071368	2.2068146136546862	1.1368438918827173	1.2873085246319005	0.9696609666058471	1.3374634022149614	1.003097551661221	1.9727585182670682	1.2204353545211524	0.7857597488012898	1.0699707217719692	0.8024780413289769	0.4681121907752365	0.8693512114397249	0.6687317011074807	0.4513938982475495	0.38452072813680144	0.30092926549836635	0.43467560571986247	0.38452072813680144	0.5684219459413586	0.6854499936351678	0.43467560571986247	0.30092926549836635	0.25077438791530526	0.23405609538761826	0.21733780285993123	0.21733780285993123
LK-1324385	848.7597548630348	14.456425146542683	863.2161800095776	1077.0573380453297	364.4736405021549	322.0455600749232	120.39865671732264	19.93021719232098	0.23117070479908344	4.210609265983305	2.575902139189787	1.4778412913941406	1.3292315525947298	1.0154998817959737	0.866890142996563	1.0898047511956792	0.5614145687977741	0.6357194381974794	0.4788536027981014	0.6604877279973813	0.495365795998036	0.9742193987961374	0.6026950517976104	0.3880365401984615	0.528390182397905	0.39629263679842874	0.23117070479908344	0.42931702319829784	0.33024386399869066	0.22291460819911618	0.1898902217992471	0.14860973879941078	0.21465851159914892	0.1898902217992471	0.28070728439888704	0.3384999605986579	0.21465851159914892	0.14860973879941078	0.123841448999509	0.11558535239954172	0.10732925579957446	0.10732925579957446
LK-1324390	1144.7662773005836	19.49812995168789	1164.2644072522717	1452.6830616661312	491.58449163176107	434.35954027726416	162.38790924355484	26.880917020773598	0.31179191241990917	5.679066976219774	3.4742527383932735	1.993241154398705	1.7928034964144777	1.3696573295588867	1.1692196715746594	1.4698761585510003	0.7572089301626366	0.8574277591547502	0.6458546757269548	0.8908340354854548	0.6681255266140911	1.3139802023410458	0.8128860573804775	0.5233649958477047	0.7126672283883638	0.5345004212912728	0.31179191241990917	0.5790421230655456	0.4454170177427274	0.300656486976341	0.25611478520206826	0.20043765798422733	0.2895210615327728	0.25611478520206826	0.3786044650813183	0.45655244318629556	0.2895210615327728	0.20043765798422733	0.16703138165352277	0.15589595620995458	0.1447605307663864	0.1447605307663864
LK-1324395	856.2378143772467	14.583794531093721	870.8216089083404	1086.546830010487	367.6848620043766	324.88296589056125	121.45943783377484	20.1058138195661	0.23320745109687274	4.247707144978754	2.5985973122222963	1.4908619195121509	1.3409428438070183	1.0244470173184053	0.8745279416132729	1.0994065551709715	0.5663609526638338	0.6413204905164	0.4830725772720936	0.6663070031339222	0.4997302523504416	0.9828028296225352	0.608005140359704	0.3914553643411793	0.5330456025071377	0.3997842018803533	0.23320745109687274	0.4330995520370494	0.3331535015669611	0.22487861355769873	0.19156326340100263	0.1499190757051325	0.2165497760185247	0.19156326340100263	0.2831804763319169	0.3414823391061351	0.2165497760185247	0.1499190757051325	0.1249325630876104	0.11660372554843637	0.10827488800926235	0.10827488800926235
LK-1324400	1336.079966539168	22.756663373118588	1358.8366299122865	1695.4558977747336	573.7382417302645	506.94983906067205	189.52622613945653	31.37326406779456	0.363898671871685	6.628154380519977	4.054870915141633	2.326352223751129	2.092417363262189	1.5985548800077591	1.3646200195188187	1.7155223102522292	0.8837539174026636	1.0007213476471337	0.7537901060199189	1.0397104910619572	0.7797828682964678	1.5335729743163868	0.9487358230940359	0.6108299134988998	0.8317683928495657	0.6238262946371743	0.363898671871685	0.6758118191902721	0.5198552455309786	0.35090229073341056	0.29891676618031265	0.23393486048894035	0.33790590959513606	0.29891676618031265	0.4418769587013318	0.532851626669253	0.33790590959513606	0.23393486048894035	0.19494571707411695	0.1819493359358425	0.16895295479756803	0.16895295479756803
LK-1324405	873.063448284223	14.870375646333553	887.9338239305566	1107.89818693209	374.91011038437523	331.2671289757469	123.84619534579222	20.500906230867617	0.2377901302668986	4.3311773727185106	2.6496614515454415	1.5201583327776733	1.367293249034667	1.044578072243876	0.8917129885008698	1.121010614115379	0.5774903163624681	0.6539228582339712	0.4925652698385757	0.6794003721911389	0.5095502791433542	1.0021155489819298	0.6199528396244143	0.3991477186622941	0.5435202977529111	0.4076402233146833	0.2377901302668986	0.44161024192424025	0.33970018609556946	0.22929762561450936	0.19532760700495244	0.15286508374300625	0.22080512096212013	0.19532760700495244	0.28874515818123403	0.34819269074795867	0.22080512096212013	0.15286508374300625	0.12738756978583854	0.1188950651334493	0.11040256048106006	0.11040256048106006
LK-1324410	596.9984178845723	10.168322533324442	607.1667404178967	757.5777752183743	256.3625165940268	226.51956428177414	84.68569246343252	14.018464075068648	0.16260024610684432	2.9616473398032355	1.8118313137619795	1.039480144754469	0.9349514151143548	0.7142796525407804	0.6097509229006661	0.7665440173608374	0.3948863119737648	0.44715067679382187	0.33681479550703464	0.4645721317338409	0.34842909880038064	0.6852438943074153	0.4239220702071298	0.27293612739363154	0.3716577053870727	0.27874327904030455	0.16260024610684432	0.30197188562699656	0.23228606586692044	0.1567930944601713	0.13356448787347924	0.1045287296401142	0.15098594281349828	0.13356448787347924	0.1974431559868824	0.23809321751359347	0.15098594281349828	0.1045287296401142	0.08710727470009516	0.08130012305342216	0.07549297140674914	0.07549297140674914
LK-1327	41005.98433003319	789.1185987910168	41795.102928824206	51903.0428376685	19198.656623934567	12214.604739545326	7065.958167522685	1136.1194112058167	18.935323520096937	391.9171612299134	126.82263194855622	88.51162854742986	73.9798686366578	55.484901477493345	38.311003401126364	59.448108725885746	45.356705176046155	36.9899343183289	37.43029067926138	46.237417897911136	36.54957795739641	51.96205059003346	35.22850887459896	26.861738016881702	28.623163460611647	19.816036241961914	16.293185354502018	16.733541715434505	18.054610798231966	14.531759910772069	15.412472632637044	13.210690827974611	11.449265384244663	11.449265384244663	12.77033446704212	12.329978106109637	7.926414496784764	7.045701774919791	5.724632692122332	3.0824945265274093	2.642138165594922	3.5228508874598954
LK-1327005	473.7870922435041	9.117552290596642	482.9046445341007	599.6927557385401	221.82312765928148	141.12871955165718	81.64076119135811	13.126833096952755	0.21878055161587925	4.528248626468199	1.465320903845889	1.02267188080911	0.8547705272434352	0.6410778954325764	0.44264902303677894	0.6868691736777605	0.5240557399171061	0.4273852636217176	0.4324731834267381	0.534231579527147	0.42229734381669715	0.6003745369924128	0.40703358440163584	0.3103631081062473	0.3307147873263291	0.22895639122592015	0.18825303278575656	0.19334095259077702	0.20860471200583836	0.16790135356567476	0.17807719317571566	0.15263759415061343	0.13228591493053163	0.13228591493053163	0.147549674345593	0.14246175454057253	0.09158255649036806	0.08140671688032716	0.06614295746526581	0.03561543863514313	0.030527518830122686	0.04070335844016358
LK-1327010	402.6228605262795	7.7480687936328705	410.3709293199124	509.617118543712	188.50463351830686	119.93076573537309	69.37807581620147	11.15514368726161	0.18591906145436018	3.8480922021948967	1.2452253418338541	0.8690635198215441	0.7263814494030816	0.5447860870523112	0.37616182201231013	0.5836993789846192	0.4453410076697465	0.3631907247015408	0.3675144238051306	0.453988405876926	0.35886702559795103	0.510196494223593	0.34589592828718174	0.26374564531897604	0.28104044173333514	0.1945664596615397	0.15997686683282156	0.16430056593641132	0.17727166324718063	0.14268207041846245	0.151329468625642	0.12971097310769314	0.11241617669333406	0.11241617669333406	0.12538727400410338	0.1210635749005136	0.07782658386461588	0.06917918565743635	0.05620808834666703	0.0302658937251284	0.025942194621538628	0.03458959282871817
LK-1327015	578.9306418076918	11.140933313137712	590.0715751208295	732.7774809633312	271.0504523360368	172.4482188838247	99.75860264654449	16.039959792352285	0.2673326632058714	5.533164424493617	1.7905071396114178	1.2496247745204687	1.0444624981066604	0.7833468735799953	0.5408823650909491	0.8393002216928521	0.6403549839582502	0.5222312490533302	0.5284482877325365	0.6527890613166628	0.5160142103741239	0.7336105641463448	0.49736309433650494	0.37923935943158504	0.4041075141484103	0.279766740564284	0.23003043113063354	0.23624746980983985	0.2548985858474588	0.2051622764138083	0.21759635377222092	0.18651116037618937	0.16164300565936413	0.16164300565936413	0.18029412169698306	0.17407708301777675	0.11190669622571361	0.099472618867301	0.08082150282968206	0.043519270754444186	0.037302232075237876	0.0497363094336505
LK-1327020	513.5364829324043	9.88248901863046	523.4189719510348	650.005273811327	240.43345772000606	152.9690180796717	88.4901890585627	14.228137091555016	0.2371356181925836	4.908155818404637	1.588257163708467	1.1084711455048675	0.9264833454966057	0.6948625091224543	0.4797860182035994	0.7444955454883438	0.5680225272985142	0.46324167274830286	0.46875645456673504	0.5790520909353786	0.4577268909298707	0.6507442545749968	0.44118254547457414	0.3364016909243628	0.3584608181980915	0.24816518182944797	0.20404692728199056	0.2095617091004227	0.22610605455571925	0.18198780000826184	0.1930173636451262	0.1654434545529653	0.1433843272792366	0.1433843272792366	0.15992867273453312	0.15441389091610094	0.09926607273177919	0.08823650909491483	0.0716921636396183	0.038603472729025236	0.03308869091059306	0.044118254547457415
LK-1327025	723.18246285612	13.916913374550761	737.0993762306707	915.3632320339286	338.587940459634	215.41704418710324	124.61539732591604	20.036627514699198	0.3339437919116533	6.911859879101661	2.236646792338515	1.5609930738195887	1.304710628864134	0.9785329716481005	0.6756537185189265	1.048428183908679	0.799911873648844	0.652355314432067	0.6601214491276868	0.8154441430400837	0.6445891797364471	0.9164038940831417	0.6212907756495876	0.47373421643281055	0.5047987552152899	0.349476061302893	0.28734698373793427	0.2951131184335541	0.31841152252041366	0.2562824449554549	0.2718147143466946	0.23298404086859534	0.20191950208611598	0.20191950208611598	0.2252179061729755	0.21745177147735564	0.1397904245211572	0.12425815512991752	0.10095975104305799	0.05436294286933891	0.04659680817371907	0.06212907756495876
LK-1327030	750.1094694518266	14.435096319347867	764.5445657711745	949.4459055671069	351.1949382427055	223.43789157704862	129.25533233273208	20.782672156203958	0.346377869270066	7.169216363961831	2.319926194180907	1.6191151563554247	1.3532902799388624	1.0149677099541468	0.7008110378254824	1.0874654035223001	0.8296958263910883	0.6766451399694312	0.6847004392547816	0.845806424961789	0.6685898406840809	0.9505253156713439	0.6444239428280297	0.4913732564063727	0.5235944535477742	0.3624884678407667	0.29804607355796375	0.3061013728433141	0.33026727069936523	0.2658248764165623	0.281935474987263	0.24165897856051116	0.20943778141910968	0.20943778141910968	0.2336036792751608	0.22554837998981042	0.1449953871363067	0.12888478856560595	0.10471889070955484	0.056387094997452605	0.048331795712102235	0.06444239428280298
LK-1327035	955.2676149429244	18.383156851135315	973.6507717940597	1209.1234182008454	447.24825468515485	284.5491097861559	164.60721809894937	26.466821805764013	0.44111369676273354	9.13002767718216	2.95443592250389	2.061950070914173	1.7234209547939359	1.2925657160954518	0.8924858515897167	1.3848918386736984	1.0566211806177106	0.8617104773969679	0.8719689354612175	1.0771380967462099	0.8514520193327183	1.210498051581455	0.8206766451399694	0.6257659419192266	0.6667997741762252	0.4616306128912328	0.37956294837723586	0.38982140644148544	0.42059678063423434	0.3385291161202374	0.3590460322487366	0.3077537419274885	0.2667199096704901	0.2667199096704901	0.2974952838632389	0.2872368257989893	0.18465224515649312	0.16413532902799388	0.13335995483524504	0.07180920644974732	0.061550748385497706	0.08206766451399694
LK-1327040	780.2420720708316	15.014967709954147	795.2570397807857	987.5860402351873	365.30276909519023	232.41360175151124	134.44764055464523	21.61753163598309	0.3602921939330515	7.457210525591067	2.413119810528345	1.6841565344312408	1.4076532228082013	1.055739917106151	0.7289632760971042	1.1311499111851617	0.8630254877931234	0.7038266114041006	0.7122054996351018	0.8797832642551259	0.6954477231730994	0.9887088112581414	0.6703110584800959	0.5111121820910731	0.5446277350150779	0.37704997039505395	0.31001886454704436	0.31839775277804555	0.3435344174710491	0.27650331162303954	0.2932610880850419	0.25136664693003596	0.21785109400603114	0.21785109400603114	0.24298775869903474	0.23460887046803355	0.15081998815802156	0.13406221169601917	0.10892554700301557	0.05865221761700839	0.05027332938600719	0.06703110584800959
LK-1327045	309.66057585062583	5.959103865166683	315.61967971579253	391.95074563154924	144.980474505322	92.23974498437134	53.35925257838426	8.57951337730471	0.1429918896217452	2.9595995758919353	0.9577131211875026	0.6684039491621112	0.5586659873593766	0.4189994905195324	0.2893091720253914	0.44892802555664185	0.3425154565358082	0.2793329936796883	0.2826583864615893	0.34916624209961034	0.2760076008977872	0.392396348264324	0.26603142255208406	0.2028489596959641	0.2161505308235683	0.14964267518554727	0.12303953293033888	0.12636492571223992	0.13634110405794309	0.10973796180273468	0.11638874736653677	0.09976178345703152	0.08646021232942733	0.08646021232942733	0.09643639067513048	0.09311099789322942	0.059857070074218914	0.05320628451041681	0.043230106164713664	0.023277749473307355	0.019952356691406305	0.026603142255208406
LK-1327050	1386.09972047423	26.67408396788896	1412.773804442119	1754.4461947316966	648.9602192142985	412.88266802528125	238.84617820800574	38.403536069840136	0.6400589344973355	13.247731434944853	4.286906351982155	2.9919033914875452	2.50069537198959	1.8755215289921927	1.2950029604946092	2.009487352491635	1.5331644244936178	1.250347685994795	1.2652327774947332	1.5629346074934938	1.235462594494857	1.7564407969926883	1.1908073199950429	0.9079905814962203	0.9675309474959723	0.6698291174972116	0.5507483854977073	0.5656334769976454	0.6102887514974595	0.49120801949795523	0.5209782024978313	0.4465527449981411	0.387012378998389	0.387012378998389	0.4316676534982031	0.416782561998265	0.26793164699888466	0.2381614639990086	0.1935061894991945	0.10419564049956626	0.08931054899962822	0.1190807319995043
LK-1327055	804.6046018478994	15.483799898103907	820.0884017460033	1018.4227448604437	376.7091004227311	239.67055891384274	138.64567698938353	22.29252440686835	0.3715420734478058	7.69005686903598	2.4884678407666994	1.7367431805350924	1.4516062404472412	1.088704680335431	0.7517246602316071	1.1664693003593902	0.8899728736075349	0.7258031202236206	0.7344436335596162	0.9072539002795258	0.7171626068876251	1.019580573647467	0.6912410668796387	0.5270713134957246	0.5616333668397064	0.38882310011979676	0.3196989934318329	0.3283395067678284	0.3542610467758148	0.28513694008785095	0.30241796675984195	0.25921540007986454	0.22465334673588258	0.22465334673588258	0.250574886743869	0.24193437340787355	0.1555292400479187	0.13824821337592774	0.11232667336794129	0.06048359335196839	0.0518430800159729	0.06912410668796387
LK-1327060	450.0656816710959	8.661057791608718	458.72673946270464	569.667543340264	210.71696294562327	134.06273494622914	77.55319939963923	12.469603293722374	0.20782672156203955	4.301529818377098	1.391955716508544	0.9714690938132546	0.8119741679633173	0.608980625972488	0.42048662269528936	0.65247924211338	0.4978174958346529	0.40598708398165867	0.4108202635528689	0.5074838549770734	0.40115390441044846	0.5703151894028062	0.38665436569681777	0.29482395384382354	0.31415667212866444	0.21749308070446	0.17882764413477822	0.18366082370598844	0.19816036241961912	0.15949492584993732	0.16916128499235777	0.14499538713630666	0.1256626688514658	0.1256626688514658	0.14016220756509645	0.13532902799388621	0.086997232281784	0.07733087313936356	0.0628313344257329	0.033832256998471553	0.028999077427261336	0.03866543656968178
LK-1327065	941.1629924404115	18.111727689574927	959.2747201299865	1191.270589207276	440.64458917973644	280.34771353427976	162.17677595252192	26.076036517356762	0.4346006086226127	8.995221899398263	2.910813378681685	2.031505170538259	1.6979744708976496	1.2734808531732371	0.8793082081434257	1.3644437712570399	1.0410200625146304	0.8489872354488248	0.859094226347025	1.061234044311031	0.8388802445506245	1.192624925987635	0.8085592718560236	0.616526444790218	0.6569544083830192	0.4548145904190133	0.3739586632334109	0.3840656541316112	0.4143866268262121	0.3335306996406097	0.3537446814370103	0.30320972694600884	0.2627817633532077	0.2627817633532077	0.29310273604780857	0.28299574514960824	0.18192583616760533	0.16171185437120472	0.13139088167660384	0.07074893628740206	0.06064194538920177	0.08085592718560236
LK-1327070	950.7797805103066	18.296793027002465	969.0765735373092	1203.4429726119824	445.1470883879763	283.2123018878317	163.83389559781338	26.34248103217989	0.4390413505363315	9.087134929705465	2.9405560221968248	2.052263057158201	1.7153243462814811	1.286493259711111	0.8882929650386242	1.3783856354047617	1.0516571884940034	0.8576621731407406	0.8678724371067017	1.0720777164259256	0.8474519091747794	1.2048111479834214	0.8168211172768958	0.622826101923633	0.6636671577874778	0.45946187846825387	0.3777797667405643	0.3879900307065255	0.4186208226044091	0.3369387108767195	0.3573592388086419	0.3063079189788359	0.2654668631149911	0.2654668631149911	0.2960976550128747	0.2858873910469135	0.18378475138730155	0.16336422345537915	0.13273343155749556	0.07147184776172838	0.06126158379576718	0.08168211172768958
LK-1327075	512.2542445230849	9.857813640306789	522.1120581633917	648.3822893573661	239.83312449224073	152.5870729658648	88.26923977252385	14.192611156245265	0.23654351927075443	4.89590074769701	1.5842914779064483	1.1057034272888753	0.9241700287787615	0.6931275215840711	0.4785880506175729	0.7426366302686477	0.5666042438345978	0.46208501438938077	0.4675860264654448	0.577606267986726	0.4565840023133167	0.6491194249755586	0.44008096608512454	0.33556173663990746	0.3575657849441637	0.24754554342288254	0.20353744681437008	0.20903845889043415	0.2255414951186263	0.18153339851011385	0.19253542266224197	0.1650303622819217	0.14302631397766546	0.14302631397766546	0.15952935020585765	0.15402833812979358	0.09901821736915302	0.0880161932170249	0.07151315698883273	0.038507084532448395	0.03300607245638434	0.04400809660851245
LK-1327080	433.39658234994425	8.34027787340099	441.7368602233452	548.5687454387729	202.91263098467428	129.0974484667392	74.68085868113408	12.00776613469562	0.20012943557826035	4.142213899177946	1.3404018010823018	0.9354887570053565	0.7819010506313427	0.5864257879735071	0.40491304407694534	0.628313344257329	0.47937981080373987	0.39095052531567137	0.395604698236096	0.4886881566445892	0.3862963523952467	0.5491924046101098	0.3723338336339727	0.2839045481459042	0.3025212398276028	0.20943778141910965	0.1722043980557124	0.17685857097613705	0.19082108973741102	0.15358770637401375	0.16289605221486306	0.13962518761273976	0.12100849593104114	0.12100849593104114	0.13497101469231512	0.13031684177189046	0.08377511256764386	0.07446676672679454	0.06050424796552057	0.032579210442972614	0.027925037522547956	0.03723338336339727
LK-1327085	854.6118998113545	16.446139652727098	871.0580394640816	1081.7191385649176	400.12209630557817	254.56641835231264	147.26269914489902	23.678035883948613	0.39463393139914354	8.168004626633437	2.6431295870454266	1.8446841909587872	1.5418255924431654	1.1563691943323742	0.7984453960866392	1.2389669939275436	0.9452859287002741	0.7709127962215827	0.780090329509935	0.9636409952769784	0.7617352629332306	1.0829489280255566	0.734202663068174	0.5598295305894827	0.5965396637428914	0.41298899797584787	0.3395687316690305	0.34874626495738265	0.37627886482243916	0.3028585985156218	0.32121366509232613	0.2753259986505653	0.23861586549715655	0.23861586549715655	0.2661484653622131	0.2569709320738609	0.16519559919033916	0.1468405326136348	0.11930793274857827	0.06424273301846523	0.05506519973011305	0.0734202663068174
LK-1327090	956.5498533522438	18.407832229458986	974.9576855817028	1210.7464026548064	447.84858791292015	284.9310548999628	164.82816738498823	26.502347741073763	0.44170579568456275	9.142282747889787	2.9584016083059086	2.064717789130165	1.72573427151178	1.294300703633835	0.8936838191757432	1.3867507538933945	1.058039464081627	0.86286713575589	0.8731393635625078	1.0785839196948626	0.8525949079492723	1.212122881180893	0.8217782245294191	0.626605896203682	0.667694807430153	0.46225025129779823	0.3800724288448563	0.39034465665147405	0.4211613400713273	0.33898351761838535	0.35952797323162083	0.30816683419853214	0.2670779229720612	0.2670779229720612	0.2978946063919144	0.28762237858529666	0.1849001005191193	0.1643556449058838	0.1335389614860306	0.07190559464632416	0.061633366839706424	0.0821778224529419
LK-1327095	1509.1946077688888	29.042920286961433	1538.2375280558501	1910.2527023119399	706.5922090797682	449.5493989507456	260.05730966773615	41.81402585957617	0.6969004309929362	14.42421822287705	4.667612188975944	3.2576043402227945	2.7227737769026343	2.0420803326769756	1.4100078487531498	2.187943213582474	1.6693196370295913	1.3613868884513172	1.3775938752185948	1.7017336105641465	1.3451799016840396	1.912424438538755	1.2965589413822067	0.9886261928039327	1.053454139873043	0.7293144045274913	0.5996585103892706	0.6158654971565483	0.664486457458381	0.5348305633201603	0.5672445368547154	0.48620960301832755	0.4213816559492172	0.4213816559492172	0.47000261625104994	0.4537956294837724	0.2917257618109965	0.25931178827644136	0.2106908279746086	0.1134489073709431	0.09724192060366552	0.12965589413822068
LK-1327100	1112.3418200845463	21.405890695785082	1133.7477107803313	1407.9390138110516	520.7890750864051	331.33738622750366	191.67350563870949	30.818748881208432	0.5136458146868071	10.631273838866475	3.4402324332511736	2.400995552373215	2.0068022527298512	1.5051016895473885	1.0392368808779586	1.6126089530864878	1.2303609049474684	1.0034011263649256	1.01534637786927	1.254251407956157	0.9914558748605813	1.4095396775126336	0.9556201203475483	0.7286603417650055	0.7764413477823829	0.5375363176954959	0.4419743056607411	0.4539195571650854	0.4897553116781185	0.39419329964336364	0.41808380265205236	0.3583575451303306	0.3105765391129532	0.3105765391129532	0.34641229362598625	0.3344670421216419	0.21501452707819835	0.19112402406950965	0.1552882695564766	0.08361676053041048	0.07167150902606612	0.09556201203475483
