province	province_id	district_id	division_id	ps_id	division	num	name	lat	lng	phone_mobile	phone_office	fax	id	gnd_id
Central	LK-2	LK-23	PS-2302	PS-230252	Hatton	52	Nallathanni	7.0788917	79.8596955	071-8591122	052-2022500	052-2055522	PS-230252	LK-1218025
Central	LK-2	LK-23	PS-2302	PS-230253	Hatton	53	Bogawanthalawa	6.794514299999999	80.6795535	071-8591124	-	052-2267522	PS-230253	LK-2315325
Central	LK-2	LK-23	PS-2302	PS-230254	Hatton	54	Norwood	6.8371952	80.6142395	071-8591125	-	051-2240222	PS-230254	LK-2315250
Central	LK-2	LK-23	PS-2302	PS-230255	Hatton	55	Maskeliya	6.913699299999999	80.5209768	071-8591126	-	052-2277222	PS-230255	LK-2315150
Southern	LK-3	LK-31	PS-3101	PS-310120	Galle	20	Galle	6.032983199999999	80.2171401	071-8591455	091-2234962	091-2222222	PS-310120	LK-3139225
Southern	LK-3	LK-31	PS-3101	PS-310121	Galle	21	Ratgama	6.1451151	80.09969330000001	071-8591456	091-2267575	091-2267222	PS-310121	LK-3136200
Southern	LK-3	LK-31	PS-3101	PS-310122	Galle	22	Hikkaduwa	6.1451151	80.09969330000001	071-8591457	-	091-2277222	PS-310122	LK-3136200
Southern	LK-3	LK-31	PS-3101	PS-310123	Galle	23	Akmeemana	6.0734534	80.27662749999999	071-8591459	-	091-2234223	PS-310123	LK-3145020
Southern	LK-3	LK-31	PS-3101	PS-310124	Galle	24	Wanduramba	6.125699699999999	80.2529855	071-8591460	-	091-2292292	PS-310124	LK-3127235
Southern	LK-3	LK-31	PS-3101	PS-310125	Galle	25	Yakkalamulla	6.1061857	80.3481517	071-8591461	-	091-2286022	PS-310125	LK-3148150
Southern	LK-3	LK-31	PS-3101	PS-310126	Galle	26	Poddala	6.1214493	80.21062909999999	071-8591462	091-3903300	091-2292322	PS-310126	LK-3127255
Southern	LK-3	LK-31	PS-3101	PS-310127	Galle	27	Habaraduwa	5.9871001	80.3270979	071-8591464	091-2283281	091-2283344	PS-310127	LK-3154165
Southern	LK-3	LK-31	PS-3101	PS-310128	Galle	28	Ahangama	5.972267200000001	80.365256	071-8591465	-	091-2283222	PS-310128	LK-3154265
Southern	LK-3	LK-31	PS-3101	PS-310129	Galle	29	Galle Harbour	6.0330609	80.2342661	071-8591466	-	091-2234122	PS-310129	LK-3139235
Southern	LK-3	LK-31	PS-3101	PS-310130	Galle	30	Nagoda	6.1976163	80.2747071	071-8591468	-	091-2296422	PS-310130	LK-3124095
Southern	LK-3	LK-31	PS-3101	PS-310131	Galle	31	Hiniduma	6.3295166	80.3224422	071-8591469	-	091-3783333	PS-310131	LK-3118055
Southern	LK-3	LK-31	PS-3101	PS-310132	Galle	32	Neluwa	6.379651099999999	80.35895579999999	071-8591470	-	091-3783009	PS-310132	LK-3121065
Southern	LK-3	LK-31	PS-3101	PS-310133	Galle	33	Udugama	6.210944	80.33961649999999	071-8591471	-	091-2285022	PS-310133	
Southern	LK-3	LK-31	PS-3101	PS-310134	Galle	34	Imaduwa	6.0343895	80.39105529999999	071-8592156	091-2286011	091-3090222	PS-310134	LK-3151130
Southern	LK-3	LK-31	PS-3102	PS-310235	Elpitiya	35	Elpitiya	6.279163199999999	80.1429167	071-8591475	091-2291226	091-2291222	PS-310235	LK-3112200
Southern	LK-3	LK-31	PS-3102	PS-310236	Elpitiya	36	Uragasmanhandiya	6.343756099999999	80.0806791	071-8591476	-	091-2264062	PS-310236	LK-3109030
Southern	LK-3	LK-31	PS-3102	PS-310237	Elpitiya	37	Pitigala	6.335202	80.2211487	071-8591477	-	091-2291224	PS-310237	LK-3112035
Southern	LK-3	LK-31	PS-3102	PS-310238	Elpitiya	38	Karandeniya	6.271732399999999	80.0847896	071-8591478	-	091-2255458	PS-310238	LK-3109140
Southern	LK-3	LK-31	PS-3102	PS-310239	Elpitiya	39	Baddegama	6.172566300000001	80.1749665	071-8591480	-	091-2292222	PS-310239	LK-3127020
Southern	LK-3	LK-31	PS-3102	PS-310241	Elpitiya	41	Meetiyagoda	6.1894217	80.0947221	071-8591481	-	091-2260423	PS-310241	LK-3133170
Southern	LK-3	LK-31	PS-3102	PS-310242	Elpitiya	42	Thelikada	6.125201700000001	80.1807171	071-8591482	-	091-2292323	PS-310242	LK-3127180
Southern	LK-3	LK-31	PS-3102	PS-310243	Elpitiya	43	Ambalangoda	6.2449578	80.0475982	071-8591484	091-2258225	091-2258222	PS-310243	LK-3133005
Southern	LK-3	LK-31	PS-3102	PS-310244	Elpitiya	44	Ahungalla	6.299873	80.0385599	071-8591485	-	091-2264026	PS-310244	LK-3106120
Southern	LK-3	LK-31	PS-3102	PS-310245	Elpitiya	45	Kosgoda	6.335781799999999	80.0301822	071-8591486	-	091-2264022	PS-310245	LK-3106070
Southern	LK-3	LK-31	PS-3102	PS-310246	Elpitiya	46	Bentota	6.422232600000001	79.9968969	071-8591487	-	034-2275022	PS-310246	LK-3103035
Southern	LK-3	LK-32	PS-3201	PS-320101	Matara	1	Matara	5.9490397	80.5336586	071-8591436	041-2222727	041-2222223	PS-320101	LK-3242205
Southern	LK-3	LK-32	PS-3201	PS-320102	Matara	2	Gandara	5.9416293	80.614037	071-8591437	041-2259159	041-2259222	PS-320102	LK-3245135
Southern	LK-3	LK-32	PS-3201	PS-320103	Matara	3	Dikwella	5.9642961	80.6931978	071-8591438	041-2255277	041-2255222	PS-320103	LK-3248165
Southern	LK-3	LK-32	PS-3201	PS-320104	Matara	4	Thihagoda	6.0133095	80.5679316	071-8591439	041-2245271	041-2245222	PS-320104	LK-3236065
Southern	LK-3	LK-32	PS-3201	PS-320105	Matara	5	Kamburupitiya	6.0738748	80.56457879999999	071-8591440	041-2292223	041-2292222	PS-320105	LK-3227080
Southern	LK-3	LK-32	PS-3201	PS-320106	Matara	6	Hakmana	6.0848242	80.643227	071-8591442	041-2286223	041-2286222	PS-320106	LK-3230090
Southern	LK-3	LK-32	PS-3201	PS-320107	Matara	7	Morawaka	6.2567767	80.49365449999999	071-8591443	041-2282323	041-2282222	PS-320107	LK-3203080
Southern	LK-3	LK-32	PS-3201	PS-320108	Matara	8	Urubokka	6.3102572	80.6290135	071-8591444	041-2272223	041-2272222	PS-320108	LK-3209075
Southern	LK-3	LK-32	PS-3201	PS-320109	Matara	9	Mawarala	6.198061	80.58704519999999	071-8591445	041-2291348	041-2291222	PS-320109	LK-3209215
Southern	LK-3	LK-32	PS-3201	PS-320110	Matara	10	Deniyaya	6.341435499999999	80.55871929999999	071-8591446	041-2273710	041-2273222	PS-320110	LK-3206080
Southern	LK-3	LK-32	PS-3201	PS-320111	Matara	11	Weligama	5.9733015	80.4264547	071-8591448	041-2250226	041-2250222	PS-320111	LK-3239125
Southern	LK-3	LK-32	PS-3201	PS-320112	Matara	12	Akuressa	6.0990441	80.47760009999999	071-8591449	041-2283530	041-2283222	PS-320112	LK-3218165
Southern	LK-3	LK-32	PS-3201	PS-320113	Matara	13	Kananke	6.0413723	80.4072219	071-8591450	-	091-2286822	PS-320113	LK-3221010
Southern	LK-3	LK-32	PS-3201	PS-320114	Matara	14	Pitabeddara	6.2036747	80.4750037	071-8591451	-	041-2281262	PS-320114	LK-3203115
Southern	LK-3	LK-32	PS-3201	PS-320115	Matara	15	Kotawila	5.967552599999999	80.4939212	071-8592137	041-2232001	041-2237457	PS-320115	LK-3239080
Southern	LK-3	LK-32	PS-3201	PS-320116	Matara	16	Kosmodara	6.2900186	80.5603374	071-8592129	-	041-2271222	PS-320116	LK-3206155
Southern	LK-3	LK-32	PS-3201	PS-320117	Matara	17	Malimbada	6.0105029	80.5174376	071-8592143	-	041-2241222	PS-320117	LK-3224095
Southern	LK-3	LK-32	PS-3201	PS-320118	Matara	18	Rotumba	6.229548400000001	80.5590967	071-8592139	-	041-3021874	PS-320118	LK-3209200
Southern	LK-3	LK-32	PS-3201	PS-320119	Matara	19	Deyyandara	6.198061	80.58704519999999	071-8592140	-	041-2268783	PS-320119	LK-3209215
Southern	LK-3	LK-33	PS-3301	PS-330147	Tangalle	47	Tangalle	6.023954	80.79725499999999	071-8591491	047-2240223	047-2240222	PS-330147	LK-3333255
Southern	LK-3	LK-33	PS-3301	PS-330148	Tangalle	48	Hungama	6.1112616	80.93264219999999	071-8591492	-	047-2226022	PS-330148	
Southern	LK-3	LK-33	PS-3301	PS-330149	Tangalle	49	Weeraketiya	6.1538993	80.76736989999999	071-8591493	-	047-2246222	PS-330149	LK-3321240
Southern	LK-3	LK-33	PS-3301	PS-330150	Tangalle	50	Angunakolapelessa	6.3219927	80.844883	071-8591494	-	047-2228222	PS-330150	LK-9148125
Southern	LK-3	LK-33	PS-3301	PS-330151	Tangalle	51	Walasmulla	6.154102399999999	80.69825639999999	071-8591496	-	047-2245222	PS-330151	LK-3325245
Southern	LK-3	LK-33	PS-3301	PS-330152	Tangalle	52	Beliatta	6.046936	80.7354084	071-8591497	-	047-2243222	PS-330152	LK-3330190
Southern	LK-3	LK-33	PS-3301	PS-330153	Tangalle	53	Katuwana	6.2697218	80.6909635	071-8591498	-	047-2247390	PS-330153	LK-3324175
Southern	LK-3	LK-33	PS-3301	PS-330154	Tangalle	54	Middeniya	6.2482753	80.7650176	071-8591499	-	047-2247222	PS-330154	LK-3324090
Southern	LK-3	LK-33	PS-3301	PS-330155	Tangalle	55	Sooriyawewa	6.3060221	81.0038735	071-8591501	-	047-2289022	PS-330155	LK-3303060
Southern	LK-3	LK-33	PS-3301	PS-330156	Tangalle	56	Hambantota	6.1258722	81.1252097	071-8591502	047-2220223	047-2220222	PS-330156	LK-3312120
Southern	LK-3	LK-33	PS-3301	PS-330157	Tangalle	57	Ambalantota	6.1251603	81.0239813	071-8591503	047-2223223	047-2223222	PS-330157	LK-3315260
Southern	LK-3	LK-33	PS-3301	PS-330158	Tangalle	58	Tissamaharamaya	6.2610896	81.23672429999999	071-8591505	047-2237233	047-2237222	PS-330158	LK-3309125
Southern	LK-3	LK-33	PS-3301	PS-330159	Tangalle	59	Kataragama	6.4135201	81.33136789999999	071-8591506	047-2235223	047-2235222	PS-330159	LK-8227015
Southern	LK-3	LK-33	PS-3301	PS-330160	Tangalle	60	Lunugamwehera	6.3415436	81.20269909999999	071-8591507	-	047-2237224	PS-330160	LK-3306045
Southern	LK-3	LK-33	PS-3301	PS-330161	Tangalle	61	Weeravila	6.2610896	81.23672429999999	071-8592109	047-2238239	047-2238229	PS-330161	LK-3309125
Southern	LK-3	LK-33	PS-3301	PS-330162	Tangalle	62	Kirinda	6.220796099999999	81.33687739999999	071-8592240	-	047-3489722	PS-330162	LK-3309010
Northern	LK-4	LK-41	PS-4101	PS-410101	Kankasanthurai	1	Kankasanthurai	9.8062378	80.0470304	071-8591318	021-3202305	021-2059907	PS-410101	LK-4112120
Northern	LK-4	LK-41	PS-4101	PS-410102	Kankasanthurai	2	Ilavalai	9.775967399999999	79.9831456	071-8591319	-	021-2211922	PS-410102	LK-4109090
Northern	LK-4	LK-41	PS-4101	PS-410103	Kankasanthurai	3	Achchuweli	6.934132399999999	79.8563053	071-8591320	-	021-2058585	PS-410103	LK-1103145
Northern	LK-4	LK-41	PS-4101	PS-410104	Kankasanthurai	4	Thelippalay	6.9330754	79.857181	071-8591321	-	021-2240222	PS-410104	
Northern	LK-4	LK-41	PS-4101	PS-410105	Kankasanthurai	5	Palali	9.7895521	80.0648799	071-8591323	021-3202668	021-2213900	PS-410105	LK-4112175
Northern	LK-4	LK-41	PS-4101	PS-410106	Kankasanthurai	6	Point Pedro	9.8270184	80.2331865	071-8591324	-	021-2263227	PS-410106	LK-4127095
Northern	LK-4	LK-41	PS-4101	PS-410107	Kankasanthurai	7	Valvettiththurai	9.8232162	80.1696326	071-8591325	-	021-2263573	PS-410107	LK-4127050
Northern	LK-4	LK-41	PS-4101	PS-410108	Kankasanthurai	8	Nelliadi	9.7783968	80.1133025	071-8591326	-	021-2263222	PS-410108	LK-4118155
Northern	LK-4	LK-41	PS-4102	PS-410209	Jaffna	9	Jaffna	9.6599186	80.0109655	071-8591329	021-3211257	021-2222222	PS-410209	LK-4136105
Northern	LK-4	LK-41	PS-4102	PS-410210	Jaffna	10	Manippai	9.7271507	79.9969053	071-8591330	-	021-2255160	PS-410210	LK-4109060
Northern	LK-4	LK-41	PS-4102	PS-410211	Jaffna	11	Chunnakam	9.7453094	80.0291508	071-8591331	-	021-2240323	PS-410211	LK-4115080
Northern	LK-4	LK-41	PS-4102	PS-410212	Jaffna	12	Kayts	9.7286536	79.9477498	071-8591333	021-3205483	021-3215390	PS-410212	LK-4106050
Northern	LK-4	LK-41	PS-4102	PS-410213	Jaffna	13	Delft	9.5267819	79.7019643	071-8591334	021-2215222	021-3213337	PS-410213	LK-4142015
Northern	LK-4	LK-41	PS-4102	PS-410214	Jaffna	14	Vaddukoddai	9.7286536	79.9477498	071-8591335	-	021-2250222	PS-410214	LK-4106050
Northern	LK-4	LK-41	PS-4102	PS-410215	Jaffna	15	Chawakachcheri	9.6664589	80.13238369999999	071-8591337	-	021-2270722	PS-410215	LK-4130105
Northern	LK-4	LK-41	PS-4102	PS-410216	Jaffna	16	Kopai	9.6868875	80.0385599	071-8591338	-	021-2224022	PS-410216	LK-4118015
Northern	LK-4	LK-41	PS-4102	PS-410217	Jaffna	17	Kodikamam	9.6664589	80.13238369999999	071-8591339	-	021-2050222	PS-410217	LK-4130105
Northern	LK-4	LK-42	PS-4201	PS-420138	Mannar	38	Mannar	8.9781233	79.91164189999999	071-8591365	023-2222227	023-2222222	PS-420138	LK-4203180
Northern	LK-4	LK-42	PS-4201	PS-420139	Mannar	39	Silawathura	6.891460899999999	79.8561986	071-8591366	-	023-3233677	PS-420139	LK-1127065
Northern	LK-4	LK-42	PS-4201	PS-420140	Mannar	40	Iluppakadawai	6.9072887	79.86381899999999	071-8591368	-	023-2338049	PS-420140	LK-1127015
Northern	LK-4	LK-42	PS-4201	PS-420141	Mannar	41	Wedithalathiu	6.9095122	79.89515639999999	071-8591369	023-2050840	023-2050890	PS-420141	LK-1124020
Northern	LK-4	LK-42	PS-4201	PS-420142	Mannar	42	Thalaimannar	9.0920828	79.7275338	071-8591370	-	023-2281033	PS-420142	LK-4203020
Northern	LK-4	LK-42	PS-4201	PS-420143	Mannar	43	Murunkan	8.8381863	80.03829790000002	071-8591372	-	023-2050353	PS-420143	LK-4212065
Northern	LK-4	LK-42	PS-4201	PS-420144	Mannar	44	Madu	6.9141145	79.849048	071-8591373	-	023-3233678	PS-420144	LK-1127005
Northern	LK-4	LK-42	PS-4201	PS-420145	Mannar	45	Wankala	6.9152663	79.8782896	071-8592119	023-3232364	023-3230836	PS-420145	LK-1127045
Northern	LK-4	LK-42	PS-4201	PS-420146	Mannar	46	Pesale	9.084428599999999	79.8186619	071-8592120	023-2050238	023-3230917	PS-420146	LK-4203045
Northern	LK-4	LK-43	PS-4301	PS-430118	Vavuniya	18	Kanagarayankulam	9.084930199999999	80.4798575	071-8591358	021-3205956	024-2051336	PS-430118	LK-4303100
Northern	LK-4	LK-43	PS-4301	PS-430119	Vavuniya	19	Vavuniya	8.7544309	80.498604	071-8591343	024-2222226	024-2222222	PS-430119	LK-4309100
Northern	LK-4	LK-43	PS-4301	PS-430120	Vavuniya	20	Irattaperiyakulam	7.0015198	79.95003000000001	071-8591344	-	024-2223522	PS-430120	
Northern	LK-4	LK-43	PS-4301	PS-430121	Vavuniya	21	Nedumkenrni	7.1287213	79.8773709	071-8591362	-	024-2053008	PS-430121	LK-1206350
Northern	LK-4	LK-43	PS-4301	PS-430122	Vavuniya	22	Chettikulam	8.6509806	80.3147589	071-8591346	024-2260945	024-2260907	PS-430122	LK-4312085
Northern	LK-4	LK-43	PS-4301	PS-430123	Vavuniya	23	Omantha	8.8471905	80.49784079999999	071-8591360	-	024-2052704	PS-430123	LK-4309105
Northern	LK-4	LK-43	PS-4301	PS-430124	Vavuniya	24	Puliyankulam	8.9676688	80.5264646	071-8591359	-	024-2051932	PS-430124	LK-4303080
Northern	LK-4	LK-43	PS-4301	PS-430125	Vavuniya	25	Parayanakulam	6.9303851	79.8771612	071-8592115	024-3200558	024-3242448	PS-430125	LK-1127035
Northern	LK-4	LK-43	PS-4301	PS-430126	Vavuniya	26	Ulukkulam	8.6509806	80.3147589	071-8592116	024-3202002	024-3248716	PS-430126	LK-4312085
Northern	LK-4	LK-43	PS-4301	PS-430127	Vavuniya	27	Ma-Maduwa	7.5761973	79.7880033	071-8592117	024-2053205	024-3244755	PS-430127	LK-6233205
Northern	LK-4	LK-43	PS-4301	PS-430128	Vavuniya	28	Puwarasamkulam	6.9095122	79.89515639999999	071-8592118	024-3123200	023-3230827	PS-430128	LK-1124020
Northern	LK-4	LK-43	PS-4301	PS-430129	Vavuniya	29	Echchanmkulam	7.1287213	79.8773709	071-8592123	024-2054242	024-3242891	PS-430129	LK-1206350
Northern	LK-4	LK-43	PS-4301	PS-430130	Vavuniya	30	Bogaswewa	8.8416534	80.62351699999999	071-8592121	-	024-3241716	PS-430130	LK-7106010
Northern	LK-4	LK-44	PS-4401	PS-440147	Mulathivu	47	Mankulam	9.1246061	80.44840390000002	071-8591357	021-2060000	021-2060003	PS-440147	LK-4412050
Northern	LK-4	LK-44	PS-4401	PS-440148	Mulathivu	48	Mullativu	9.2128251	80.76015939999999	071-8591376	021-2290119	021-2290120	PS-440148	LK-4415180
Northern	LK-4	LK-44	PS-4401	PS-440149	Mulathivu	49	Pudukuduiruppu	7.0015198	79.95003000000001	071-8591377	-	021-2061616	PS-440149	
Northern	LK-4	LK-44	PS-4401	PS-440150	Mulathivu	50	Muliyaweli	6.9152663	79.8782896	071-8591378	021-2061311	021-3202415	PS-440150	LK-1127045
Northern	LK-4	LK-44	PS-4401	PS-440151	Mulathivu	51	Oddusudan	9.1609828	80.6528214	071-8591380	021-2061767	021-3202417	PS-440151	LK-4412135
Northern	LK-4	LK-44	PS-4401	PS-440152	Mulathivu	52	Welioya	8.980582499999999	80.7735718	071-8591381	025-3857264	025-3259820	PS-440152	LK-4418035
Northern	LK-4	LK-44	PS-4401	PS-440153	Mulathivu	53	Mallavi	9.1378776	80.30725699999999	071-8591361	-	021-2060770	PS-440153	LK-4403020
Northern	LK-4	LK-45	PS-4501	PS-450131	Kilinochchi	31	Kilinochchi	9.3922647	80.4078464	071-8591349	021-2285457	021-2285467	PS-450131	LK-4509080
Northern	LK-4	LK-45	PS-4501	PS-450132	Kilinochchi	32	Palei	6.900777199999999	79.8726381	071-8591350	-	024-3248093	PS-450132	LK-1127060
Northern	LK-4	LK-45	PS-4501	PS-450133	Kilinochchi	33	Punarin	6.9141145	79.849048	071-8591352	-	021-2060810	PS-450133	LK-1127005
Northern	LK-4	LK-45	PS-4501	PS-450134	Kilinochchi	34	Nachchikudha	6.9072887	79.86381899999999	071-8591353	-	023-3238045	PS-450134	LK-1127015
Northern	LK-4	LK-45	PS-4501	PS-450135	Kilinochchi	35	Mulankavil	9.2544627	80.141528	071-8591354	023-3238043	023-3238052	PS-450135	LK-4512065
Northern	LK-4	LK-45	PS-4501	PS-450136	Kilinochchi	36	Dharmapuram	6.8731075	79.86167019999999	071-8592122	021-2283060	021-2283050	PS-450136	LK-1127090
Northern	LK-4	LK-45	PS-4501	PS-450137	Kilinochchi	37	Akkarayamkulam	6.9330754	79.857181	071-8592193	-	011-3081016	PS-450137	
Eastern	LK-5	LK-51	PS-5101	PS-510101	Batticaloa	1	Batticaloa	7.7179489	81.6992944	071-8591130	065-2224423	065-2224422	PS-510101	
Eastern	LK-5	LK-51	PS-5101	PS-510102	Batticaloa	2	Vavunathive	6.9330754	79.857181	071-8591131	-	065-3647515	PS-510102	
Eastern	LK-5	LK-51	PS-5101	PS-510103	Batticaloa	3	Kaththankudi	7.7159792	81.69875739999999	071-8591132	-	065-2246595	PS-510103	LK-5118135
Eastern	LK-5	LK-51	PS-5101	PS-510104	Batticaloa	4	Eravur	7.7159792	81.69875739999999	071-8591134	-	065-2240487	PS-510104	LK-5118135
Eastern	LK-5	LK-51	PS-5101	PS-510105	Batticaloa	5	Karadiyanaru	7.7019924	81.537252	071-8591135	065-3646229	065-3646228	PS-510105	LK-5112165
Eastern	LK-5	LK-51	PS-5101	PS-510106	Batticaloa	6	Aiththamalai	6.9072887	79.86381899999999	071-8591136	065-3647514	065-3647513	PS-510106	LK-1127015
Eastern	LK-5	LK-51	PS-5101	PS-510107	Batticaloa	7	Valachchanai	7.9080154	81.5330037	071-8591138	065-2257347	065-2257709	PS-510107	LK-5104040
Eastern	LK-5	LK-51	PS-5101	PS-510108	Batticaloa	8	Kalkudah	7.9192024	81.56562439999999	071-8591139	-	065-2257707	PS-510108	LK-5109025
Eastern	LK-5	LK-51	PS-5101	PS-510109	Batticaloa	9	Wakarai	6.934132399999999	79.8563053	071-8591140	065-3658910	065-3658244	PS-510109	LK-1103145
Eastern	LK-5	LK-51	PS-5101	PS-510110	Batticaloa	10	Kalawanchikudy	7.515908	81.7870512	071-8591142	-	065-2250022	PS-510110	LK-5136090
Eastern	LK-5	LK-51	PS-5101	PS-510111	Batticaloa	11	Vellavali	6.9072887	79.86381899999999	071-8591143	065-2056305	065-2056304	PS-510111	LK-1127015
Eastern	LK-5	LK-51	PS-5101	PS-510112	Batticaloa	12	Kokkadicholai	7.7159792	81.69875739999999	071-8591144	065-3647511	065-2056936	PS-510112	LK-5118135
Eastern	LK-5	LK-52	PS-5201	PS-520113	Ampara	13	Ampara	7.296771399999999	81.6771614	071-8591148	063-2222223	063-2222222	PS-520113	LK-5215055
Eastern	LK-5	LK-52	PS-5201	PS-520114	Ampara	14	Damana	7.200464999999999	81.65465329999999	071-8591149	063-2240195	063-2240022	PS-520114	LK-5242085
Eastern	LK-5	LK-52	PS-5201	PS-520115	Ampara	15	Inginiyagala	7.2204761	81.5453572	071-8591150	063-2242042	063-2242022	PS-520115	LK-8206020
Eastern	LK-5	LK-52	PS-5201	PS-520116	Ampara	16	Uhana	7.362434899999999	81.6360354	071-8591152	063-3634083	063-2250352	PS-520116	LK-5212195
Eastern	LK-5	LK-52	PS-5201	PS-520117	Ampara	17	Bakkiella	7.4892314	81.64366799999999	071-8591153	-	063-3632228	PS-520117	LK-5212030
Eastern	LK-5	LK-52	PS-5201	PS-520118	Ampara	18	Central Camp	7.414282399999999	81.7332567	071-8591154	-	063-2051722	PS-520118	LK-5216015
Eastern	LK-5	LK-52	PS-5201	PS-520119	Ampara	19	Mangalagama	7.5245326	81.53962609999999	071-8591155	-	063-5680120	PS-520119	LK-5130115
Eastern	LK-5	LK-52	PS-5201	PS-520120	Ampara	20	Mahaoya	7.531108499999999	81.356391	071-8591157	063-2244107	063-2244022	PS-520120	LK-5209040
Eastern	LK-5	LK-52	PS-5201	PS-520121	Ampara	21	Dehiaththakandiya	7.672072	81.044241	071-8591158	-	027-2250178	PS-520121	LK-5203015
Eastern	LK-5	LK-52	PS-5201	PS-520122	Ampara	22	Padiyathalawa	7.4011549	81.2435263	071-8591159	-	063-2246222	PS-520122	LK-5206040
Eastern	LK-5	LK-52	PS-5201	PS-520123	Ampara	23	Kalmunai	7.4142888	81.8250058	071-8591161	067-2229226	067-2229222	PS-520123	
Eastern	LK-5	LK-52	PS-5201	PS-520124	Ampara	24	Samanthurai	7.365785	81.8108591	071-8591162	067-2260221	067-2260222	PS-520124	LK-5218090
Eastern	LK-5	LK-52	PS-5201	PS-520125	Ampara	25	Chawalakade	7.4135588	81.7768223	071-8591163	-	067-2229596	PS-520125	LK-5216075
Eastern	LK-5	LK-52	PS-5201	PS-520126	Ampara	26	Akkaraipattu	7.2160844	81.8532541	071-8591165	067-2277239	067-2277222	PS-520126	LK-5236140
Eastern	LK-5	LK-52	PS-5201	PS-520127	Ampara	27	Thirukkovil	7.1139984	81.85221880000002	071-8591166	-	067-2265222	PS-520127	
Eastern	LK-5	LK-52	PS-5201	PS-520128	Ampara	28	Pothuvil	6.8783867	81.826859	071-8591168	-	063-2248022	PS-520128	LK-5248025
Eastern	LK-5	LK-52	PS-5201	PS-520129	Ampara	29	Panama	6.752004299999999	81.7934904	071-8591169	-	063-3639273	PS-520129	LK-5251040
Eastern	LK-5	LK-53	PS-5301	PS-530130	Trincomalee	30	Trincomalee	8.5639457	81.2340229	071-8591174	026-2222227	026-2222222	PS-530130	LK-5315210
Eastern	LK-5	LK-53	PS-5301	PS-530131	Trincomalee	31	Trinco Harbour Police	8.567050199999999	81.2314068	071-8591175	-	026-2222308	PS-530131	
Eastern	LK-5	LK-53	PS-5301	PS-530132	Trincomalee	32	Chinabay	8.5145308	81.1898302	071-8591176	026-2233223	026-2233222	PS-530132	LK-5315170
Eastern	LK-5	LK-53	PS-5301	PS-530133	Trincomalee	33	Kuchchaweli	8.81895	81.10043750000001	071-8591178	026-2252622	026-2252222	PS-530133	LK-5306050
Eastern	LK-5	LK-53	PS-5301	PS-530134	Trincomalee	34	Uppuweli	8.5936136	81.21742979999999	071-8591179	026-2222380	026-2222522	PS-530134	LK-5315100
Eastern	LK-5	LK-53	PS-5301	PS-530135	Trincomalee	35	Pulmudai	6.9152663	79.8782896	071-8591180	026-2256121	026-2256122	PS-530135	LK-1127045
Eastern	LK-5	LK-53	PS-5301	PS-530136	Trincomalee	36	Sripura	8.9296167	80.81428	071-8591181	025-2255062	025-2255054	PS-530136	LK-5303045
Eastern	LK-5	LK-53	PS-5301	PS-530137	Trincomalee	37	Nilawely	6.9330754	79.857181	071-8591182	026-3208062	026-3208061	PS-530137	
Eastern	LK-5	LK-53	PS-5301	PS-530138	Trincomalee	38	Mutur	8.4611326	81.25937080000001	071-8591184	-	026-2238222	PS-530138	LK-5327045
Eastern	LK-5	LK-53	PS-5301	PS-530139	Trincomalee	39	Sampoor	8.443395299999999	81.2673985	071-8591185	026-2051812	026-2051810	PS-530139	LK-5327085
Eastern	LK-5	LK-53	PS-5301	PS-530140	Trincomalee	40	Kinnia	6.9072887	79.86381899999999	071-8591186	-	026-2236222	PS-530140	LK-1127015
Eastern	LK-5	LK-53	PS-5302	PS-530241	Kantale	41	Kantale	8.3561287	81.00773889999999	071-8591190	026-2234223	026-2234222	PS-530241	LK-5321090
Eastern	LK-5	LK-53	PS-5302	PS-530242	Kantale	42	Agbopura	8.3313952	80.9764892	071-8591191	026-2244222	026-2244111	PS-530242	LK-5321100
Eastern	LK-5	LK-53	PS-5302	PS-530243	Kantale	43	Thambalagamuva	6.9072887	79.86381899999999	071-8591192	026-2248221	026-2248022	PS-530243	LK-1127015
Eastern	LK-5	LK-53	PS-5302	PS-530244	Kantale	44	Serunuwara	8.3218631	81.2993217	071-8591194	-	026-2251422	PS-530244	LK-5330055
Eastern	LK-5	LK-53	PS-5302	PS-530245	Kantale	45	Suriyapura	6.8731075	79.86167019999999	071-8591195	026-3208223	026-3208222	PS-530245	LK-1127090
Eastern	LK-5	LK-53	PS-5302	PS-530246	Kantale	46	Wan Ela	8.3561287	81.00773889999999	071-8591196	-	026-2234245	PS-530246	LK-5321090
Eastern	LK-5	LK-53	PS-5302	PS-530247	Kantale	47	Morawewa	8.6303168	81.031386	071-8591198	026-2225822	026-2227223	PS-530247	LK-5312025
Eastern	LK-5	LK-53	PS-5302	PS-530248	Kantale	48	Gomarankadawala	8.6744872	80.96755519999999	071-8591199	026-2255031	026-2255032	PS-530248	LK-5309005
North Western	LK-6	LK-61	PS-6101	PS-610101	Kurunagala	1	Kurunegala	7.485852400000001	80.3641373	071-8591247	037-2222226	037-2222222	PS-610101	LK-6154160
North Western	LK-6	LK-61	PS-6101	PS-610102	Kurunagala	2	Polgahawela	7.333281200000001	80.3003628	071-8591249	037-2243226	037-2243222	PS-610102	LK-6187370
